pair,source,h_N,h_E,h_visits,h_dedup_ratio,h_depth,h_mean_indeg,h_max_outdeg,h_out_gini,h_n_constants,h_n_distinct_constants,h_constant_share,h_alpha_x2,h_alpha_x5,h_alpha_x10,h_has_sorry,h_truncated,a_N,a_E,a_visits,a_dedup_ratio,a_depth,a_mean_indeg,a_max_outdeg,a_out_gini,a_n_constants,a_n_distinct_constants,a_constant_share,a_alpha_x2,a_alpha_x5,a_alpha_x10,a_has_sorry,a_truncated
pair_8793031c,olympiads,11554,22280,22280,1.928336506837459,93,1.928336506837459,494,0.45536089376898237,278,278,0.024060931279210662,1.997491213102462,2.1671964026816584,2.531398835545239,False,True,11193,21555,21555,1.9257571696596087,87,1.9257571696596087,493,0.45492198074305107,296,296,0.026445099615831323,1.9989851067014643,2.1655379642316523,2.5171410461144355,False,True
pair_87ba057a,olympiads_ref,400,682,682,1.705,37,1.705,31,0.37618035190615834,36,36,0.09,2.107382119522055,2.822774618656478,,False,True,386,666,666,1.7253886010362693,36,1.7253886010362693,25,0.38082901554404147,33,33,0.08549222797927461,2.0722240322582346,2.8594446860249887,,False,True
pair_87d2dbfe,math_test,1721,3068,3068,1.7826844857640907,52,1.7826844857640907,99,0.4204792095799492,88,88,0.05113306217315514,1.9690728266577002,1.7793787893961661,2.5394093307507712,False,True,1508,2700,2700,1.790450928381963,52,1.790450928381963,95,0.42331270262304743,63,63,0.04177718832891247,1.8764781491369438,1.7513142923492584,2.5743238781832227,False,True
pair_88838551,amc_aime,2288,4107,4107,1.7950174825174825,71,1.7950174825174825,189,0.40960395521206333,185,185,0.08085664335664336,2.180890752381942,2.446026180425113,2.9047112700478133,False,True,2118,3862,3862,1.8234183191690274,63,1.8234183191690274,139,0.41228937532794535,142,142,0.06704438149197356,2.1074339112401637,2.6354431112977967,3.5201948140513895,False,True
pair_8956508b,math_test,1791,3110,3110,1.7364600781686208,50,1.7364600781686208,183,0.39004849183394646,201,201,0.11222780569514237,2.2049632335664517,2.8020158978891723,2.724109745649459,False,True,391,610,610,1.5601023017902813,28,1.5601023017902813,55,0.3309211353821643,73,73,0.1867007672634271,2.28807397835972,,,False,True
pair_896a11b6,olympiads_ref,10189,19602,19602,1.9238394346844636,78,1.9238394346844636,323,0.45122186091502375,230,230,0.022573363431151242,2.0852492524811277,2.215376602608446,2.4052772546920353,False,True,410,694,694,1.6926829268292682,35,1.6926829268292682,39,0.3793280382371547,30,30,0.07317073170731707,2.177604156966013,,,False,True
pair_8a45bd25,cn_contest,11417,21941,21941,1.921783305596917,80,1.921783305596917,511,0.451894014363578,331,331,0.028991854252430584,2.0603199797334746,2.193262954510872,2.434223015494691,False,True,12102,23402,23402,1.9337299619897537,97,1.9337299619897537,462,0.45523366740368604,319,319,0.026359279457940837,2.0232896703817884,2.223703476467188,2.3973664291391668,False,True
pair_8a465ac4,olympiads,748,1202,1202,1.606951871657754,47,1.606951871657754,123,0.3517488677516083,131,131,0.1751336898395722,2.463115258219439,2.3432552557794515,,False,True,676,1087,1087,1.6079881656804733,42,1.6079881656804733,110,0.3537408207813699,116,116,0.17159763313609466,2.4504355639957303,2.2871425418579854,,False,True
pair_8d6d2aa2,olympiads_ref,5649,10481,10481,1.8553726323243052,85,1.8553726323243052,208,0.43374399475171665,135,135,0.02389803505045141,2.050779921323685,2.1744226560988116,2.250557187407439,False,True,9186,17343,17343,1.887981711299804,81,1.887981711299804,379,0.45805461906456507,125,125,0.013607663836272588,1.9201444271231805,1.912821918680705,2.056534265366202,False,True
pair_915d7da0,math_train,3286,6032,6032,1.8356664637857578,55,1.8356664637857578,206,0.42024358624564306,240,240,0.07303712720632989,2.111989830210377,2.495707054454134,2.8921720358884206,False,True,3471,6370,6370,1.8352059925093633,62,1.8352059925093633,204,0.42163618987918283,250,250,0.07202535292422933,2.1258860432430193,2.352557796319042,2.7318791981461095,False,True
pair_919a0d3c,number_theory,149,218,218,1.4630872483221478,19,1.4630872483221478,19,0.28711286250846624,16,16,0.10738255033557047,2.866077948879929,,,False,True,139,202,202,1.4532374100719425,19,1.4532374100719425,19,0.28150153144810885,14,14,0.10071942446043165,3.0053985595698793,,,False,True
pair_92daf189,inequalities,5977,11262,11262,1.8842228542747197,62,1.8842228542747197,264,0.43599868280964676,286,286,0.04785009201940773,2.129991328279835,2.3083372925355086,2.4343615058050116,False,True,7334,14029,14029,1.9128715571311699,67,1.9128715571311699,315,0.44485766880140737,270,270,0.03681483501499864,2.0952173542090122,2.321456267245563,2.525529885335314,False,True
pair_95cc16d3,math_train,3404,6356,6356,1.8672150411280846,57,1.8672150411280846,167,0.43314495440524936,192,192,0.0564042303172738,2.0260827869721485,2.352708517576001,2.6354737150968,False,True,4476,8472,8472,1.8927613941018766,63,1.8927613941018766,172,0.44154159504346335,198,198,0.04423592493297587,1.9766736838171193,2.2828987549708097,2.543994013736649,False,True
pair_95ff000b,olympiads,12522,24186,24186,1.9314805941542885,87,1.9314805941542885,469,0.45352563842222987,331,331,0.026433477080338604,2.015164102529552,2.273450109588029,2.4942126726606073,False,True,10873,21040,21040,1.935068518348202,84,1.935068518348202,463,0.4535503404498323,265,265,0.024372298353720224,2.016626600451155,2.2463656910307344,2.595592067072719,False,True
pair_965e479d,olympiads_ref,8205,15787,15787,1.9240706886045094,84,1.9240706886045094,314,0.45018749951508247,250,250,0.030469226081657527,2.020994525091453,2.2507595216444756,2.5733949300704637,False,True,18735,36841,36841,1.9664264745129436,97,1.9664264745129436,646,0.46348405054309544,235,235,0.012543368027755538,1.9747549348898716,2.2708075633618323,2.3832913229412522,False,True
pair_99ea5bb6,math_train,6284,11634,11634,1.851368555060471,68,1.851368555060471,269,0.4224146515399069,365,365,0.058084022915340545,2.220060397511211,2.378910479500706,2.732522211801693,False,True,5125,9449,9449,1.8437073170731708,75,1.8437073170731708,210,0.41774310870423764,293,293,0.057170731707317075,2.1841951191479794,2.4686484457515765,2.751402959191962,False,True
pair_99eea8ae,math_test,158,250,250,1.5822784810126582,26,1.5822784810126582,14,0.33655696202531643,16,16,0.10126582278481013,2.212596213288429,,,False,True,1844,3287,3287,1.782537960954447,50,1.782537960954447,126,0.39992737445283366,164,164,0.08893709327548807,2.159167853006472,2.7927658186324806,2.754206089828168,False,True
pair_9a76e23c,cn_contest,5852,11052,11052,1.8885850991114148,91,1.8885850991114148,236,0.4407915764636149,269,269,0.04596719070403281,2.0174828543051806,2.288096834347418,2.5084451967505323,False,True,6405,12139,12139,1.8952380952380952,89,1.8952380952380952,252,0.4432010450892823,266,266,0.041530054644808745,2.009801567254625,2.2526916913740322,2.4895542334358636,False,True
pair_9a84ead7,math_test,1593,2799,2799,1.7570621468926553,49,1.7570621468926553,136,0.3907300764531858,162,162,0.1016949152542373,2.3235923175398616,2.5709376040868444,2.9109687492736116,False,True,634,1058,1058,1.6687697160883281,34,1.6687697160883281,72,0.36115401358434757,87,87,0.13722397476340695,2.329257514238871,2.95777405756332,,False,True
pair_9af28884,math_train,2582,4813,4813,1.8640588690937259,48,1.8640588690937259,102,0.4251776310061361,137,137,0.05305964368706429,2.0750543472015597,2.4009046720866976,3.06676906256852,False,True,901,1607,1607,1.783573806881243,45,1.783573806881243,78,0.3898468617114221,80,80,0.08879023307436182,2.3065007452951605,2.4174790706759497,,False,True
pair_9b461a0f,math_test,3874,7144,7144,1.8440887971089313,75,1.8440887971089313,212,0.4212337280552406,271,271,0.06995353639648942,2.1739926275941923,2.3972820473977245,2.7256779684454564,False,True,4289,8002,8002,1.8657029610631848,87,1.8657029610631848,189,0.42551317171872804,261,261,0.060853345768244346,2.215186102047471,2.371439546576638,2.6224163290659352,False,True
pair_9d3572bb,amc_aime,971,1672,1672,1.721936148300721,59,1.721936148300721,94,0.38146191712780686,110,110,0.11328527291452112,2.240715788460511,2.6790547205225117,,False,True,832,1405,1405,1.6887019230769231,42,1.6887019230769231,79,0.3724960648781823,102,102,0.12259615384615384,2.246166425415624,2.8338755446758137,,False,True
pair_9d50620a,math_test,8291,15945,15945,1.9231697020865999,74,1.9231697020865999,312,0.4511843892278513,258,258,0.031118079845615727,2.0923524355320717,2.174230040507675,2.4168426014556674,False,True,8090,15594,15594,1.9275648949320148,85,1.9275648949320148,303,0.4541502365414862,223,223,0.027564894932014833,1.9992120692182045,2.1411653442631504,2.4088073683127753,False,True
pair_9effdc53,cn_k12,2432,4395,4395,1.807154605263158,52,1.807154605263158,191,0.41817153538710256,190,190,0.078125,2.137609725438134,2.2607369161210347,2.5664637599931805,False,True,2969,5424,5424,1.8268777366116538,63,1.8268777366116538,204,0.4215017819334698,230,230,0.07746716066015494,2.1195480529638973,2.3453567478779274,2.5988841991040132,False,True
pair_9f0d7c77,amc_aime,2948,5433,5433,1.8429443690637721,61,1.8429443690637721,191,0.424778434517838,200,200,0.06784260515603799,2.111912743974866,2.369400750097081,2.4983255301214977,False,True,3046,5618,5618,1.8443860801050558,65,1.8443860801050558,185,0.4258079566499856,199,199,0.06533158240315168,2.122205776320479,2.4016796686631032,2.4075948127650215,False,True
pair_a0095248,math_test,8362,15751,15751,1.8836402774455872,74,1.8836402774455872,401,0.4403806375562067,347,347,0.04149724946185123,2.073402697539255,2.450915535798709,2.380546431739325,False,True,8912,16959,16959,1.902939856373429,87,1.902939856373429,358,0.4462449793106471,346,346,0.03882405745062836,2.078268398106174,2.2117822166441314,2.3417712682746235,False,True
pair_a00e8681,olympiads,3788,6867,6867,1.812829989440338,56,1.812829989440338,201,0.40922031342528714,289,289,0.0762935586061246,2.2410211915388007,2.495653870605912,2.4931311885973484,False,True,3988,7426,7426,1.862086258776329,61,1.862086258776329,170,0.4285884856292551,231,231,0.05792377131394182,2.067281644419711,2.4317695550682874,2.7982099781074448,False,True
pair_a10926bc,math_test,2323,4300,4300,1.8510546706844597,57,1.8510546706844597,130,0.42096487100681756,146,146,0.06284976323719328,2.0815906837623506,2.469529571938861,2.91433052204173,False,True,2671,4985,4985,1.866342193934856,58,1.866342193934856,133,0.42533801329109006,149,149,0.055784350430550356,2.049133638098207,2.481023112364176,2.815207590854809,False,True
pair_a302a9d8,math_train,1392,2474,2474,1.7772988505747127,57,1.7772988505747127,62,0.41213157063343836,84,84,0.0603448275862069,2.1262030698989958,2.1454741073691252,2.206425282466284,False,True,985,1712,1712,1.7380710659898477,59,1.7380710659898477,54,0.3947151193130604,77,77,0.07817258883248732,2.0332434355826883,2.484983533071478,,False,True
pair_a3b6f8e9,aops_forum,3272,6141,6141,1.8768337408312958,66,1.8768337408312958,166,0.43137804981468497,167,167,0.05103911980440098,2.1242507274162437,2.2921726006288985,2.683365423568244,False,True,4626,8801,8801,1.9025075659316903,70,1.9025075659316903,193,0.4420352391862085,192,192,0.041504539559014265,2.0838226585361386,2.307046047994324,2.404698050241489,False,True
pair_a41e71a8,cn_k12,3123,5690,5690,1.8219660582772974,62,1.8219660582772974,203,0.41709669232245367,232,232,0.07428754402817804,2.165478893422828,2.4211074475120915,2.5201330527996038,False,True,4158,7736,7736,1.8605098605098604,62,1.8605098605098604,187,0.4316629882813957,230,230,0.05531505531505532,2.139891562199618,2.1834534660520255,2.4287237446489973,False,True
pair_a57e4b7b,olympiads,3287,6116,6116,1.8606632187404928,71,1.8606632187404928,177,0.4288921436349828,191,191,0.058107696988135074,2.090074754374645,2.3886954584113553,2.8508844747336797,False,True,5044,9603,9603,1.9038461538461537,76,1.9038461538461537,230,0.44132783230987077,207,207,0.04103885804916733,2.093321372728193,2.2371427388681533,2.689053319556234,False,True
pair_aa25e669,olympiads,1161,2004,2004,1.7260981912144704,51,1.7260981912144704,120,0.389388320688511,126,126,0.10852713178294573,2.358573694412655,2.293876972027732,2.4829011149214795,False,True,3613,6760,6760,1.8710213119291448,67,1.8710213119291448,189,0.4328177177418166,173,173,0.04788264600055356,2.074423044944444,2.2970665515362163,2.700287100241624,False,True
pair_ab0f093e,amc_aime,1151,1994,1994,1.732406602953953,46,1.732406602953953,56,0.3826945650156377,94,94,0.08166811468288444,2.2507920082825965,2.623267300987537,3.3097935758027885,False,True,465,763,763,1.6408602150537634,35,1.6408602150537634,36,0.35736129314110965,61,61,0.13118279569892474,2.273825265641486,2.629319738369463,,False,True
pair_acbd062f,math_train,4170,7829,7829,1.8774580335731414,72,1.8774580335731414,204,0.4338059045674432,217,217,0.05203836930455635,2.0422792873152646,2.425371964087212,2.8010269788480855,False,True,2935,5303,5303,1.8068143100511074,66,1.8068143100511074,222,0.41447966998847685,239,239,0.08143100511073254,2.189457884538427,2.5218254890227074,2.3999564096340036,False,True
pair_ad39313c,aops_forum,219,338,338,1.54337899543379,34,1.54337899543379,19,0.316014157953041,33,33,0.1506849315068493,2.519091386840518,,,False,True,4042,7526,7526,1.8619495299356754,192,1.8619495299356754,123,0.4293949538351166,80,80,0.01979218208807521,2.2725533783658367,2.267958625451617,1.9221041136472898,False,True
pair_ae900f0c,olympiads_ref,6207,11851,11851,1.9092959561785081,65,1.9092959561785081,226,0.44352819323364456,215,215,0.034638311583695826,1.9814962271423018,2.3080814357763777,2.8360674845995986,False,True,1174,2012,2012,1.7137989778534923,50,1.7137989778534923,112,0.37950999285378023,137,137,0.11669505962521294,2.2813437250173756,2.5582661161728804,3.6506774225457392,False,True
pair_ae9ff2a1,olympiads_ref,23237,45500,45500,1.9580840900288334,91,1.9580840900288334,632,0.46215912004679915,368,368,0.015836811980892544,2.0144641982776914,2.2494986099098706,2.3645086609264947,False,True,13124,25652,25652,1.9545870161536116,90,1.9545870161536116,391,0.4578016128755533,233,233,0.01775373361779945,2.004326325878158,2.309838568554536,2.418798667881435,False,True
pair_af58b0a0,cn_k12,2350,4278,4278,1.8204255319148936,61,1.8204255319148936,165,0.41634886057314513,184,184,0.07829787234042553,2.204683732705532,2.3701765687356513,2.594894988522631,False,True,2593,4746,4746,1.8303123794832241,60,1.8303123794832241,168,0.41953936405983955,188,188,0.07250289240262245,2.1872978229452826,2.344749346268835,2.600425669258139,False,True
pair_b0ad8896,math_train,11494,22034,22034,1.917000174003828,77,1.917000174003828,473,0.45045492516674523,314,314,0.027318601009222204,2.047554183503729,2.2185608440505344,2.5679867155256484,False,True,8662,16487,16487,1.9033710459478181,79,1.9033710459478181,304,0.44368619975938167,309,309,0.03567305472177326,2.0355211325937645,2.2820456469745984,2.5482071307412753,False,True
pair_b21abbab,olympiads,2405,4342,4342,1.8054054054054054,69,1.8054054054054054,160,0.411132955582518,183,183,0.0760914760914761,2.2734591046835675,2.332342483404826,2.448851021757071,False,True,3635,6809,6809,1.8731774415405777,75,1.8731774415405777,197,0.4355858810543453,177,177,0.04869325997248968,2.133714007246334,2.1569375563605266,2.5848957423250125,False,True
pair_b39511ce,olympiads,4985,9481,9481,1.9019057171514544,68,1.9019057171514544,212,0.44410891148289294,219,219,0.043931795386158476,2.028149091666894,2.306367204135319,2.42760945820486,False,True,4699,8918,8918,1.8978506065120238,65,1.8978506065120238,210,0.4420152856598301,219,219,0.04660566077888913,2.0467165372944374,2.34374121647422,2.366786910252576,False,True
pair_b40cb2db,math_test,2047,3605,3605,1.761113825109917,54,1.761113825109917,212,0.3996574263476811,223,223,0.10893991206643869,2.2189869187644824,2.5676425756262855,2.3477598016615566,False,True,2875,5309,5309,1.846608695652174,61,1.846608695652174,175,0.4238633984947628,191,191,0.06643478260869565,2.0707959225775436,2.470759976447563,2.715019722055492,False,True
pair_b4b63346,olympiads,1042,1751,1751,1.6804222648752398,50,1.6804222648752398,101,0.37428516307106113,101,101,0.09692898272552783,2.3361950389682375,2.370785899771824,,False,True,2027,3492,3492,1.7227429699062655,73,1.7227429699062655,114,0.38536769646428426,211,211,0.10409472126295018,2.3206329287561043,2.4028533199530804,2.359083482331764,False,True
pair_b4b897fd,amc_aime,1088,1864,1864,1.713235294117647,55,1.713235294117647,123,0.38218627713961123,137,137,0.12591911764705882,2.3466808474328444,2.4044432321167197,,False,True,1087,1857,1857,1.7083716651333947,56,1.7083716651333947,120,0.3811511082906172,133,133,0.12235510579576817,2.3286644739158344,2.411897622100722,,False,True
pair_b4d61cac,olympiads,4265,7869,7869,1.8450175849941384,80,1.8450175849941384,254,0.4262205097331643,284,284,0.06658851113716295,2.1131953215696857,2.3806715116820696,2.601586174506073,False,True,5157,9642,9642,1.8696916812100057,69,1.8696916812100057,256,0.435065111885871,280,280,0.05429513282916424,2.075664262251795,2.262108780552346,2.5401644049371033,False,True
pair_b5dab1a1,amc_aime,1322,2291,2291,1.732980332829047,38,1.732980332829047,96,0.3824684633879464,124,124,0.09379727685325265,2.305020933340862,2.4113264701708848,3.112226454368649,False,True,955,1591,1591,1.6659685863874345,37,1.6659685863874345,79,0.35926168467261854,111,111,0.1162303664921466,2.417408677386311,2.625507493436209,,False,True
pair_b7bb3d8e,math_test,515,854,854,1.658252427184466,41,1.658252427184466,50,0.36471658216047836,62,62,0.1203883495145631,2.134989942045978,2.752529963401643,,False,True,537,894,894,1.664804469273743,37,1.664804469273743,50,0.3652031544873958,63,63,0.11731843575418995,2.1623718345674767,2.772048346509926,,False,True
pair_b94f69f4,math_train,5160,9777,9777,1.8947674418604652,69,1.8947674418604652,218,0.4388045071767072,234,234,0.04534883720930233,2.0570516932479954,2.38288378387315,2.794728047461462,False,True,7081,13560,13560,1.914983759356023,76,1.914983759356023,237,0.44939072069133446,254,254,0.035870639740149694,1.9830553816921577,2.2386981765997502,2.601473898686873,False,True
pair_b9bbcc78,number_theory,5320,10048,10048,1.8887218045112781,60,1.8887218045112781,199,0.43004607956994395,255,255,0.047932330827067667,2.1381941999461143,2.4809010655250727,2.6763513650582587,False,True,5504,10434,10434,1.8957122093023255,62,1.8957122093023255,193,0.4319932098105032,250,250,0.045421511627906974,2.131844891312074,2.4368560400129873,2.694693861439694,False,True
pair_ba39d0a3,math_train,8136,15337,15337,1.88507866273353,171,1.88507866273353,252,0.4404298455884187,258,258,0.03171091445427729,2.0524429973862506,2.226317166994873,2.387246756750873,False,True,5341,9939,9939,1.8608874742557573,102,1.8608874742557573,160,0.4366291747192041,253,253,0.0473694064781876,2.079495091352337,2.051445879842001,2.3771627810621245,False,True
pair_babc83eb,olympiads,7311,13960,13960,1.909451511421146,73,1.909451511421146,291,0.4456669288613656,284,284,0.038845575160716725,2.0517485229847403,2.278944161170022,2.5176110263037064,False,True,7067,13473,13473,1.906466676100184,75,1.906466676100184,283,0.4476646115945657,275,275,0.03891325880854676,2.005730075068355,2.21021968743535,2.478015571811481,False,True
pair_bc3e9c75,cn_k12,2232,3985,3985,1.7853942652329748,58,1.7853942652329748,172,0.4061843697017939,204,204,0.0913978494623656,2.171845428860734,2.5142932893956624,2.4789819703395928,False,True,2405,4341,4341,1.804989604989605,62,1.804989604989605,169,0.41077537055422336,189,189,0.07858627858627859,2.172045333667269,2.5999422886878305,2.3562498110938632,False,True
pair_bd329034,olympiads,123171,224523,224523,1.8228560294225102,98,1.8228560294225102,4761,0.4462760768581387,2389,2389,0.019395799335882636,2.069198851058838,1.841697327393593,2.4861393860585075,False,True,123171,224523,224523,1.8228560294225102,98,1.8228560294225102,4761,0.4462760768581387,2389,2389,0.019395799335882636,2.069198851058838,1.841697327393593,2.4861393860585075,False,True
pair_bde52c9a,math_train,20988,41452,41452,1.9750333523918429,98,1.9750333523918429,527,0.4643846630142669,150,150,0.00714694110920526,1.988640127876617,2.340233544685473,2.275726408819322,False,True,6338,12244,12244,1.9318396970653202,67,1.9318396970653202,234,0.45061750094765024,150,150,0.023666771852319343,1.969223075567812,2.2063573389241578,2.8810632824420854,False,True
pair_bf349feb,math_train,1439,2522,2522,1.7526059763724808,58,1.7526059763724808,141,0.39635750220850124,152,152,0.10562890896455872,2.314718590294788,2.311692868674382,2.507731189596382,False,True,2214,4012,4012,1.8121047877145438,63,1.8121047877145438,144,0.41618099630647354,168,168,0.07588075880758807,2.1898245635061118,2.2565720354317014,2.7535787501420783,False,True
pair_bf40e969,amc_aime,2586,4762,4762,1.8414539829853054,74,1.8414539829853054,138,0.42522249322994976,147,147,0.0568445475638051,2.1391171553713004,2.3798829380881337,2.489439572794452,False,True,7203,13697,13697,1.9015687907816188,71,1.9015687907816188,254,0.4430938935211008,267,267,0.037067888379841735,2.0596153595201168,2.2769690972400998,2.649838714925491,False,True
pair_bf419b23,math_train,120,193,193,1.6083333333333334,20,1.6083333333333334,19,0.34788428324697757,19,19,0.15833333333333333,2.2626904939773906,,,False,True,116,184,184,1.5862068965517242,21,1.5862068965517242,20,0.34445277361319343,20,20,0.1724137931034483,2.2026588387931714,,,False,True
pair_bf476baa,inequalities,14970,29466,29466,1.9683366733466934,114,1.9683366733466934,473,0.4600070160003711,199,199,0.013293253173012692,2.0328226027998912,2.279748821161572,2.5309265949322595,False,True,15042,29607,29607,1.9682887913841245,117,1.9682887913841245,476,0.45983754241683816,199,199,0.013229623720249967,2.0379813142524448,2.2830119014814048,2.5216221879035663,False,True
pair_bfdd51b8,olympiads_ref,2805,5013,5013,1.7871657754010695,58,1.7871657754010695,233,0.40922393221474435,243,243,0.08663101604278074,2.2341833586900486,2.355449928089228,2.57109093393192,False,True,7052,13406,13406,1.9010209869540555,68,1.9010209869540555,295,0.44331351451661616,285,285,0.04041406693136699,2.077534186463526,2.281277699252617,2.4276163227067373,False,True
pair_c021c917,number_theory,161,254,254,1.5776397515527951,20,1.5776397515527951,27,0.34758155230596177,24,24,0.14906832298136646,2.052036678383497,,,False,True,141,222,222,1.574468085106383,20,1.574468085106383,22,0.34266181074691715,20,20,0.14184397163120568,2.0776723688936674,,,False,True
pair_c0d3928e,cn_k12,1019,1716,1716,1.6840039254170756,38,1.6840039254170756,119,0.37918362305015885,142,142,0.1393523061825319,2.2319043828290717,2.5935157862532954,,False,True,4582,8619,8619,1.8810563072893933,58,1.8810563072893933,195,0.43911854824811486,198,198,0.04321257092972501,2.0159679022121955,2.319669421991519,2.7458557241099775,False,True
pair_c287c8cc,olympiads,9652,18780,18780,1.9457107335267303,94,1.9457107335267303,403,0.45623350753175357,208,208,0.02154993783671778,2.0395072821580786,2.21857680493504,2.4857303091663043,False,True,10549,20469,20469,1.9403734951180207,102,1.9403734951180207,475,0.45356751047357424,257,257,0.02436249881505356,2.032146274702418,2.3541394578084693,2.48441412457625,False,True
pair_c3b332ce,aops_forum,1471,2696,2696,1.832766825288919,98,1.832766825288919,142,0.42119805860887144,39,39,0.026512576478585997,2.109486361603709,2.810114423225861,,False,True,1327,2428,2428,1.8296910324039186,87,1.8296910324039186,142,0.42055384989739153,28,28,0.02110022607385079,2.1269998591342296,2.8442540322011496,,False,True
pair_c4fe0db7,olympiads,6382,12219,12219,1.9146035725477906,77,1.9146035725477906,284,0.44666899747117456,230,230,0.03603885929175807,2.02838778786726,2.2613355195345566,2.5069291159453995,False,True,46493,92097,92097,1.9808788419762116,139,1.9808788419762116,1226,0.467020501715063,258,258,0.00554922246359667,2.0200493492605154,2.3026141760029573,2.414834104575684,False,True
pair_c5fb8da2,math_train,439,704,704,1.603644646924829,44,1.603644646924829,36,0.34340054876786086,66,66,0.15034168564920272,2.428954243130454,,,False,True,617,1028,1028,1.66612641815235,41,1.66612641815235,47,0.36767590134263317,75,75,0.12155591572123177,2.2991760364891807,2.5854239719244374,,False,True
pair_c7a11f6b,math_train,313320,561198,561198,1.7911336652623515,82,1.7911336652623515,16575,0.43884761522739163,8140,8140,0.02597982892889059,2.6884691367367486,1.3203561095396532,1.4200113969051344,False,True,5501,9988,9988,1.8156698782039629,52,1.8156698782039629,367,0.4408902753837235,132,132,0.023995637156880568,2.139733945154095,1.7472000830598207,2.6334755095420728,False,True
pair_c84a0169,olympiads,240,381,381,1.5875,26,1.5875,32,0.338834208223972,27,27,0.1125,2.3444846409452227,,,False,True,326,551,551,1.6901840490797546,34,1.6901840490797546,30,0.367925578702415,29,29,0.08895705521472393,2.1808060338158253,,,False,True
pair_c8cf6c63,olympiads_ref,2917,5272,5272,1.8073363044223518,63,1.8073363044223518,195,0.41248934221087935,208,208,0.07130613644154954,2.1637840845817573,2.4261894573304366,2.912292641103304,False,True,302,468,468,1.5496688741721854,26,1.5496688741721854,38,0.3293852946170827,54,54,0.17880794701986755,2.306144016671351,,,False,True
pair_cb3b726a,math_test,2217,4051,4051,1.8272440234551195,60,1.8272440234551195,141,0.42069054823886737,171,171,0.07713125845737483,2.143537608418809,2.335729447741977,2.5745250261086543,False,True,2224,4065,4065,1.8277877697841727,60,1.8277877697841727,140,0.4205475103312184,170,170,0.0764388489208633,2.1469932546179287,2.340251652652232,2.5743302303156517,False,True
pair_cc4ae138,olympiads,78484,144485,144485,1.8409484735742316,122,1.8409484735742316,3420,0.44679096985956335,248,248,0.003159879720707405,1.9206966622013375,2.291231182540794,2.6834797275556985,False,True,71876,136119,136119,1.8938032166508987,160,1.8938032166508987,1888,0.45495341460581656,626,626,0.00870944404251767,2.535428811825317,2.060460284462409,2.286011481108483,False,True
pair_cc98e98a,math_train,2838,5101,5101,1.7973925299506694,57,1.7973925299506694,137,0.41009929239095433,207,207,0.07293868921775898,2.1952054564745045,2.355208420409257,2.727166101134986,False,True,7612,14621,14621,1.9207829742511824,84,1.9207829742511824,258,0.448059371049128,220,220,0.028901734104046242,2.0474860307461578,2.211067453078238,2.5555719427377,False,True
pair_ce95c511,aops_forum,12387,24222,24222,1.955437151852749,95,1.955437151852749,422,0.46324506175576197,213,213,0.017195446839428433,1.9764481976029342,2.1838424162134045,2.3325771488258176,False,True,9047,17565,17565,1.941527578202719,91,1.941527578202719,299,0.4591969740461859,225,225,0.024870122692605284,2.0171884152961135,2.147778077131602,2.339125026928775,False,True
pair_cffa85ea,olympiads,7396,14140,14140,1.9118442401298,83,1.9118442401298,295,0.4458966695556985,244,244,0.03299080584099513,1.9835475600379635,2.294696889167154,2.5574853110488487,False,True,11093,21341,21341,1.923825836112864,83,1.923825836112864,325,0.4519773660005409,298,298,0.02686378797439827,1.9785844982680185,2.2470611587378313,2.4482330554226,False,True
pair_d0c1af2e,amc_aime,2982,5434,5434,1.8222669349429912,71,1.8222669349429912,291,0.4304758745084913,105,105,0.035211267605633804,2.09717828573228,2.807431621293353,2.0535732711178163,False,True,2975,5351,5351,1.798655462184874,96,1.798655462184874,116,0.410946638419898,212,212,0.07126050420168067,2.1322582528535277,2.537157447663567,2.5167936748677104,False,True
pair_d2343074,aops_forum,21680,42862,42862,1.9770295202952028,177,1.9770295202952028,764,0.46369418046520533,194,194,0.008948339483394834,2.0016422396649176,2.238731618222544,2.4186083651850403,False,True,8933,17384,17384,1.9460427627896564,105,1.9460427627896564,374,0.45596849770153214,196,196,0.02194111720586589,1.9854571857403696,2.290090346579067,2.55314278730033,False,True
pair_d339e847,olympiads,1362,2338,2338,1.7165932452276065,51,1.7165932452276065,90,0.37709163171454446,163,163,0.1196769456681351,2.3503369025491256,2.5537874174221784,2.6485971198627225,False,True,4303,7871,7871,1.8291889379502673,63,1.8291889379502673,176,0.41190155704140846,306,306,0.07111317685335812,2.2835923797688364,2.4307284445367605,2.47438570971748,False,True
pair_d43fae54,olympiads,3124,5746,5746,1.8393085787451984,57,1.8393085787451984,188,0.4229066771607081,213,213,0.06818181818181818,2.09856507673217,2.4040657872771924,2.882083433227597,False,True,3271,6033,6033,1.844390094772241,58,1.844390094772241,188,0.42461620569188835,213,213,0.0651177010088658,2.0851447780027943,2.3588147337371184,2.8405136211003263,False,True
pair_d71a4f84,math_train,3712,6846,6846,1.8442887931034482,60,1.8442887931034482,196,0.4257572065741888,241,241,0.06492456896551724,2.0991386907837324,2.335056084917851,2.7311096191284836,False,True,3989,7388,7388,1.852093256455252,67,1.852093256455252,200,0.4278118371813771,246,246,0.061669591376284784,2.127824876483604,2.295483271705307,2.7149675168244185,False,True
