corpus,name,schema,constructor,positive_nodes
Matched human Lean root values,pair_c0d3928e,all normalized constructors,App,790
Matched human Lean root values,pair_c0d3928e,all normalized constructors,Lam,4
Matched human Lean root values,pair_c0d3928e,all normalized constructors,Pi,2
Matched human Lean root values,pair_c0d3928e,all normalized constructors,Let,3
Matched human Lean root values,pair_c0d3928e,shared binary core,App,790
Matched human Lean root values,pair_c0d3928e,shared binary core,Lam,4
Matched human Lean root values,pair_c0d3928e,shared binary core,Pi,2
Matched human Lean root values,pair_c0d3928e,shared binary core,Let,3
Matched AI Lean root values,pair_c0d3928e,all normalized constructors,App,1757
Matched AI Lean root values,pair_c0d3928e,all normalized constructors,Lam,9
Matched AI Lean root values,pair_c0d3928e,all normalized constructors,Pi,3
Matched AI Lean root values,pair_c0d3928e,all normalized constructors,Let,16
Matched AI Lean root values,pair_c0d3928e,shared binary core,App,1757
Matched AI Lean root values,pair_c0d3928e,shared binary core,Lam,9
Matched AI Lean root values,pair_c0d3928e,shared binary core,Pi,3
Matched AI Lean root values,pair_c0d3928e,shared binary core,Let,16
Matched human Lean root values,pair_c287c8cc,all normalized constructors,App,11551
Matched human Lean root values,pair_c287c8cc,all normalized constructors,Pi,5
Matched human Lean root values,pair_c287c8cc,all normalized constructors,Lam,42
Matched human Lean root values,pair_c287c8cc,all normalized constructors,Let,6
Matched human Lean root values,pair_c287c8cc,shared binary core,App,11551
Matched human Lean root values,pair_c287c8cc,shared binary core,Pi,5
Matched human Lean root values,pair_c287c8cc,shared binary core,Lam,42
Matched human Lean root values,pair_c287c8cc,shared binary core,Let,6
Matched AI Lean root values,pair_c287c8cc,all normalized constructors,App,12215
Matched AI Lean root values,pair_c287c8cc,all normalized constructors,Lam,60
Matched AI Lean root values,pair_c287c8cc,all normalized constructors,Pi,7
Matched AI Lean root values,pair_c287c8cc,all normalized constructors,Let,7
Matched AI Lean root values,pair_c287c8cc,shared binary core,App,12215
Matched AI Lean root values,pair_c287c8cc,shared binary core,Lam,60
Matched AI Lean root values,pair_c287c8cc,shared binary core,Pi,7
Matched AI Lean root values,pair_c287c8cc,shared binary core,Let,7
Matched human Lean root values,pair_c3b332ce,all normalized constructors,App,322
Matched human Lean root values,pair_c3b332ce,all normalized constructors,Lam,5
Matched human Lean root values,pair_c3b332ce,all normalized constructors,Pi,4
Matched human Lean root values,pair_c3b332ce,shared binary core,App,322
Matched human Lean root values,pair_c3b332ce,shared binary core,Lam,5
Matched human Lean root values,pair_c3b332ce,shared binary core,Pi,4
Matched AI Lean root values,pair_c3b332ce,all normalized constructors,App,207
Matched AI Lean root values,pair_c3b332ce,all normalized constructors,Lam,6
Matched AI Lean root values,pair_c3b332ce,shared binary core,App,207
Matched AI Lean root values,pair_c3b332ce,shared binary core,Lam,6
Matched human Lean root values,pair_c4fe0db7,all normalized constructors,App,7961
Matched human Lean root values,pair_c4fe0db7,all normalized constructors,Lam,30
Matched human Lean root values,pair_c4fe0db7,all normalized constructors,Pi,6
Matched human Lean root values,pair_c4fe0db7,all normalized constructors,Let,7
Matched human Lean root values,pair_c4fe0db7,shared binary core,App,7961
Matched human Lean root values,pair_c4fe0db7,shared binary core,Lam,30
Matched human Lean root values,pair_c4fe0db7,shared binary core,Pi,6
Matched human Lean root values,pair_c4fe0db7,shared binary core,Let,7
Matched AI Lean root values,pair_c4fe0db7,all normalized constructors,App,30158
Matched AI Lean root values,pair_c4fe0db7,all normalized constructors,Lam,80
Matched AI Lean root values,pair_c4fe0db7,all normalized constructors,Pi,11
Matched AI Lean root values,pair_c4fe0db7,all normalized constructors,Let,12
Matched AI Lean root values,pair_c4fe0db7,shared binary core,App,30158
Matched AI Lean root values,pair_c4fe0db7,shared binary core,Lam,80
Matched AI Lean root values,pair_c4fe0db7,shared binary core,Pi,11
Matched AI Lean root values,pair_c4fe0db7,shared binary core,Let,12
Matched human Lean root values,pair_c5fb8da2,all normalized constructors,App,295
Matched human Lean root values,pair_c5fb8da2,all normalized constructors,Pi,4
Matched human Lean root values,pair_c5fb8da2,all normalized constructors,Lam,9
Matched human Lean root values,pair_c5fb8da2,shared binary core,App,295
Matched human Lean root values,pair_c5fb8da2,shared binary core,Pi,4
Matched human Lean root values,pair_c5fb8da2,shared binary core,Lam,9
Matched AI Lean root values,pair_c5fb8da2,all normalized constructors,App,426
Matched AI Lean root values,pair_c5fb8da2,all normalized constructors,Lam,14
Matched AI Lean root values,pair_c5fb8da2,all normalized constructors,Pi,4
Matched AI Lean root values,pair_c5fb8da2,all normalized constructors,Let,3
Matched AI Lean root values,pair_c5fb8da2,shared binary core,App,426
Matched AI Lean root values,pair_c5fb8da2,shared binary core,Lam,14
Matched AI Lean root values,pair_c5fb8da2,shared binary core,Pi,4
Matched AI Lean root values,pair_c5fb8da2,shared binary core,Let,3
Matched human Lean root values,pair_c7a11f6b,all normalized constructors,App,82032
Matched human Lean root values,pair_c7a11f6b,all normalized constructors,Lam,48882
Matched human Lean root values,pair_c7a11f6b,all normalized constructors,Pi,9
Matched human Lean root values,pair_c7a11f6b,shared binary core,App,82032
Matched human Lean root values,pair_c7a11f6b,shared binary core,Lam,48882
Matched human Lean root values,pair_c7a11f6b,shared binary core,Pi,9
Matched AI Lean root values,pair_c7a11f6b,all normalized constructors,App,1354
Matched AI Lean root values,pair_c7a11f6b,all normalized constructors,Lam,552
Matched AI Lean root values,pair_c7a11f6b,all normalized constructors,Pi,6
Matched AI Lean root values,pair_c7a11f6b,shared binary core,App,1354
Matched AI Lean root values,pair_c7a11f6b,shared binary core,Lam,552
Matched AI Lean root values,pair_c7a11f6b,shared binary core,Pi,6
Matched human Lean root values,pair_c84a0169,all normalized constructors,App,121
Matched human Lean root values,pair_c84a0169,all normalized constructors,Pi,6
Matched human Lean root values,pair_c84a0169,all normalized constructors,Let,5
Matched human Lean root values,pair_c84a0169,all normalized constructors,Lam,5
Matched human Lean root values,pair_c84a0169,shared binary core,App,121
Matched human Lean root values,pair_c84a0169,shared binary core,Pi,6
Matched human Lean root values,pair_c84a0169,shared binary core,Let,5
Matched human Lean root values,pair_c84a0169,shared binary core,Lam,5
Matched AI Lean root values,pair_c84a0169,all normalized constructors,App,151
Matched AI Lean root values,pair_c84a0169,all normalized constructors,Pi,6
Matched AI Lean root values,pair_c84a0169,all normalized constructors,Let,5
Matched AI Lean root values,pair_c84a0169,all normalized constructors,Lam,4
Matched AI Lean root values,pair_c84a0169,shared binary core,App,151
Matched AI Lean root values,pair_c84a0169,shared binary core,Pi,6
Matched AI Lean root values,pair_c84a0169,shared binary core,Let,5
Matched AI Lean root values,pair_c84a0169,shared binary core,Lam,4
Matched human Lean root values,pair_c8cf6c63,all normalized constructors,App,2064
Matched human Lean root values,pair_c8cf6c63,all normalized constructors,Lam,45
Matched human Lean root values,pair_c8cf6c63,all normalized constructors,Pi,11
Matched human Lean root values,pair_c8cf6c63,all normalized constructors,Let,7
Matched human Lean root values,pair_c8cf6c63,shared binary core,App,2064
Matched human Lean root values,pair_c8cf6c63,shared binary core,Lam,45
Matched human Lean root values,pair_c8cf6c63,shared binary core,Pi,11
Matched human Lean root values,pair_c8cf6c63,shared binary core,Let,7
Matched AI Lean root values,pair_c8cf6c63,all normalized constructors,App,200
Matched AI Lean root values,pair_c8cf6c63,all normalized constructors,Lam,7
Matched AI Lean root values,pair_c8cf6c63,all normalized constructors,Pi,4
Matched AI Lean root values,pair_c8cf6c63,shared binary core,App,200
Matched AI Lean root values,pair_c8cf6c63,shared binary core,Lam,7
Matched AI Lean root values,pair_c8cf6c63,shared binary core,Pi,4
Matched human Lean root values,pair_c9acf82e,all normalized constructors,App,9193
Matched human Lean root values,pair_c9acf82e,all normalized constructors,Lam,43
Matched human Lean root values,pair_c9acf82e,all normalized constructors,Pi,4
Matched human Lean root values,pair_c9acf82e,all normalized constructors,Let,3
Matched human Lean root values,pair_c9acf82e,shared binary core,App,9193
Matched human Lean root values,pair_c9acf82e,shared binary core,Lam,43
Matched human Lean root values,pair_c9acf82e,shared binary core,Pi,4
Matched human Lean root values,pair_c9acf82e,shared binary core,Let,3
Matched AI Lean root values,pair_c9acf82e,all normalized constructors,App,11766
Matched AI Lean root values,pair_c9acf82e,all normalized constructors,Lam,56
Matched AI Lean root values,pair_c9acf82e,all normalized constructors,Pi,4
Matched AI Lean root values,pair_c9acf82e,all normalized constructors,Let,19
Matched AI Lean root values,pair_c9acf82e,shared binary core,App,11766
Matched AI Lean root values,pair_c9acf82e,shared binary core,Lam,56
Matched AI Lean root values,pair_c9acf82e,shared binary core,Pi,4
Matched AI Lean root values,pair_c9acf82e,shared binary core,Let,19
Matched human Lean root values,pair_cb3b726a,all normalized constructors,App,1319
Matched human Lean root values,pair_cb3b726a,all normalized constructors,Lam,7
Matched human Lean root values,pair_cb3b726a,all normalized constructors,Pi,7
Matched human Lean root values,pair_cb3b726a,all normalized constructors,Let,1
Matched human Lean root values,pair_cb3b726a,shared binary core,App,1319
Matched human Lean root values,pair_cb3b726a,shared binary core,Lam,7
Matched human Lean root values,pair_cb3b726a,shared binary core,Pi,7
Matched human Lean root values,pair_cb3b726a,shared binary core,Let,1
Matched AI Lean root values,pair_cb3b726a,all normalized constructors,App,1325
Matched AI Lean root values,pair_cb3b726a,all normalized constructors,Lam,7
Matched AI Lean root values,pair_cb3b726a,all normalized constructors,Pi,7
Matched AI Lean root values,pair_cb3b726a,all normalized constructors,Let,1
Matched AI Lean root values,pair_cb3b726a,shared binary core,App,1325
Matched AI Lean root values,pair_cb3b726a,shared binary core,Lam,7
Matched AI Lean root values,pair_cb3b726a,shared binary core,Pi,7
Matched AI Lean root values,pair_cb3b726a,shared binary core,Let,1
Matched human Lean root values,pair_cc4ae138,all normalized constructors,App,32142
Matched human Lean root values,pair_cc4ae138,all normalized constructors,Lam,4513
Matched human Lean root values,pair_cc4ae138,all normalized constructors,Pi,7
Matched human Lean root values,pair_cc4ae138,all normalized constructors,Let,16
Matched human Lean root values,pair_cc4ae138,all normalized constructors,Proj,4
Matched human Lean root values,pair_cc4ae138,shared binary core,App,32142
Matched human Lean root values,pair_cc4ae138,shared binary core,Lam,4513
Matched human Lean root values,pair_cc4ae138,shared binary core,Pi,7
Matched human Lean root values,pair_cc4ae138,shared binary core,Let,16
Matched AI Lean root values,pair_cc4ae138,all normalized constructors,App,9814
Matched AI Lean root values,pair_cc4ae138,all normalized constructors,Pi,56
Matched AI Lean root values,pair_cc4ae138,all normalized constructors,Lam,4921
Matched AI Lean root values,pair_cc4ae138,all normalized constructors,Let,8
Matched AI Lean root values,pair_cc4ae138,shared binary core,App,9814
Matched AI Lean root values,pair_cc4ae138,shared binary core,Pi,56
Matched AI Lean root values,pair_cc4ae138,shared binary core,Lam,4921
Matched AI Lean root values,pair_cc4ae138,shared binary core,Let,8
Matched human Lean root values,pair_cc98e98a,all normalized constructors,App,2034
Matched human Lean root values,pair_cc98e98a,all normalized constructors,Lam,37
Matched human Lean root values,pair_cc98e98a,all normalized constructors,Pi,4
Matched human Lean root values,pair_cc98e98a,all normalized constructors,Let,16
Matched human Lean root values,pair_cc98e98a,shared binary core,App,2034
Matched human Lean root values,pair_cc98e98a,shared binary core,Lam,37
Matched human Lean root values,pair_cc98e98a,shared binary core,Pi,4
Matched human Lean root values,pair_cc98e98a,shared binary core,Let,16
Matched AI Lean root values,pair_cc98e98a,all normalized constructors,App,6045
Matched AI Lean root values,pair_cc98e98a,all normalized constructors,Lam,54
Matched AI Lean root values,pair_cc98e98a,all normalized constructors,Pi,4
Matched AI Lean root values,pair_cc98e98a,all normalized constructors,Let,8
Matched AI Lean root values,pair_cc98e98a,shared binary core,App,6045
Matched AI Lean root values,pair_cc98e98a,shared binary core,Lam,54
Matched AI Lean root values,pair_cc98e98a,shared binary core,Pi,4
Matched AI Lean root values,pair_cc98e98a,shared binary core,Let,8
Matched human Lean root values,pair_ce95c511,all normalized constructors,App,5156
Matched human Lean root values,pair_ce95c511,all normalized constructors,Lam,18
Matched human Lean root values,pair_ce95c511,all normalized constructors,Pi,4
Matched human Lean root values,pair_ce95c511,shared binary core,App,5156
Matched human Lean root values,pair_ce95c511,shared binary core,Lam,18
Matched human Lean root values,pair_ce95c511,shared binary core,Pi,4
Matched AI Lean root values,pair_ce95c511,all normalized constructors,App,4216
Matched AI Lean root values,pair_ce95c511,all normalized constructors,Lam,19
Matched AI Lean root values,pair_ce95c511,all normalized constructors,Pi,7
Matched AI Lean root values,pair_ce95c511,all normalized constructors,Let,3
Matched AI Lean root values,pair_ce95c511,shared binary core,App,4216
Matched AI Lean root values,pair_ce95c511,shared binary core,Lam,19
Matched AI Lean root values,pair_ce95c511,shared binary core,Pi,7
Matched AI Lean root values,pair_ce95c511,shared binary core,Let,3
Matched human Lean root values,pair_cffa85ea,all normalized constructors,App,5358
Matched human Lean root values,pair_cffa85ea,all normalized constructors,Lam,41
Matched human Lean root values,pair_cffa85ea,all normalized constructors,Pi,5
Matched human Lean root values,pair_cffa85ea,all normalized constructors,Let,2
Matched human Lean root values,pair_cffa85ea,shared binary core,App,5358
Matched human Lean root values,pair_cffa85ea,shared binary core,Lam,41
Matched human Lean root values,pair_cffa85ea,shared binary core,Pi,5
Matched human Lean root values,pair_cffa85ea,shared binary core,Let,2
Matched AI Lean root values,pair_cffa85ea,all normalized constructors,App,7779
Matched AI Lean root values,pair_cffa85ea,all normalized constructors,Lam,51
Matched AI Lean root values,pair_cffa85ea,all normalized constructors,Pi,6
Matched AI Lean root values,pair_cffa85ea,all normalized constructors,Let,9
Matched AI Lean root values,pair_cffa85ea,shared binary core,App,7779
Matched AI Lean root values,pair_cffa85ea,shared binary core,Lam,51
Matched AI Lean root values,pair_cffa85ea,shared binary core,Pi,6
Matched AI Lean root values,pair_cffa85ea,shared binary core,Let,9
Matched human Lean root values,pair_d020f221,all normalized constructors,App,7729
Matched human Lean root values,pair_d020f221,all normalized constructors,Lam,104
Matched human Lean root values,pair_d020f221,all normalized constructors,Pi,4
Matched human Lean root values,pair_d020f221,shared binary core,App,7729
Matched human Lean root values,pair_d020f221,shared binary core,Lam,104
Matched human Lean root values,pair_d020f221,shared binary core,Pi,4
Matched AI Lean root values,pair_d020f221,all normalized constructors,App,8529
Matched AI Lean root values,pair_d020f221,all normalized constructors,Lam,104
Matched AI Lean root values,pair_d020f221,all normalized constructors,Pi,5
Matched AI Lean root values,pair_d020f221,shared binary core,App,8529
Matched AI Lean root values,pair_d020f221,shared binary core,Lam,104
Matched AI Lean root values,pair_d020f221,shared binary core,Pi,5
Matched human Lean root values,pair_d0c1af2e,all normalized constructors,App,1715
Matched human Lean root values,pair_d0c1af2e,all normalized constructors,Lam,151
Matched human Lean root values,pair_d0c1af2e,all normalized constructors,Pi,3
Matched human Lean root values,pair_d0c1af2e,shared binary core,App,1715
Matched human Lean root values,pair_d0c1af2e,shared binary core,Lam,151
Matched human Lean root values,pair_d0c1af2e,shared binary core,Pi,3
Matched AI Lean root values,pair_d0c1af2e,all normalized constructors,App,3213
Matched AI Lean root values,pair_d0c1af2e,all normalized constructors,Lam,123
Matched AI Lean root values,pair_d0c1af2e,all normalized constructors,Pi,9
Matched AI Lean root values,pair_d0c1af2e,all normalized constructors,Let,5
Matched AI Lean root values,pair_d0c1af2e,shared binary core,App,3213
Matched AI Lean root values,pair_d0c1af2e,shared binary core,Lam,123
Matched AI Lean root values,pair_d0c1af2e,shared binary core,Pi,9
Matched AI Lean root values,pair_d0c1af2e,shared binary core,Let,5
Matched human Lean root values,pair_d2343074,all normalized constructors,App,16043
Matched human Lean root values,pair_d2343074,all normalized constructors,Lam,21
Matched human Lean root values,pair_d2343074,all normalized constructors,Pi,4
Matched human Lean root values,pair_d2343074,shared binary core,App,16043
Matched human Lean root values,pair_d2343074,shared binary core,Lam,21
Matched human Lean root values,pair_d2343074,shared binary core,Pi,4
Matched AI Lean root values,pair_d2343074,all normalized constructors,App,6835
Matched AI Lean root values,pair_d2343074,all normalized constructors,Lam,21
Matched AI Lean root values,pair_d2343074,all normalized constructors,Pi,4
Matched AI Lean root values,pair_d2343074,shared binary core,App,6835
Matched AI Lean root values,pair_d2343074,shared binary core,Lam,21
Matched AI Lean root values,pair_d2343074,shared binary core,Pi,4
Matched human Lean root values,pair_d339e847,all normalized constructors,App,1087
Matched human Lean root values,pair_d339e847,all normalized constructors,Lam,21
Matched human Lean root values,pair_d339e847,all normalized constructors,Pi,4
Matched human Lean root values,pair_d339e847,all normalized constructors,Let,3
Matched human Lean root values,pair_d339e847,shared binary core,App,1087
Matched human Lean root values,pair_d339e847,shared binary core,Lam,21
Matched human Lean root values,pair_d339e847,shared binary core,Pi,4
Matched human Lean root values,pair_d339e847,shared binary core,Let,3
Matched AI Lean root values,pair_d339e847,all normalized constructors,App,3672
Matched AI Lean root values,pair_d339e847,all normalized constructors,Lam,42
Matched AI Lean root values,pair_d339e847,all normalized constructors,Pi,17
Matched AI Lean root values,pair_d339e847,all normalized constructors,Let,9
Matched AI Lean root values,pair_d339e847,shared binary core,App,3672
Matched AI Lean root values,pair_d339e847,shared binary core,Lam,42
Matched AI Lean root values,pair_d339e847,shared binary core,Pi,17
Matched AI Lean root values,pair_d339e847,shared binary core,Let,9
Matched human Lean root values,pair_d43fae54,all normalized constructors,App,2255
Matched human Lean root values,pair_d43fae54,all normalized constructors,Lam,17
Matched human Lean root values,pair_d43fae54,all normalized constructors,Pi,4
Matched human Lean root values,pair_d43fae54,all normalized constructors,Let,2
Matched human Lean root values,pair_d43fae54,shared binary core,App,2255
Matched human Lean root values,pair_d43fae54,shared binary core,Lam,17
Matched human Lean root values,pair_d43fae54,shared binary core,Pi,4
Matched human Lean root values,pair_d43fae54,shared binary core,Let,2
Matched AI Lean root values,pair_d43fae54,all normalized constructors,App,2658
Matched AI Lean root values,pair_d43fae54,all normalized constructors,Lam,20
Matched AI Lean root values,pair_d43fae54,all normalized constructors,Pi,4
Matched AI Lean root values,pair_d43fae54,all normalized constructors,Let,3
Matched AI Lean root values,pair_d43fae54,shared binary core,App,2658
Matched AI Lean root values,pair_d43fae54,shared binary core,Lam,20
Matched AI Lean root values,pair_d43fae54,shared binary core,Pi,4
Matched AI Lean root values,pair_d43fae54,shared binary core,Let,3
Matched human Lean root values,pair_d71a4f84,all normalized constructors,App,2464
Matched human Lean root values,pair_d71a4f84,all normalized constructors,Lam,22
Matched human Lean root values,pair_d71a4f84,all normalized constructors,Pi,8
Matched human Lean root values,pair_d71a4f84,all normalized constructors,Let,3
Matched human Lean root values,pair_d71a4f84,shared binary core,App,2464
Matched human Lean root values,pair_d71a4f84,shared binary core,Lam,22
Matched human Lean root values,pair_d71a4f84,shared binary core,Pi,8
Matched human Lean root values,pair_d71a4f84,shared binary core,Let,3
Matched AI Lean root values,pair_d71a4f84,all normalized constructors,App,3219
Matched AI Lean root values,pair_d71a4f84,all normalized constructors,Lam,28
Matched AI Lean root values,pair_d71a4f84,all normalized constructors,Pi,9
Matched AI Lean root values,pair_d71a4f84,all normalized constructors,Let,9
Matched AI Lean root values,pair_d71a4f84,shared binary core,App,3219
Matched AI Lean root values,pair_d71a4f84,shared binary core,Lam,28
Matched AI Lean root values,pair_d71a4f84,shared binary core,Pi,9
Matched AI Lean root values,pair_d71a4f84,shared binary core,Let,9
Matched human Lean root values,pair_d72cfd93,all normalized constructors,App,7786
Matched human Lean root values,pair_d72cfd93,all normalized constructors,Lam,185
Matched human Lean root values,pair_d72cfd93,all normalized constructors,Pi,10
Matched human Lean root values,pair_d72cfd93,all normalized constructors,Let,1
Matched human Lean root values,pair_d72cfd93,shared binary core,App,7786
Matched human Lean root values,pair_d72cfd93,shared binary core,Lam,185
Matched human Lean root values,pair_d72cfd93,shared binary core,Pi,10
Matched human Lean root values,pair_d72cfd93,shared binary core,Let,1
Matched AI Lean root values,pair_d72cfd93,all normalized constructors,App,8237
Matched AI Lean root values,pair_d72cfd93,all normalized constructors,Lam,205
Matched AI Lean root values,pair_d72cfd93,all normalized constructors,Pi,10
Matched AI Lean root values,pair_d72cfd93,all normalized constructors,Let,23
Matched AI Lean root values,pair_d72cfd93,shared binary core,App,8237
Matched AI Lean root values,pair_d72cfd93,shared binary core,Lam,205
Matched AI Lean root values,pair_d72cfd93,shared binary core,Pi,10
Matched AI Lean root values,pair_d72cfd93,shared binary core,Let,23
Matched human Lean root values,pair_d746cf8d,all normalized constructors,App,22138
Matched human Lean root values,pair_d746cf8d,all normalized constructors,Lam,140
Matched human Lean root values,pair_d746cf8d,all normalized constructors,Pi,26
Matched human Lean root values,pair_d746cf8d,all normalized constructors,Let,43
Matched human Lean root values,pair_d746cf8d,shared binary core,App,22138
Matched human Lean root values,pair_d746cf8d,shared binary core,Lam,140
Matched human Lean root values,pair_d746cf8d,shared binary core,Pi,26
Matched human Lean root values,pair_d746cf8d,shared binary core,Let,43
Matched AI Lean root values,pair_d746cf8d,all normalized constructors,App,7732
Matched AI Lean root values,pair_d746cf8d,all normalized constructors,Lam,52
Matched AI Lean root values,pair_d746cf8d,all normalized constructors,Pi,5
Matched AI Lean root values,pair_d746cf8d,all normalized constructors,Let,14
Matched AI Lean root values,pair_d746cf8d,shared binary core,App,7732
Matched AI Lean root values,pair_d746cf8d,shared binary core,Lam,52
Matched AI Lean root values,pair_d746cf8d,shared binary core,Pi,5
Matched AI Lean root values,pair_d746cf8d,shared binary core,Let,14
Matched human Lean root values,pair_d869cc1a,all normalized constructors,App,1034
Matched human Lean root values,pair_d869cc1a,all normalized constructors,Lam,20
Matched human Lean root values,pair_d869cc1a,all normalized constructors,Pi,4
Matched human Lean root values,pair_d869cc1a,shared binary core,App,1034
Matched human Lean root values,pair_d869cc1a,shared binary core,Lam,20
Matched human Lean root values,pair_d869cc1a,shared binary core,Pi,4
Matched AI Lean root values,pair_d869cc1a,all normalized constructors,App,1369
Matched AI Lean root values,pair_d869cc1a,all normalized constructors,Lam,20
Matched AI Lean root values,pair_d869cc1a,all normalized constructors,Pi,5
Matched AI Lean root values,pair_d869cc1a,shared binary core,App,1369
Matched AI Lean root values,pair_d869cc1a,shared binary core,Lam,20
Matched AI Lean root values,pair_d869cc1a,shared binary core,Pi,5
Matched human Lean root values,pair_d92632b4,all normalized constructors,App,3036
Matched human Lean root values,pair_d92632b4,all normalized constructors,Lam,19
Matched human Lean root values,pair_d92632b4,all normalized constructors,Pi,3
Matched human Lean root values,pair_d92632b4,shared binary core,App,3036
Matched human Lean root values,pair_d92632b4,shared binary core,Lam,19
Matched human Lean root values,pair_d92632b4,shared binary core,Pi,3
Matched AI Lean root values,pair_d92632b4,all normalized constructors,App,3790
Matched AI Lean root values,pair_d92632b4,all normalized constructors,Lam,19
Matched AI Lean root values,pair_d92632b4,all normalized constructors,Pi,5
Matched AI Lean root values,pair_d92632b4,shared binary core,App,3790
Matched AI Lean root values,pair_d92632b4,shared binary core,Lam,19
Matched AI Lean root values,pair_d92632b4,shared binary core,Pi,5
Matched human Lean root values,pair_d96197fd,all normalized constructors,App,7738
Matched human Lean root values,pair_d96197fd,all normalized constructors,Lam,18
Matched human Lean root values,pair_d96197fd,all normalized constructors,Pi,4
Matched human Lean root values,pair_d96197fd,shared binary core,App,7738
Matched human Lean root values,pair_d96197fd,shared binary core,Lam,18
Matched human Lean root values,pair_d96197fd,shared binary core,Pi,4
Matched AI Lean root values,pair_d96197fd,all normalized constructors,App,9812
Matched AI Lean root values,pair_d96197fd,all normalized constructors,Lam,18
Matched AI Lean root values,pair_d96197fd,all normalized constructors,Pi,4
Matched AI Lean root values,pair_d96197fd,shared binary core,App,9812
Matched AI Lean root values,pair_d96197fd,shared binary core,Lam,18
Matched AI Lean root values,pair_d96197fd,shared binary core,Pi,4
Matched human Lean root values,pair_d9e524cd,all normalized constructors,Pi,3
Matched human Lean root values,pair_d9e524cd,all normalized constructors,App,137
Matched human Lean root values,pair_d9e524cd,all normalized constructors,Lam,6
Matched human Lean root values,pair_d9e524cd,shared binary core,Pi,3
Matched human Lean root values,pair_d9e524cd,shared binary core,App,137
Matched human Lean root values,pair_d9e524cd,shared binary core,Lam,6
Matched AI Lean root values,pair_d9e524cd,all normalized constructors,Pi,3
Matched AI Lean root values,pair_d9e524cd,all normalized constructors,App,137
Matched AI Lean root values,pair_d9e524cd,all normalized constructors,Lam,6
Matched AI Lean root values,pair_d9e524cd,shared binary core,Pi,3
Matched AI Lean root values,pair_d9e524cd,shared binary core,App,137
Matched AI Lean root values,pair_d9e524cd,shared binary core,Lam,6
Matched human Lean root values,pair_db1d04db,all normalized constructors,App,2090
Matched human Lean root values,pair_db1d04db,all normalized constructors,Pi,4
Matched human Lean root values,pair_db1d04db,all normalized constructors,Lam,12
Matched human Lean root values,pair_db1d04db,all normalized constructors,Let,4
Matched human Lean root values,pair_db1d04db,shared binary core,App,2090
Matched human Lean root values,pair_db1d04db,shared binary core,Pi,4
Matched human Lean root values,pair_db1d04db,shared binary core,Lam,12
Matched human Lean root values,pair_db1d04db,shared binary core,Let,4
Matched AI Lean root values,pair_db1d04db,all normalized constructors,App,2703
Matched AI Lean root values,pair_db1d04db,all normalized constructors,Pi,9
Matched AI Lean root values,pair_db1d04db,all normalized constructors,Lam,30
Matched AI Lean root values,pair_db1d04db,all normalized constructors,Let,10
Matched AI Lean root values,pair_db1d04db,shared binary core,App,2703
Matched AI Lean root values,pair_db1d04db,shared binary core,Pi,9
Matched AI Lean root values,pair_db1d04db,shared binary core,Lam,30
Matched AI Lean root values,pair_db1d04db,shared binary core,Let,10
Matched human Lean root values,pair_db881e0a,all normalized constructors,App,54
Matched human Lean root values,pair_db881e0a,all normalized constructors,Lam,3
Matched human Lean root values,pair_db881e0a,shared binary core,App,54
Matched human Lean root values,pair_db881e0a,shared binary core,Lam,3
Matched AI Lean root values,pair_db881e0a,all normalized constructors,App,133
Matched AI Lean root values,pair_db881e0a,all normalized constructors,Lam,4
Matched AI Lean root values,pair_db881e0a,all normalized constructors,Pi,2
Matched AI Lean root values,pair_db881e0a,shared binary core,App,133
Matched AI Lean root values,pair_db881e0a,shared binary core,Lam,4
Matched AI Lean root values,pair_db881e0a,shared binary core,Pi,2
Matched human Lean root values,pair_dd457978,all normalized constructors,Pi,7
Matched human Lean root values,pair_dd457978,all normalized constructors,App,2419
Matched human Lean root values,pair_dd457978,all normalized constructors,Lam,22
Matched human Lean root values,pair_dd457978,all normalized constructors,Let,1
Matched human Lean root values,pair_dd457978,shared binary core,Pi,7
Matched human Lean root values,pair_dd457978,shared binary core,App,2419
Matched human Lean root values,pair_dd457978,shared binary core,Lam,22
Matched human Lean root values,pair_dd457978,shared binary core,Let,1
Matched AI Lean root values,pair_dd457978,all normalized constructors,Pi,6
Matched AI Lean root values,pair_dd457978,all normalized constructors,App,1831
Matched AI Lean root values,pair_dd457978,all normalized constructors,Lam,22
Matched AI Lean root values,pair_dd457978,shared binary core,Pi,6
Matched AI Lean root values,pair_dd457978,shared binary core,App,1831
Matched AI Lean root values,pair_dd457978,shared binary core,Lam,22
Matched human Lean root values,pair_de1e8e19,all normalized constructors,App,5822
Matched human Lean root values,pair_de1e8e19,all normalized constructors,Lam,35
Matched human Lean root values,pair_de1e8e19,all normalized constructors,Pi,7
Matched human Lean root values,pair_de1e8e19,all normalized constructors,Let,3
Matched human Lean root values,pair_de1e8e19,shared binary core,App,5822
Matched human Lean root values,pair_de1e8e19,shared binary core,Lam,35
Matched human Lean root values,pair_de1e8e19,shared binary core,Pi,7
Matched human Lean root values,pair_de1e8e19,shared binary core,Let,3
Matched AI Lean root values,pair_de1e8e19,all normalized constructors,App,6552
Matched AI Lean root values,pair_de1e8e19,all normalized constructors,Lam,42
Matched AI Lean root values,pair_de1e8e19,all normalized constructors,Pi,5
Matched AI Lean root values,pair_de1e8e19,all normalized constructors,Let,11
