alpha_powerlaw,alpha_xmin10,corpus,fit_status,lr_power_vs_exponential,lr_power_vs_lognormal,lr_power_vs_stretched_exponential,maximum_out_degree,n_tail,name,nodes,p_power_vs_exponential,p_power_vs_lognormal,p_power_vs_stretched_exponential,positive_nodes,schema,xmin
2.3114521437732476,2.3114521437732476,Matched human Lean root values,,1.0280640591504124,-0.4043437991601798,-0.418531486337724,148,29,pair_76494dbd,1592,0.3039196956039294,0.6859599216615646,0.6755585706632224,1591,all normalized constructors,10
2.3114521437732476,2.3114521437732476,Matched AI Lean root values,,1.0280640591504124,-0.4043437991601798,-0.418531486337724,148,29,pair_76494dbd,1592,0.3039196956039294,0.6859599216615646,0.6755585706632224,1591,shared binary core,10
2.3114521437732476,2.3114521437732476,Matched AI Lean root values,,1.0280640591504124,-0.4043437991601798,-0.418531486337724,148,29,pair_76494dbd,1592,0.3039196956039294,0.6859599216615646,0.6755585706632224,1591,all normalized constructors,10
2.1821278148117518,2.182127814811752,Matched human Lean root values,,0.5199170686396161,-0.9180374289153544,-0.9526445634413501,160,47,pair_77658e38,2663,0.6031213782565513,0.35859927088745813,0.3407701901582453,2662,shared binary core,10
2.1821278148117518,2.182127814811752,Matched human Lean root values,,0.5199170686396161,-0.9180374289153544,-0.9526445634413501,160,47,pair_77658e38,2663,0.6031213782565513,0.35859927088745813,0.3407701901582453,2662,all normalized constructors,10
2.241834916512054,2.2418349165120537,Matched AI Lean root values,,0.8612484224597867,-1.0819847889219774,-1.145853204694522,155,57,pair_77658e38,3097,0.38910123595770274,0.27925928697266056,0.2518558963989177,3096,shared binary core,10
2.241834916512054,2.2418349165120537,Matched AI Lean root values,,0.8612484224597867,-1.0819847889219774,-1.145853204694522,155,57,pair_77658e38,3097,0.38910123595770274,0.27925928697266056,0.2518558963989177,3096,all normalized constructors,10
2.3553125104228134,2.355312510422813,Matched human Lean root values,,1.2427112815967707,-1.1474528807090272,-1.1923470710912183,181,110,pair_78234522,4626,0.21397424515296437,0.251194496612553,0.23312518480066668,4625,shared binary core,10
2.3553125104228134,2.355312510422813,Matched human Lean root values,,1.2427112815967707,-1.1474528807090272,-1.1923470710912183,181,110,pair_78234522,4626,0.21397424515296437,0.251194496612553,0.23312518480066668,4625,all normalized constructors,10
2.3903582401856935,2.3903582401856935,Matched AI Lean root values,,2.4206317853861754,-0.7961764274895945,-0.7201641860519903,334,200,pair_78234522,8987,0.015493562202846207,0.425929496693525,0.47142391176771814,8986,shared binary core,10
2.3903582401856935,2.3903582401856935,Matched AI Lean root values,,2.4206317853861754,-0.7961764274895945,-0.7201641860519903,334,200,pair_78234522,8987,0.015493562202846207,0.425929496693525,0.47142391176771814,8986,all normalized constructors,10
2.3947125272361856,2.394712527236185,Matched human Lean root values,,1.3417605951337974,-0.7415235030283841,-0.7766637988929171,179,76,pair_788625c0,3497,0.17967363260233649,0.4583760866029851,0.4373571503059652,3496,shared binary core,10
2.3947125272361856,2.394712527236185,Matched human Lean root values,,1.3417605951337974,-0.7415235030283841,-0.7766637988929171,179,76,pair_788625c0,3497,0.17967363260233649,0.4583760866029851,0.4373571503059652,3496,all normalized constructors,10
2.5019979172838642,2.501997917283864,Matched AI Lean root values,,0.9084420916067136,-0.9071563880695256,-0.965839745105426,107,55,pair_788625c0,2458,0.36364469574659497,0.3643241026743712,0.33412437703905207,2457,shared binary core,10
2.5019979172838642,2.501997917283864,Matched AI Lean root values,,0.9084420916067136,-0.9071563880695256,-0.965839745105426,107,55,pair_788625c0,2458,0.36364469574659497,0.3643241026743712,0.33412437703905207,2457,all normalized constructors,10
2.232564972650329,2.232564972650329,Matched human Lean root values,,-0.34173776989605226,-0.8040643489367197,-0.8610322760707144,75,15,pair_7a30a024,800,0.7325482452294405,0.42135981269552847,0.3892202668670266,799,shared binary core,10
2.232564972650329,2.232564972650329,Matched human Lean root values,,-0.34173776989605226,-0.8040643489367197,-0.8610322760707144,75,15,pair_7a30a024,800,0.7325482452294405,0.42135981269552847,0.3892202668670266,799,all normalized constructors,10
2.3335535694672878,2.3335535694672878,Matched AI Lean root values,,0.2826612555878097,-0.7078035783898251,-0.754915303301753,94,20,pair_7a30a024,1013,0.7774365190373075,0.47906724388380706,0.4502998029699935,1012,shared binary core,10
2.3335535694672878,2.3335535694672878,Matched AI Lean root values,,0.2826612555878097,-0.7078035783898251,-0.754915303301753,94,20,pair_7a30a024,1013,0.7774365190373075,0.47906724388380706,0.4502998029699935,1012,all normalized constructors,10
2.458785735399801,2.4587857353998013,Matched human Lean root values,,1.6543303583976205,0.03666242800319501,0.37336926448087293,173,21,pair_7a9abe33,1366,0.09806040790743252,0.9707541665994465,0.7088736316390727,1365,shared binary core,10
2.458785735399801,2.4587857353998013,Matched human Lean root values,,1.6543303583976205,0.03666242800319501,0.37336926448087293,173,21,pair_7a9abe33,1366,0.09806040790743252,0.9707541665994465,0.7088736316390727,1365,all normalized constructors,10
2.4516367694058787,2.4516367694058787,Matched AI Lean root values,,1.5361107908060023,-0.0713134193651181,0.27282310501082263,203,32,pair_7a9abe33,2013,0.12451121018502978,0.9431483153132219,0.7849891978512478,2012,shared binary core,10
2.4516367694058787,2.4516367694058787,Matched AI Lean root values,,1.5361107908060023,-0.0713134193651181,0.27282310501082263,203,32,pair_7a9abe33,2013,0.12451121018502978,0.9431483153132219,0.7849891978512478,2012,all normalized constructors,10
2.423479723520977,2.423479723520977,Matched human Lean root values,,1.0805294496477074,-0.8545038620092341,-0.8924708003663823,161,66,pair_7b0b98d6,3119,0.2799064799493811,0.39282587047182127,0.3721406369516598,3118,shared binary core,10
2.423479723520977,2.423479723520977,Matched human Lean root values,,1.0805294496477074,-0.8545038620092341,-0.8924708003663823,161,66,pair_7b0b98d6,3119,0.2799064799493811,0.39282587047182127,0.3721406369516598,3118,all normalized constructors,10
2.416645861623828,2.416645861623828,Matched AI Lean root values,,1.3528840411351652,-1.0056837739767486,-1.0373554294711693,254,124,pair_7b0b98d6,5174,0.1760926785177046,0.3145677109401691,0.29957024201535265,5173,shared binary core,10
2.416645861623828,2.416645861623828,Matched AI Lean root values,,1.3528840411351652,-1.0056837739767486,-1.0373554294711693,254,124,pair_7b0b98d6,5174,0.1760926785177046,0.3145677109401691,0.29957024201535265,5173,all normalized constructors,10
2.405851641999042,2.4058516419990417,Matched human Lean root values,,1.196139291036621,-0.477500862131111,-0.46259809316023665,262,60,pair_7b176d5c,3389,0.2316422069905969,0.6330055070805879,0.64365247570108,3388,shared binary core,10
2.405851641999042,2.4058516419990417,Matched human Lean root values,,1.196139291036621,-0.477500862131111,-0.46259809316023665,262,60,pair_7b176d5c,3389,0.2316422069905969,0.6330055070805879,0.64365247570108,3388,all normalized constructors,10
2.429649589360516,2.429649589360516,Matched AI Lean root values,,1.988369399207154,-0.8020042974857545,-0.8234468089872393,352,170,pair_7b176d5c,7003,0.04677085056945464,0.42255047234534393,0.41025395350080107,7002,shared binary core,10
2.429649589360516,2.429649589360516,Matched AI Lean root values,,1.988369399207154,-0.8020042974857545,-0.8234468089872393,352,170,pair_7b176d5c,7003,0.04677085056945464,0.42255047234534393,0.41025395350080107,7002,all normalized constructors,10
2.3503024217516875,2.3503024217516875,Matched human Lean root values,,0.5866517754246228,-0.8475918094366044,-0.8815271748760305,167,36,pair_7cb6be3d,1942,0.5574376020990919,0.3966653373632676,0.37803255223955035,1941,shared binary core,10
2.3503024217516875,2.3503024217516875,Matched human Lean root values,,0.5866517754246228,-0.8475918094366044,-0.8815271748760305,167,36,pair_7cb6be3d,1942,0.5574376020990919,0.3966653373632676,0.37803255223955035,1941,all normalized constructors,10
2.646811532018021,2.646811532018021,Matched AI Lean root values,,2.3537412046856088,-0.19208391247755538,0.15128457497606895,254,127,pair_7cb6be3d,4643,0.018585545515079484,0.8476764762486068,0.8797512366193072,4642,shared binary core,10
2.646811532018021,2.646811532018021,Matched AI Lean root values,,2.3537412046856088,-0.19208391247755538,0.15128457497606895,254,127,pair_7cb6be3d,4643,0.018585545515079484,0.8476764762486068,0.8797512366193072,4642,all normalized constructors,10
2.5252698475627513,2.5252698475627513,Matched human Lean root values,,1.388609746167303,-0.0671079510365339,0.21067282479174892,148,25,pair_7f6de6ca,1779,0.16495145209509343,0.9464957641549578,0.8331425813515361,1778,shared binary core,10
2.5252698475627513,2.5252698475627513,Matched human Lean root values,,1.388609746167303,-0.0671079510365339,0.21067282479174892,148,25,pair_7f6de6ca,1779,0.16495145209509343,0.9464957641549578,0.8331425813515361,1778,all normalized constructors,10
,,Matched AI Lean root values,insufficient tail variation,,,,107,8,pair_7f6de6ca,796,,,,795,shared binary core,10
,,Matched AI Lean root values,insufficient tail variation,,,,107,8,pair_7f6de6ca,796,,,,795,all normalized constructors,10
2.311446348277488,2.311446348277488,Matched human Lean root values,,1.108430904803274,-0.9040409542879334,-0.9412824567339587,218,66,pair_7fda4fb2,3608,0.26767576410579574,0.36597368562085486,0.34656013052901546,3607,shared binary core,10
2.311446348277488,2.311446348277488,Matched human Lean root values,,1.108430904803274,-0.9040409542879334,-0.9412824567339587,218,66,pair_7fda4fb2,3608,0.26767576410579574,0.36597368562085486,0.34656013052901546,3607,all normalized constructors,10
2.5099628734602364,2.5099628734602364,Matched AI Lean root values,,1.751348123696531,-1.0060416678674735,0.505210202296197,113,10,pair_7fda4fb2,794,0.07988596299270018,0.3143955266618973,0.6134112053424494,793,shared binary core,10
2.5099628734602364,2.5099628734602364,Matched AI Lean root values,,1.751348123696531,-1.0060416678674735,0.505210202296197,113,10,pair_7fda4fb2,794,0.07988596299270018,0.3143955266618973,0.6134112053424494,793,all normalized constructors,10
2.3202341999609004,2.3202341999609004,Matched human Lean root values,,2.0486407708405503,-0.5884246257485735,-0.5377907858497608,296,102,pair_807fa532,5300,0.0404972548051038,0.5562473125490339,0.5907214939497136,5299,shared binary core,10
2.3202341999609004,2.3202341999609004,Matched human Lean root values,,2.0486407708405503,-0.5884246257485735,-0.5377907858497608,296,102,pair_807fa532,5300,0.0404972548051038,0.5562473125490339,0.5907214939497136,5299,all normalized constructors,10
2.2012607022847974,2.201260702284797,Matched AI Lean root values,,1.1091543253895155,-0.86616957992975,-0.9059811030978093,185,54,pair_807fa532,3026,0.26736361252758156,0.38639717275245655,0.3649458545616824,3025,shared binary core,10
2.2012607022847974,2.201260702284797,Matched AI Lean root values,,1.1091543253895155,-0.86616957992975,-0.9059811030978093,185,54,pair_807fa532,3026,0.26736361252758156,0.38639717275245655,0.3649458545616824,3025,all normalized constructors,10
2.3152897148250853,2.3152897148250853,Matched human Lean root values,,1.6009897508194988,-0.7601568895484176,-0.7992379682511827,187,65,pair_80de1ec1,3372,0.10937918922320523,0.44716081055278156,0.4241524400498754,3371,shared binary core,10
2.3152897148250853,2.3152897148250853,Matched human Lean root values,,1.6009897508194988,-0.7601568895484176,-0.7992379682511827,187,65,pair_80de1ec1,3372,0.10937918922320523,0.44716081055278156,0.4241524400498754,3371,all normalized constructors,10
2.2010987379160514,2.201098737916051,Matched AI Lean root values,,0.7445346152840531,-0.9890868900486063,-1.0224165285252143,177,43,pair_80de1ec1,2560,0.4565531077100451,0.3226206312709119,0.30658380089977877,2559,shared binary core,10
2.2010987379160514,2.201098737916051,Matched AI Lean root values,,0.7445346152840531,-0.9890868900486063,-1.0224165285252143,177,43,pair_80de1ec1,2560,0.4565531077100451,0.3226206312709119,0.30658380089977877,2559,all normalized constructors,10
2.2659559109288203,2.2659559109288203,Matched human Lean root values,,1.7059027915675258,-0.9852934136792673,-1.046641873987412,193,84,pair_80fc276c,4002,0.08802617993758814,0.3244799669844024,0.2952647814397318,4001,shared binary core,10
2.2659559109288203,2.2659559109288203,Matched human Lean root values,,1.7059027915675258,-0.9852934136792673,-1.046641873987412,193,84,pair_80fc276c,4002,0.08802617993758814,0.3244799669844024,0.2952647814397318,4001,all normalized constructors,10
2.2742006731984574,2.2742006731984574,Matched AI Lean root values,,1.9520818004698968,-0.9044271839808786,-0.9451369998736392,174,91,pair_80fc276c,4402,0.05092849360727235,0.36576892916098724,0.344588937866237,4401,shared binary core,10
2.2742006731984574,2.2742006731984574,Matched AI Lean root values,,1.9520818004698968,-0.9044271839808786,-0.9451369998736392,174,91,pair_80fc276c,4402,0.05092849360727235,0.36576892916098724,0.344588937866237,4401,all normalized constructors,10
2.2008677250252475,2.200867725025247,Matched human Lean root values,,0.16474877683269676,-0.9872582465031059,-1.0759043700307425,171,26,pair_81db3cca,1621,0.869141723140384,0.32351605394715566,0.28197002731754905,1620,shared binary core,10
2.2008677250252475,2.200867725025247,Matched human Lean root values,,0.16474877683269676,-0.9872582465031059,-1.0759043700307425,171,26,pair_81db3cca,1621,0.869141723140384,0.32351605394715566,0.28197002731754905,1620,all normalized constructors,10
2.4088080220846715,2.4088080220846715,Matched AI Lean root values,,1.7824142362078035,-0.692791302398001,-0.7202613393673525,176,86,pair_81db3cca,3719,0.07468170565203076,0.4884405312621348,0.47136410339059354,3718,shared binary core,10
2.4088080220846715,2.4088080220846715,Matched AI Lean root values,,1.7824142362078035,-0.692791302398001,-0.7202613393673525,176,86,pair_81db3cca,3719,0.07468170565203076,0.4884405312621348,0.47136410339059354,3718,all normalized constructors,10
2.1764030001438277,2.1764030001438277,Matched human Lean root values,,0.45021854530998184,-1.489571680296676,-1.4978857844360274,252,81,pair_81dfa8e6,4996,0.6525528653720829,0.13633689291257867,0.13416292767809646,4995,shared binary core,10
2.1764030001438277,2.1764030001438277,Matched human Lean root values,,0.45021854530998184,-1.489571680296676,-1.4978857844360274,252,81,pair_81dfa8e6,4996,0.6525528653720829,0.13633689291257867,0.13416292767809646,4995,all normalized constructors,10
2.470221146936324,2.470221146936324,Matched AI Lean root values,,3.4334341771018853,-0.10021571337128014,0.7313514318005657,269,162,pair_81dfa8e6,7858,0.0005959868922419299,0.9201730713498577,0.46456452299432505,7857,shared binary core,10
2.470221146936324,2.470221146936324,Matched AI Lean root values,,3.4334341771018853,-0.10021571337128014,0.7313514318005657,269,162,pair_81dfa8e6,7858,0.0005959868922419299,0.9201730713498577,0.46456452299432505,7857,all normalized constructors,10
2.3775552079429065,2.3775552079429065,Matched human Lean root values,,1.8016365731771093,-0.11493935026745962,0.135509843571649,119,23,pair_82f26bd9,1570,0.07160260316884291,0.9084931947641461,0.8922087819997064,1569,shared binary core,10
2.3775552079429065,2.3775552079429065,Matched human Lean root values,,1.8016365731771093,-0.11493935026745962,0.135509843571649,119,23,pair_82f26bd9,1570,0.07160260316884291,0.9084931947641461,0.8922087819997064,1569,all normalized constructors,10
2.4705566464242112,2.4705566464242112,Matched AI Lean root values,,1.4546496398488324,-0.1131618101984663,0.0661158169019005,97,14,pair_82f26bd9,966,0.14576628106281864,0.9099022721793332,0.9472856183375987,965,shared binary core,10
2.4705566464242112,2.4705566464242112,Matched AI Lean root values,,1.4546496398488324,-0.1131618101984663,0.0661158169019005,97,14,pair_82f26bd9,966,0.14576628106281864,0.9099022721793332,0.9472856183375987,965,all normalized constructors,10
,,Matched human Lean root values,insufficient tail variation,,,,7,0,pair_842aefbb,76,,,,75,shared binary core,10
,,Matched human Lean root values,insufficient tail variation,,,,7,0,pair_842aefbb,76,,,,75,all normalized constructors,10
,,Matched AI Lean root values,insufficient tail variation,,,,17,2,pair_842aefbb,185,,,,184,shared binary core,10
,,Matched AI Lean root values,insufficient tail variation,,,,17,2,pair_842aefbb,185,,,,184,all normalized constructors,10
2.2068810751383925,2.2068810751383925,Matched human Lean root values,,2.1014457114082092,-1.078111572725176,-1.1239984533703093,179,105,pair_84334dbe,5239,0.0356018588531762,0.2809839676788529,0.26101368207251363,5238,shared binary core,10
2.2068810751383925,2.2068810751383925,Matched human Lean root values,,2.1014457114082092,-1.078111572725176,-1.1239984533703093,179,105,pair_84334dbe,5239,0.0356018588531762,0.2809839676788529,0.26101368207251363,5238,all normalized constructors,10
2.1786004924603493,2.1786004924603493,Matched AI Lean root values,,1.909891444814675,-1.040812067730993,-1.0880337530855,172,98,pair_84334dbe,4993,0.05614719182718645,0.29796277817220196,0.2765802071033088,4992,shared binary core,10
2.1786004924603493,2.1786004924603493,Matched AI Lean root values,,1.909891444814675,-1.040812067730993,-1.0880337530855,172,98,pair_84334dbe,4993,0.05614719182718645,0.29796277817220196,0.2765802071033088,4992,all normalized constructors,10
2.0813588245094587,2.0813588245094587,Matched human Lean root values,,0.418967965671726,-1.1519510230713503,-1.3172166105196759,188,28,pair_87179bc6,1975,0.6752395442167438,0.24934119976515257,0.18776602764959704,1974,shared binary core,10
2.0813588245094587,2.0813588245094587,Matched human Lean root values,,0.418967965671726,-1.1519510230713503,-1.3172166105196759,188,28,pair_87179bc6,1975,0.6752395442167438,0.24934119976515257,0.18776602764959704,1974,all normalized constructors,10
2.044602020030487,2.044602020030487,Matched AI Lean root values,,0.08190017891716897,-1.3994887112998637,-1.6212653778528052,184,28,pair_87179bc6,2028,0.9347260921635182,0.1616664811941495,0.10496073685530546,2027,shared binary core,10
2.044602020030487,2.044602020030487,Matched AI Lean root values,,0.08190017891716897,-1.3994887112998637,-1.6212653778528052,184,28,pair_87179bc6,2028,0.9347260921635182,0.1616664811941495,0.10496073685530546,2027,all normalized constructors,10
2.1751798617122864,2.1751798617122864,Matched human Lean root values,,1.288575833026848,-0.8620957446207705,-0.9015935691451633,237,59,pair_877062a7,4206,0.19754558960437585,0.38863483288293776,0.3672728084151823,4205,shared binary core,10
2.1751798617122864,2.1751798617122864,Matched human Lean root values,,1.288575833026848,-0.8620957446207705,-0.9015935691451633,237,59,pair_877062a7,4206,0.19754558960437585,0.38863483288293776,0.3672728084151823,4205,all normalized constructors,10
2.511654001810056,2.5116540018100557,Matched AI Lean root values,,3.331634289190608,-1.007377871556212,1.0266831100038547,233,113,pair_877062a7,5769,0.0008633763326925975,0.31375322108158166,0.3045697049489339,5768,shared binary core,10
2.511654001810056,2.5116540018100557,Matched AI Lean root values,,3.331634289190608,-1.007377871556212,1.0266831100038547,233,113,pair_877062a7,5769,0.0008633763326925975,0.31375322108158166,0.3045697049489339,5768,all normalized constructors,10
2.4906215090994563,2.4906215090994563,Matched human Lean root values,,1.6990803891370805,-0.2579140124744708,-0.05368384721565727,346,90,pair_8793031c,4518,0.08930403788045338,0.7964732702445061,0.9571870522971391,4517,shared binary core,10
2.4906215090994563,2.4906215090994563,Matched human Lean root values,,1.6990803891370805,-0.2579140124744708,-0.05368384721565727,346,90,pair_8793031c,4518,0.08930403788045338,0.7964732702445061,0.9571870522971391,4517,all normalized constructors,10
2.502388839965088,2.5023888399650884,Matched AI Lean root values,,2.0477980010857433,-0.06205709128461282,0.5585005952487524,369,85,pair_8793031c,4390,0.04057979630617324,0.9505173672962677,0.5765025981632361,4389,shared binary core,10
2.502388839965088,2.5023888399650884,Matched AI Lean root values,,2.0477980010857433,-0.06205709128461282,0.5585005952487524,369,85,pair_8793031c,4390,0.04057979630617324,0.9505173672962677,0.5765025981632361,4389,all normalized constructors,10
,,Matched human Lean root values,insufficient tail variation,,,,44,4,pair_87ba057a,236,,,,235,shared binary core,10
,,Matched human Lean root values,insufficient tail variation,,,,44,4,pair_87ba057a,236,,,,235,all normalized constructors,10
,,Matched AI Lean root values,insufficient tail variation,,,,46,4,pair_87ba057a,222,,,,221,shared binary core,10
,,Matched AI Lean root values,insufficient tail variation,,,,46,4,pair_87ba057a,222,,,,221,all normalized constructors,10
,,Matched human Lean root values,insufficient tail variation,,,,53,8,pair_87d2dbfe,674,,,,673,shared binary core,10
,,Matched human Lean root values,insufficient tail variation,,,,53,8,pair_87d2dbfe,674,,,,673,all normalized constructors,10
,,Matched AI Lean root values,insufficient tail variation,,,,35,5,pair_87d2dbfe,491,,,,490,shared binary core,10
,,Matched AI Lean root values,insufficient tail variation,,,,35,5,pair_87d2dbfe,491,,,,490,all normalized constructors,10
2.3947304489038435,2.3947304489038435,Matched human Lean root values,,1.619280460263633,-0.13992729190699799,0.07519011812624798,183,30,pair_88838551,1858,0.10538693289330643,0.8887174375979439,0.9400634466911474,1857,shared binary core,10
2.3947304489038435,2.3947304489038435,Matched human Lean root values,,1.619280460263633,-0.13992729190699799,0.07519011812624798,183,30,pair_88838551,1858,0.10538693289330643,0.8887174375979439,0.9400634466911474,1857,all normalized constructors,10
2.7661979608871707,2.76619796088717,Matched AI Lean root values,,1.7619771529557076,-0.9876154862642145,0.854453472044604,133,30,pair_88838551,1477,0.07807315771794374,0.32334099898032553,0.3928537790413126,1476,shared binary core,10
2.7661979608871707,2.76619796088717,Matched AI Lean root values,,1.7619771529557076,-0.9876154862642145,0.854453472044604,133,30,pair_88838551,1477,0.07807315771794374,0.32334099898032553,0.3928537790413126,1476,all normalized constructors,10
2.2210625547420317,2.221062554742031,Matched human Lean root values,,0.5531047335696545,-0.6682993775698891,-0.7433346238588541,182,20,pair_8956508b,1494,0.5801916955302377,0.5039425105789996,0.45727911419813405,1493,shared binary core,10
2.2210625547420317,2.221062554742031,Matched human Lean root values,,0.5531047335696545,-0.6682993775698891,-0.7433346238588541,182,20,pair_8956508b,1494,0.5801916955302377,0.5039425105789996,0.45727911419813405,1493,all normalized constructors,10
,,Matched AI Lean root values,insufficient tail variation,,,,53,3,pair_8956508b,328,,,,327,shared binary core,10
,,Matched AI Lean root values,insufficient tail variation,,,,53,3,pair_8956508b,328,,,,327,all normalized constructors,10
2.194211916867209,2.194211916867209,Matched human Lean root values,,2.513730221038708,-0.8455282285890284,-0.8803005617922983,220,104,pair_896a11b6,5932,0.011946177836977687,0.3978159786337415,0.37869650836515867,5931,shared binary core,10
2.194211916867209,2.194211916867209,Matched human Lean root values,,2.513730221038708,-0.8455282285890284,-0.8803005617922983,220,104,pair_896a11b6,5932,0.011946177836977687,0.3978159786337415,0.37869650836515867,5931,all normalized constructors,10
,,Matched AI Lean root values,insufficient tail variation,,,,38,9,pair_896a11b6,343,,,,342,shared binary core,10
,,Matched AI Lean root values,insufficient tail variation,,,,38,9,pair_896a11b6,343,,,,342,all normalized constructors,10
2.3989965431790523,2.3989965431790523,Matched human Lean root values,,2.5331783690096223,-0.7478491037207857,-0.6189114295093043,447,256,pair_8a45bd25,10946,0.011303341877729146,0.4545511799569183,0.5359747085907209,10945,shared binary core,10
2.3989965431790523,2.3989965431790523,Matched human Lean root values,,2.5331783690096223,-0.7478491037207857,-0.6189114295093043,447,256,pair_8a45bd25,10946,0.011303341877729146,0.4545511799569183,0.5359747085907209,10945,all normalized constructors,10
2.422822608203256,2.422822608203256,Matched AI Lean root values,,2.3943183808505206,-0.8310166425914528,-0.769247982367044,426,271,pair_8a45bd25,10981,0.01665128775519736,0.40596422769656637,0.4417461107940701,10980,shared binary core,10
2.422822608203256,2.422822608203256,Matched AI Lean root values,,2.3943183808505206,-0.8310166425914528,-0.769247982367044,426,271,pair_8a45bd25,10981,0.01665128775519736,0.40596422769656637,0.4417461107940701,10980,all normalized constructors,10
,,Matched human Lean root values,insufficient tail variation,,,,120,9,pair_8a465ac4,731,,,,730,shared binary core,10
,,Matched human Lean root values,insufficient tail variation,,,,120,9,pair_8a465ac4,731,,,,730,all normalized constructors,10
,,Matched AI Lean root values,insufficient tail variation,,,,107,9,pair_8a465ac4,670,,,,669,shared binary core,10
,,Matched AI Lean root values,insufficient tail variation,,,,107,9,pair_8a465ac4,670,,,,669,all normalized constructors,10
2.465285962670948,2.465285962670948,Matched human Lean root values,,0.9383550859250877,-0.6304397627014077,-0.6739329548661618,177,48,pair_8d6d2aa2,2547,0.34806195942519136,0.5284069023302913,0.5003539394622786,2546,shared binary core,10
2.465285962670948,2.465285962670948,Matched human Lean root values,,0.9383550859250877,-0.6304397627014077,-0.6739329548661618,177,48,pair_8d6d2aa2,2547,0.34806195942519136,0.5284069023302913,0.5003539394622786,2546,all normalized constructors,10
2.7311497708272805,2.731149770827281,Matched AI Lean root values,,0.9004015448449402,-0.49303992134675734,-0.5160571769125969,116,47,pair_8d6d2aa2,1913,0.36790659898659694,0.6219843799087489,0.6058144756983623,1912,shared binary core,10
2.7311497708272805,2.731149770827281,Matched AI Lean root values,,0.9004015448449402,-0.49303992134675734,-0.5160571769125969,116,47,pair_8d6d2aa2,1913,0.36790659898659694,0.6219843799087489,0.6058144756983623,1912,all normalized constructors,10
2.459750065028113,2.459750065028113,Matched human Lean root values,,1.3344479649669927,-0.07284800903541573,0.13278680282094926,152,20,pair_8e82b67b,1274,0.18205708944683197,0.9419270667295978,0.8943619917513447,1273,shared binary core,10
2.459750065028113,2.459750065028113,Matched human Lean root values,,1.3344479649669927,-0.07284800903541573,0.13278680282094926,152,20,pair_8e82b67b,1274,0.18205708944683197,0.9419270667295978,0.8943619917513447,1273,all normalized constructors,10
2.4383630625899464,2.4383630625899464,Matched AI Lean root values,,1.3403145981830349,-0.30692342391595534,-0.22325417710960332,203,38,pair_8e82b67b,2402,0.18014308743598662,0.7589016593152971,0.823337688565454,2401,shared binary core,10
2.4383630625899464,2.4383630625899464,Matched AI Lean root values,,1.3403145981830349,-0.30692342391595534,-0.22325417710960332,203,38,pair_8e82b67b,2402,0.18014308743598662,0.7589016593152971,0.823337688565454,2401,all normalized constructors,10
2.3213768375624446,2.3213768375624446,Matched human Lean root values,,1.3448610728002817,-0.6312944581098564,-0.6720622944520885,205,46,pair_915d7da0,2808,0.17867010323188426,0.527848009838896,0.5015440392957938,2807,shared binary core,10
2.3213768375624446,2.3213768375624446,Matched human Lean root values,,1.3448610728002817,-0.6312944581098564,-0.6720622944520885,205,46,pair_915d7da0,2808,0.17867010323188426,0.527848009838896,0.5015440392957938,2807,all normalized constructors,10
2.2361461076324693,2.23614610763247,Matched AI Lean root values,,1.4624531802737482,-0.7443517370396256,-0.7928267953008656,202,53,pair_915d7da0,3233,0.14361706547805275,0.4566637089639014,0.42787874266227244,3232,shared binary core,10
2.2361461076324693,2.23614610763247,Matched AI Lean root values,,1.4624531802737482,-0.7443517370396256,-0.7928267953008656,202,53,pair_915d7da0,3233,0.14361706547805275,0.4566637089639014,0.42787874266227244,3232,all normalized constructors,10
,,Matched human Lean root values,insufficient tail variation,,,,13,1,pair_919a0d3c,102,,,,101,shared binary core,10
,,Matched human Lean root values,insufficient tail variation,,,,13,1,pair_919a0d3c,102,,,,101,all normalized constructors,10
,,Matched AI Lean root values,insufficient tail variation,,,,13,1,pair_919a0d3c,96,,,,95,shared binary core,10
,,Matched AI Lean root values,insufficient tail variation,,,,13,1,pair_919a0d3c,96,,,,95,all normalized constructors,10
2.3297754494410396,2.32977544944104,Matched human Lean root values,,2.347178520254196,-0.3191491434855376,-0.049510747298071735,256,98,pair_92daf189,5175,0.018916189094137493,0.7496134194767563,0.9605122725995553,5174,shared binary core,10
2.3297754494410396,2.32977544944104,Matched human Lean root values,,2.347178520254196,-0.3191491434855376,-0.049510747298071735,256,98,pair_92daf189,5175,0.018916189094137493,0.7496134194767563,0.9605122725995553,5174,all normalized constructors,10
2.43142822072355,2.43142822072355,Matched AI Lean root values,,2.884214206544046,-0.1713489702966958,0.46330365865130313,247,131,pair_92daf189,5865,0.003923917442408317,0.8639493770639595,0.6431467236808386,5864,shared binary core,10
2.43142822072355,2.43142822072355,Matched AI Lean root values,,2.884214206544046,-0.1713489702966958,0.46330365865130313,247,131,pair_92daf189,5865,0.003923917442408317,0.8639493770639595,0.6431467236808386,5864,all normalized constructors,10
2.4680957453365764,2.4680957453365764,Matched human Lean root values,,2.1185421875023436,-0.1697125490412946,0.142318393783523,166,54,pair_95cc16d3,2544,0.03412917598063024,0.86523620453583,0.8868285182699859,2543,shared binary core,10
2.4680957453365764,2.4680957453365764,Matched human Lean root values,,2.1185421875023436,-0.1697125490412946,0.142318393783523,166,54,pair_95cc16d3,2544,0.03412917598063024,0.86523620453583,0.8868285182699859,2543,all normalized constructors,10
