pair,side,source,status,source_claims,root_nodes,root_node_digits,term_lets,matched,match_share,unambiguous_matched,term_uses,zero_term_use,one_term_use,multi_term_use,polarized_term_use,reuse_excess,potential_inlining_nodes
pair_646cd2ed,h,olympiads,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_648874aa,a,math_train,ok,3,61830,5,3,3,1.0,3,3,0,3,0,0,0,0
pair_648874aa,h,math_train,ok,4,5146,4,4,4,1.0,4,6,0,3,1,1,2,22
pair_648bedf1,a,math_train,ok,0,10031,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_648bedf1,h,math_train,ok,0,13467,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_649ec1cf,a,math_test,ok,0,174027,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_649ec1cf,h,math_test,ok,1,147944,6,2,1,1.0,1,1,0,1,0,0,0,0
pair_64aa7d91,a,olympiads,ok,12,535890,6,14,12,1.0,12,28,3,3,6,9,19,356135
pair_64aa7d91,h,olympiads,ok,5,11800,5,6,5,1.0,5,6,0,4,1,1,1,25
pair_64bde4b6,a,math_test,ok,6,896828,6,6,6,1.0,6,9,1,3,2,3,4,50156
pair_64bde4b6,h,math_test,ok,8,299426,6,12,8,1.0,2,7,1,7,0,1,0,0
pair_64c6ccf2,a,number_theory,ok,0,634017,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_64c6ccf2,h,number_theory,ok,0,649639,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_64cde559,a,olympiads,ok,8,4469867,7,10,8,1.0,8,24,1,3,4,5,17,29794525
pair_64cde559,h,olympiads,ok,5,2751441,7,9,5,1.0,2,70,0,0,5,5,65,5201417
pair_64e59ca1,a,cn_k12,ok,10,715590,6,10,10,1.0,6,19,2,2,6,8,11,963104
pair_64e59ca1,h,cn_k12,ok,5,190868,6,9,5,1.0,5,5,0,5,0,0,0,0
pair_64fa58df,a,math_train,ok,0,48215,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_64fa58df,h,math_train,ok,0,83858,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_64fd3cc9,a,aops_forum,ok,6,6167904,7,6,6,1.0,6,5,2,3,1,3,1,4419465
pair_64fd3cc9,h,aops_forum,ok,10,2697202,7,10,10,1.0,4,13,0,7,3,3,3,145959
pair_65147308,a,cn_k12,ok,16,750442,6,16,16,1.0,8,19,4,8,4,8,7,470955
pair_65147308,h,cn_k12,ok,1,488748,6,8,1,1.0,1,1,0,1,0,0,0,0
pair_651ba6a0,a,olympiads,ok,0,68517,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_651ba6a0,h,olympiads,ok,0,68517,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_65586fee,a,amc_aime,ok,1,69114,5,1,1,1.0,1,2,0,0,1,1,1,33469
pair_65586fee,h,amc_aime,ok,2,130735,6,2,2,1.0,2,1,1,1,0,1,0,0
pair_657c3276,a,olympiads,ok,0,717707,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_657c3276,h,olympiads,ok,0,683081,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_659419e1,a,olympiads,ok,20,5032338,7,24,20,1.0,12,37,10,2,8,18,27,13366527
pair_659419e1,h,olympiads,ok,3,9467896,7,27,3,1.0,3,12,0,0,3,3,9,4762245
pair_6599751f,a,cn_contest,ok,0,689,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_6599751f,h,cn_contest,ok,0,67,2,0,0,1.0,0,0,0,0,0,0,0,0
pair_65a273ef,a,math_train,ok,0,108843,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_65a273ef,h,math_train,ok,0,108843,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_65ad32a7,a,math_train,ok,0,777,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_65ad32a7,h,math_train,ok,0,241,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_65cdae60,a,olympiads,ok,13,756122,6,17,13,1.0,3,21,4,1,8,12,12,834306
pair_65cdae60,h,olympiads,ok,7,1088499,7,26,7,1.0,7,9,0,6,1,1,2,1063322
pair_65d16cb0,a,math_train,ok,6,1884483,7,6,6,1.0,6,17,3,0,3,6,14,852542
pair_65d16cb0,h,math_train,ok,1,929016,6,8,1,1.0,0,2,0,0,1,1,1,1
pair_65d2af47,a,olympiads,ok,0,1524357,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_65d2af47,h,olympiads,ok,13,11301361,8,16,13,1.0,8,17,0,11,2,2,4,354388
pair_66307ab0,a,olympiads,ok,0,4945,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_66307ab0,h,olympiads,ok,0,4945,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_6635624d,a,math_train,ok,8,341231,6,8,8,1.0,4,46,0,5,3,3,38,1417278
pair_6635624d,h,math_train,ok,1,409912,6,6,1,1.0,1,1,0,1,0,0,0,0
pair_66445314,a,olympiads,ok,5,730473,6,5,5,1.0,5,3,2,3,0,2,0,0
pair_66445314,h,olympiads,ok,0,346413,6,2,0,1.0,0,0,0,0,0,0,0,0
pair_664eac07,a,math_train,ok,0,133953,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_664eac07,h,math_train,ok,0,133953,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_665b9998,a,olympiads,ok,0,291255,6,2,0,1.0,0,0,0,0,0,0,0,0
pair_665b9998,h,olympiads,ok,1,249276,6,5,1,1.0,1,2,0,0,1,1,1,2565
pair_665c7b43,a,secondary_math,ok,6,293998,6,6,6,1.0,6,8,1,4,1,2,3,64425
pair_665c7b43,h,secondary_math,ok,4,326709,6,5,4,1.0,4,5,0,3,1,1,1,21107
pair_669795ae,a,math_train,ok,3,13469,5,3,3,1.0,3,3,0,3,0,0,0,0
pair_669795ae,h,math_train,ok,17,88621,5,21,17,1.0,13,17,0,17,0,0,0,0
pair_669a1192,a,math_train,ok,16,354012,6,18,16,1.0,4,16,3,11,2,5,3,31879
pair_669a1192,h,math_train,ok,5,16509,5,5,5,1.0,3,7,0,3,2,2,2,3887
pair_66b87803,a,cn_k12,ok,5,12322428,8,15,5,1.0,1,22,1,0,4,5,18,6856394
pair_66b87803,h,cn_k12,ok,12,1661123,7,18,12,1.0,5,14,0,10,2,2,2,147700
pair_66bfbaef,a,math_train,ok,0,747,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_66bfbaef,h,math_train,ok,0,253,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_66d1789e,a,olympiads,ok,17,601843,6,17,17,1.0,9,51,5,6,6,11,39,225142
pair_66d1789e,h,olympiads,ok,8,175842,6,27,8,1.0,6,14,1,4,3,4,7,453133
pair_66fa86a6,a,cn_contest,ok,6,15906465,8,6,6,1.0,6,13,2,0,4,6,9,257493
pair_66fa86a6,h,cn_contest,ok,3,17969782,8,10,3,1.0,3,2,1,2,0,1,0,0
pair_6709058c,a,math_test,ok,29,807592,6,32,29,1.0,9,233,4,14,11,15,208,7478337
pair_6709058c,h,math_test,ok,4,360772,6,6,4,1.0,1,35,0,1,3,3,31,1596602
pair_6710cc1f,a,math_train,ok,0,31221,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_6710cc1f,h,math_train,ok,0,31221,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_6713064f,a,number_theory,ok,0,20097,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_6713064f,h,number_theory,ok,6,16525,5,9,6,1.0,6,22,1,2,3,4,17,26113
pair_67159a0d,a,olympiads_ref,ok,11,195094,6,12,11,1.0,11,1160,0,2,9,9,1149,988701
pair_67159a0d,h,olympiads_ref,ok,5,205412,6,11,5,1.0,5,10,0,3,2,2,5,195155
pair_671bc24a,a,olympiads_ref,ok,15,533733,6,15,15,1.0,6,15,7,4,4,11,7,637817
pair_671bc24a,h,olympiads_ref,ok,2,166706,6,2,2,1.0,2,3,0,1,1,1,1,49133
pair_673e0647,a,math_train,ok,6,3647117,7,6,6,1.0,6,30,0,1,5,5,24,4074054
pair_673e0647,h,math_train,ok,12,2098085,7,13,12,1.0,4,28,0,1,11,11,16,3543603
pair_676c2394,a,olympiads,ok,2,5239899,7,8,2,1.0,0,2,0,2,0,0,0,0
pair_676c2394,h,olympiads,ok,2,89330784,8,120,2,1.0,0,1,1,1,0,1,0,0
pair_677749e1,a,math_train,ok,2,93478,5,2,2,1.0,2,6,0,1,1,1,4,118828
pair_677749e1,h,math_train,ok,2,93896,5,2,2,1.0,2,6,0,1,1,1,4,118828
pair_677913f7,a,olympiads,ok,24,734889,6,26,24,1.0,8,18,9,12,3,12,3,343737
pair_677913f7,h,olympiads,ok,16,522644,6,16,16,1.0,14,19,3,9,4,7,6,367660
pair_677e1a17,a,secondary_math,ok,17,8462827,7,19,17,1.0,11,58,4,8,5,9,45,43364133
pair_677e1a17,h,secondary_math,ok,7,18834,5,12,7,1.0,2,9,0,5,2,2,2,140
pair_67a67d40,a,math_train,ok,0,19607,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_67a67d40,h,math_train,ok,0,19607,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_67c6f010,a,secondary_math,ok,14,1672768,7,16,14,1.0,4,309,4,1,9,13,299,10770091
pair_67c6f010,h,secondary_math,ok,12,1413998,7,14,12,1.0,4,305,3,0,9,12,296,7052292
pair_67c890a5,a,secondary_math,ok,23,44601,5,23,23,1.0,16,72,0,19,4,4,49,151740
pair_67c890a5,h,secondary_math,ok,19,271406,6,19,19,1.0,15,17,2,17,0,2,0,0
pair_67ce723c,a,olympiads,ok,0,206431,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_67ce723c,h,olympiads,ok,0,206431,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_67d10a4a,a,aops_forum,ok,0,1915,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_67d10a4a,h,aops_forum,ok,0,1915,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_67e0149d,a,math_test,ok,0,28335,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_67e0149d,h,math_test,ok,0,28335,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_6801c12d,a,olympiads_ref,ok,19,18025742,8,23,19,1.0,13,209,2,11,6,8,192,280734152
pair_6801c12d,h,olympiads_ref,ok,12,38837498,8,33,12,1.0,12,301,2,3,7,9,291,482861911
pair_6818451c,a,math_train,ok,3,75418,5,3,3,1.0,3,1,2,1,0,2,0,0
pair_6818451c,h,math_train,ok,0,51633,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_68279f62,a,math_train,ok,2,234049,6,2,2,1.0,2,2,0,2,0,0,0,0
pair_68279f62,h,math_train,ok,3,227462,6,3,3,1.0,3,3,0,3,0,0,0,0
pair_68455911,a,amc_aime,ok,4,170341,6,4,4,1.0,2,4,0,4,0,0,0,0
pair_68455911,h,amc_aime,ok,4,203504,6,6,4,1.0,4,8,0,1,3,3,4,213727
pair_684fddf9,a,math_test,ok,4,416243,6,4,4,1.0,4,1,3,1,0,3,0,0
pair_684fddf9,h,math_test,ok,4,617699,6,8,4,1.0,4,4,0,4,0,0,0,0
pair_6876e834,a,cn_k12,ok,7,307877,6,7,7,1.0,7,5,2,5,0,2,0,0
pair_6876e834,h,cn_k12,ok,0,247960,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_68858a6d,a,olympiads_ref,ok,9,413763,6,11,9,1.0,7,11,2,6,1,3,4,542180
pair_68858a6d,h,olympiads_ref,ok,5,742587,6,6,5,1.0,5,6,0,4,1,1,1,263945
pair_68883bfd,a,number_theory,ok,0,211,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_68883bfd,h,number_theory,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_688e1b9d,a,cn_contest,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_688e1b9d,h,cn_contest,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_6899b7a2,a,olympiads,ok,1,185811,6,1,1,1.0,1,1,0,1,0,0,0,0
pair_6899b7a2,h,olympiads,ok,0,237457,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_68b371df,a,olympiads,ok,0,885835,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_68b371df,h,olympiads,ok,2,1523267,7,2,2,1.0,2,1,1,1,0,1,0,0
pair_68e74a3f,a,cn_k12,ok,4,121883,6,4,4,1.0,2,6,0,2,2,2,2,85544
pair_68e74a3f,h,cn_k12,ok,0,89478,5,1,0,1.0,0,0,0,0,0,0,0,0
pair_68e92791,a,olympiads_ref,ok,11,1223048,7,16,11,1.0,9,18,2,6,3,5,9,3111619
pair_68e92791,h,olympiads_ref,ok,7,415262,6,7,7,1.0,7,7,0,7,0,0,0,0
pair_68ecc999,a,olympiads_ref,ok,8,30909948,8,8,8,1.0,8,2240,0,0,8,8,2232,25782336
pair_68ecc999,h,olympiads_ref,ok,7,331191393,9,12,7,1.0,5,1470,2,4,1,3,1465,172410466125
pair_68f68549,a,amc_aime,ok,0,3060,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_68f68549,h,amc_aime,ok,0,1776,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_68f736e1,a,olympiads,ok,15,546728,6,20,15,1.0,15,59,2,5,8,10,46,3295134
pair_68f736e1,h,olympiads,ok,49,376712,6,49,49,1.0,35,110,5,29,15,20,66,1048102
pair_68f8a65f,a,math_train,ok,3,19932,5,3,3,1.0,3,3,0,3,0,0,0,0
pair_68f8a65f,h,math_train,ok,5,46872,5,5,5,1.0,5,5,0,5,0,0,0,0
pair_690438fd,a,math_test,ok,0,33505,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_690438fd,h,math_test,ok,3,171541,6,3,3,1.0,3,4,0,2,1,1,1,71287
pair_6908990e,a,number_theory,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_6908990e,h,number_theory,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_690944da,a,math_test,ok,6,514575,6,6,6,1.0,6,6,0,6,0,0,0,0
pair_690944da,h,math_test,ok,3,370607,6,3,3,1.0,3,3,0,3,0,0,0,0
pair_691ac865,a,cn_contest,ok,43,1556034,7,44,43,1.0,27,58,1,33,9,10,16,1444385
pair_691ac865,h,cn_contest,ok,12,468745,6,20,12,1.0,10,17,0,8,4,4,5,204643
pair_691ba0b1,a,math_train,ok,10,1616033,7,10,10,1.0,6,21,3,5,2,5,14,2868054
pair_691ba0b1,h,math_train,ok,4,1393657,7,4,4,1.0,4,13,1,1,2,3,10,2302650
pair_6920c5e4,a,secondary_math,ok,32,2955237,7,38,32,1.0,16,62,15,5,12,27,45,3356814
pair_6920c5e4,h,secondary_math,ok,8,1059550,7,8,8,1.0,8,21,3,1,4,7,16,319404
pair_69286778,a,olympiads,ok,8,145190,6,8,8,1.0,6,11,0,5,3,3,3,17
pair_69286778,h,olympiads,ok,8,28152,5,8,8,1.0,8,8,0,8,0,0,0,0
pair_696608d7,a,secondary_math,ok,0,37187,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_696608d7,h,secondary_math,ok,7,57274,5,7,7,1.0,7,15,0,6,1,1,8,81816
pair_696bc1d0,a,cn_k12,ok,1,79839,5,1,1,1.0,1,5,0,0,1,1,4,218084
pair_696bc1d0,h,cn_k12,ok,1,19930,5,2,1,1.0,1,1,0,1,0,0,0,0
pair_6978d00d,a,olympiads,ok,5,333005,6,5,5,1.0,5,8,0,2,3,3,3,53479
pair_6978d00d,h,olympiads,ok,4,349031,6,4,4,1.0,2,7,0,2,2,2,3,6771
pair_69864358,a,olympiads,ok,1,1204096,7,1,1,1.0,1,2,0,0,1,1,1,1165339
pair_69864358,h,olympiads,ok,1,1283762,7,1,1,1.0,1,0,1,0,0,1,0,0
pair_699637bb,a,number_theory,ok,4,35329,5,4,4,1.0,4,8,0,2,2,2,4,60236
pair_699637bb,h,number_theory,ok,0,11832,5,2,0,1.0,0,0,0,0,0,0,0,0
pair_699b30e3,a,amc_aime,ok,1,7293,4,1,1,1.0,1,1,0,1,0,0,0,0
pair_699b30e3,h,amc_aime,ok,1,5934,4,1,1,1.0,1,1,0,1,0,0,0,0
pair_69bf8c9a,a,olympiads_ref,ok,10,1052875,7,10,10,1.0,10,30,1,6,3,4,21,56889
pair_69bf8c9a,h,olympiads_ref,ok,4,576954,6,7,4,1.0,4,9,0,3,1,1,5,1470475
pair_69bfaa08,a,olympiads,ok,0,1128849,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_69bfaa08,h,olympiads,ok,2,1473395,7,3,2,1.0,2,1459,0,0,2,2,1457,517235
pair_6a0c7ef7,a,secondary_math,ok,2,2818681,7,12,2,1.0,2,3,0,1,1,1,1,937289
pair_6a0c7ef7,h,secondary_math,ok,7,1952412,7,7,7,1.0,3,6,2,4,1,3,1,305409
pair_6a121104,a,math_train,ok,0,5563,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_6a121104,h,math_train,ok,0,1817,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_6a1cd1c6,a,math_test,ok,11,5664743,7,15,11,1.0,11,31,0,5,6,6,20,17483752
pair_6a1cd1c6,h,math_test,ok,17,1121833,7,23,17,1.0,17,24,2,10,5,7,9,2455801
pair_6a344db4,a,math_train,ok,2,120257,6,2,2,1.0,2,1,1,1,0,1,0,0
pair_6a344db4,h,math_train,ok,0,81041,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_6a3d748b,a,cn_k12,ok,37,868347,6,38,37,1.0,19,38,13,19,5,18,14,893124
pair_6a3d748b,h,cn_k12,ok,6,100846,6,8,6,1.0,2,7,0,5,1,1,1,5793
pair_6a447572,a,math_test,ok,0,5733,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_6a447572,h,math_test,ok,0,8795,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_6a5371ad,a,math_test,ok,13,273992,6,13,13,1.0,11,6,8,4,1,9,1,1
pair_6a5371ad,h,math_test,ok,0,110623,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_6a622317,a,math_train,ok,0,198184046436354204661116173767,30,0,0,1.0,0,0,0,0,0,0,0,0
pair_6a622317,h,math_train,ok,0,39,2,0,0,1.0,0,0,0,0,0,0,0,0
pair_6a6d5739,a,cn_contest,ok,7,6378687,7,7,7,1.0,7,27,1,2,4,5,21,735213
pair_6a6d5739,h,cn_contest,ok,5,5747494,7,5,5,1.0,5,22,0,1,4,4,17,584421
pair_6a6f5102,a,cn_k12,ok,6,336771,6,6,6,1.0,2,7,0,5,1,1,1,1
pair_6a6f5102,h,cn_k12,ok,1,427716,6,2,1,1.0,1,1,0,1,0,0,0,0
pair_6a76bcdf,a,amc_aime,ok,0,1889,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_6a76bcdf,h,amc_aime,ok,2,25042,5,2,2,1.0,2,2,0,2,0,0,0,0
pair_6a7e9054,a,cn_contest,ok,7,336114,6,7,7,1.0,7,24,0,2,5,5,17,1372037
pair_6a7e9054,h,cn_contest,ok,4,261344,6,4,4,1.0,4,7,0,1,3,3,3,1119
pair_6a815bf4,a,olympiads,ok,0,1320223,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_6a815bf4,h,olympiads,ok,0,769229,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_6a987fa4,a,amc_aime,ok,1,4737,4,1,1,1.0,1,1,0,1,0,0,0,0
pair_6a987fa4,h,amc_aime,ok,0,9470,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_6a9d783c,a,olympiads,ok,3,1014249,7,3,3,1.0,3,7,0,2,1,1,4,2790516
pair_6a9d783c,h,olympiads,ok,0,559263,6,5,0,1.0,0,0,0,0,0,0,0,0
pair_6ab3a53f,a,math_test,ok,0,34239,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_6ab3a53f,h,math_test,ok,0,38231,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_6abd8a3e,a,math_train,ok,0,817,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_6abd8a3e,h,math_train,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_6af41891,a,olympiads,ok,5,524992,6,5,5,1.0,5,12,0,2,3,3,7,398473
pair_6af41891,h,olympiads,ok,5,702656,6,7,5,1.0,5,18,1,2,2,3,14,274162
pair_6af4bb92,a,olympiads_ref,ok,12,723873,6,14,12,1.0,0,31,1,7,4,5,20,804352
pair_6af4bb92,h,olympiads_ref,ok,1,600029,6,6,1,1.0,1,1,0,1,0,0,0,0
pair_6b47a422,a,math_train,ok,0,16171,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_6b47a422,h,math_train,ok,0,2475,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_6b58fac4,a,olympiads_ref,ok,0,94291,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_6b58fac4,h,olympiads_ref,ok,0,55911,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_6b6ac602,a,math_test,ok,6,1036973,7,6,6,1.0,4,9,3,1,2,5,6,24172
pair_6b6ac602,h,math_test,ok,1,595136,6,1,1,1.0,1,2,0,0,1,1,1,49
pair_6b6aeee2,a,amc_aime,ok,6,854319,6,6,6,1.0,4,11,2,0,4,6,7,1235185
pair_6b6aeee2,h,amc_aime,ok,6,2080160,7,6,6,1.0,2,14,0,2,4,4,8,1470868
pair_6b705760,a,number_theory,ok,5,840,3,5,5,1.0,5,1,4,1,0,4,0,0
pair_6b705760,h,number_theory,ok,0,51,2,0,0,1.0,0,0,0,0,0,0,0,0
pair_6b7d37d1,a,olympiads,ok,7,1246715,7,7,7,1.0,7,11,3,1,3,6,7,1548941
pair_6b7d37d1,h,olympiads,ok,1,161613,6,1,1,1.0,1,1,0,1,0,0,0,0
pair_6ba505c0,a,cn_k12,ok,33,1565414,7,37,33,1.0,15,53,9,13,11,20,29,149284
pair_6ba505c0,h,cn_k12,ok,12,1595356,7,26,12,1.0,9,17,0,9,3,3,5,129283
pair_6bbfa988,a,math_test,ok,0,867,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_6bbfa988,h,math_test,ok,0,589,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_6bc196c8,a,olympiads_ref,ok,2,1947511,7,12,2,1.0,2,2,0,2,0,0,0,0
pair_6bc196c8,h,olympiads_ref,ok,0,198221,6,7,0,1.0,0,0,0,0,0,0,0,0
pair_6bcfd203,a,math_train,ok,1,6932,4,1,1,1.0,1,7,0,0,1,1,6,6
pair_6bcfd203,h,math_train,ok,1,115336,6,1,1,1.0,1,1,0,1,0,0,0,0
pair_6bd2438d,a,olympiads,ok,4,9454086,7,6,4,1.0,4,5,3,0,1,4,4,37284292
pair_6bd2438d,h,olympiads,ok,3,16144543,8,5,3,1.0,3,8,0,1,2,2,5,18053475
pair_6bdc5ec1,a,math_train,ok,0,817,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_6bdc5ec1,h,math_train,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_6bf8e110,a,math_train,ok,6,116665,6,6,6,1.0,4,6,0,6,0,0,0,0
pair_6bf8e110,h,math_train,ok,0,1058243,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_6c09f387,a,secondary_math,ok,30,3078621,7,31,30,1.0,14,95,9,7,14,23,74,26224383
pair_6c09f387,h,secondary_math,ok,5,1653634,7,23,5,1.0,1,10,0,1,4,4,5,321492
pair_6c0af0ff,a,math_train,ok,4,81941,5,4,4,1.0,4,6,0,2,2,2,2,206
pair_6c0af0ff,h,math_train,ok,0,10634,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_6c1c5a83,a,olympiads,ok,2,476348,6,4,2,1.0,2,2,0,2,0,0,0,0
pair_6c1c5a83,h,olympiads,ok,1,483925,6,2,1,1.0,1,1,0,1,0,0,0,0
pair_6c2bd92c,a,amc_aime,ok,18,1933454,7,18,18,1.0,11,383,5,5,8,13,370,21120783
pair_6c2bd92c,h,amc_aime,ok,5,248975,6,13,5,1.0,5,7,0,3,2,2,2,2523
pair_6c2f39cc,a,amc_aime,ok,22,1884491,7,24,22,1.0,7,52,4,5,13,17,34,12293900
pair_6c2f39cc,h,amc_aime,ok,0,296082,6,1,0,1.0,0,0,0,0,0,0,0,0
pair_6c2f75f1,a,cn_k12,ok,13,3504390,7,13,13,1.0,2,17,6,2,5,11,10,2620936
pair_6c2f75f1,h,cn_k12,ok,1,98727,5,2,1,1.0,1,1,0,1,0,0,0,0
pair_6c46a906,a,olympiads_ref,ok,0,391367,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_6c46a906,h,olympiads_ref,ok,12,951618,6,23,12,1.0,12,28,1,4,7,8,17,335064
pair_6c494065,a,olympiads_ref,ok,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0
pair_6c494065,h,olympiads_ref,ok,0,150687,6,1,0,1.0,0,0,0,0,0,0,0,0
pair_6c5900d5,a,inequalities,ok,0,4163525,7,0,0,1.0,0,0,0,0,0,0,0,0
pair_6c5900d5,h,inequalities,ok,0,22726695,8,0,0,1.0,0,0,0,0,0,0,0,0
pair_6c7a6328,a,olympiads,ok,11,148728,6,11,11,1.0,1,23,0,3,8,8,12,99970
pair_6c7a6328,h,olympiads,ok,11,121462,6,11,11,1.0,1,21,0,5,6,6,10,85732
pair_6c83a30c,a,amc_aime,ok,24,1078605,7,24,24,1.0,22,59,3,15,6,9,38,264149
pair_6c83a30c,h,amc_aime,ok,7,808354,6,10,7,1.0,7,16,1,2,4,5,10,160304
pair_6c901385,a,olympiads_ref,ok,0,432093,6,0,0,1.0,0,0,0,0,0,0,0,0
pair_6c901385,h,olympiads_ref,ok,3,564408,6,3,3,1.0,3,4,0,2,1,1,1,365407
pair_6ca646a1,a,cn_k12,ok,4,212622,6,4,4,1.0,4,12,0,2,2,2,8,522424
pair_6ca646a1,h,cn_k12,ok,9,59599,5,9,9,1.0,4,15,0,7,2,2,6,123426
pair_6cd1a4b8,a,olympiads_ref,ok,7,6318064,7,9,7,1.0,7,20,1,1,5,6,14,18984318
pair_6cd1a4b8,h,olympiads_ref,ok,0,373618,6,3,0,1.0,0,0,0,0,0,0,0,0
pair_6cd3bbfa,a,olympiads,ok,12,7658336,7,12,12,1.0,10,22,2,6,4,6,12,27439172
pair_6cd3bbfa,h,olympiads,ok,12,13502444,8,13,12,1.0,6,27,2,5,5,7,17,51178273
pair_6cdaca2f,a,math_train,ok,0,2341,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_6cdaca2f,h,math_train,ok,0,2341,4,0,0,1.0,0,0,0,0,0,0,0,0
pair_6d0d8f43,a,olympiads,ok,4,1761562,7,5,4,1.0,2,4,0,4,0,0,0,0
pair_6d0d8f43,h,olympiads,ok,0,271,3,0,0,1.0,0,0,0,0,0,0,0,0
pair_6d1978c5,a,amc_aime,ok,0,21597,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_6d1978c5,h,amc_aime,ok,0,80009,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_6d3a0d6c,a,math_test,ok,2,2279,4,2,2,1.0,2,2,0,2,0,0,0,0
pair_6d3a0d6c,h,math_test,ok,5,3026,4,5,5,1.0,0,5,0,5,0,0,0,0
pair_6d4a6a7f,a,math_train,ok,0,99360,5,1,0,1.0,0,0,0,0,0,0,0,0
pair_6d4a6a7f,h,math_train,ok,0,186274,6,1,0,1.0,0,0,0,0,0,0,0,0
pair_6d4f98d4,a,math_train,ok,1,77040,5,1,1,1.0,1,2,0,0,1,1,1,13
pair_6d4f98d4,h,math_train,ok,0,84691,5,0,0,1.0,0,0,0,0,0,0,0,0
pair_6d555ac2,a,olympiads_ref,ok,1,135900108,9,5,1,1.0,1,3,0,0,1,1,2,131226
