uuid,h_n_lines,h_n_tactics,h_n_have,h_n_premise_refs,h_n_distinct_premises,h_vocab_ratio,a_n_lines,a_n_tactics,a_n_have,a_n_premise_refs,a_n_distinct_premises,a_vocab_ratio
51d7f717-a414-5b1c-b825-de57a2588261,68,36,13,18,17,0.9444444444444444,39,13,4,26,10,0.38461538461538464
bfd0e8db-530a-507d-9a53-a3c24ad1d631,3,0,0,1,4,4.0,12,5,3,6,6,1.0
f62429ca-a7e8-50da-b3c0-50d386b2bf83,2,1,0,1,3,3.0,2,0,0,1,2,2.0
419d9520-15c6-5ead-8c13-b3c550aa510b,33,14,6,10,11,1.1,29,16,9,2,3,1.5
ef2f7bfc-4399-5e7a-9df2-f0c556e6cabe,21,15,3,14,19,1.3571428571428572,65,28,19,7,5,0.7142857142857143
0788ec65-89ca-561a-b2c8-91e018c9a176,17,7,1,9,12,1.3333333333333333,60,14,15,2,4,2.0
fe11d3dc-409e-5bfd-9b1c-02943e9c22e1,41,25,4,21,22,1.0476190476190477,38,20,11,6,9,1.5
ee52321c-5ce3-5dee-97c5-3f76072c9950,26,5,4,15,15,1.0,37,12,16,6,6,1.0
075eafcb-51c5-56b9-99ce-581520e76aa4,30,8,1,12,15,1.25,13,6,0,17,8,0.47058823529411764
2ec45937-a0c9-5f56-a3ff-62b6ee01ab00,4,1,0,3,4,1.3333333333333333,5,1,0,3,4,1.3333333333333333
11814e28-8658-545a-b9e1-d9818daf6fa9,24,10,3,10,13,1.3,24,12,6,12,5,0.4166666666666667
12b384bc-fef1-5a0b-bad0-12e836ab9cfb,34,24,6,1,10,10.0,42,20,7,9,5,0.5555555555555556
dacdb551-54d3-5ad4-99bb-df5363e4d7db,15,13,0,9,10,1.1111111111111112,46,12,15,10,5,0.5
5635d329-4a90-5a5b-ba23-53761d9a316c,16,11,6,8,2,0.25,22,5,6,10,2,0.2
11dce336-5df0-523f-9dba-99c7c30f03c4,23,12,3,3,6,2.0,68,26,24,23,8,0.34782608695652173
c6fc953d-108e-5c1c-837b-787641805fea,26,7,4,24,13,0.5416666666666666,2,0,0,2,3,1.5
19f291ba-91a8-5355-8880-dd2a9cb75f44,32,20,8,29,19,0.6551724137931034,33,17,9,21,11,0.5238095238095238
95a674c7-e5c8-5c6b-b7f4-aedd0bc7b547,45,28,13,17,16,0.9411764705882353,33,14,8,38,8,0.21052631578947367
750af393-aef0-5f15-84cb-b781e5469b9d,20,3,2,12,10,0.8333333333333334,5,0,0,1,2,2.0
71437a57-6acd-50fc-829c-b1095d5c6467,45,20,5,11,23,2.090909090909091,72,26,18,4,4,1.0
9058ec43-5e1e-5d82-968b-9cb00c5d644b,7,5,0,3,3,1.0,4,1,1,3,2,0.6666666666666666
6e6563f4-f965-5a21-9960-7726ae45324a,68,38,2,16,9,0.5625,18,8,8,17,3,0.17647058823529413
c8cec76b-c066-5090-9df9-e910221b3bc0,111,49,23,56,43,0.7678571428571429,38,14,10,2,2,1.0
87bd670d-4b77-53e2-b657-2ca75e67e0bd,8,1,2,19,19,1.0,37,13,6,16,9,0.5625
cdbb2c8f-2f2c-53ba-b813-7d8ac2ce5d58,64,26,4,21,12,0.5714285714285714,207,80,52,16,4,0.25
a617c404-cb72-5f49-8548-20e8d3e68061,22,13,1,12,20,1.6666666666666667,40,24,7,20,11,0.55
1bcf1583-f90a-5ab0-95a6-294080766253,37,12,3,15,22,1.4666666666666666,57,36,6,6,5,0.8333333333333334
85e41370-8fd4-5c49-9aaf-89f287664e42,59,25,6,28,23,0.8214285714285714,31,18,6,12,11,0.9166666666666666
36207bfb-029d-5e61-8175-792b77c26f81,12,11,1,36,27,0.75,16,8,8,52,27,0.5192307692307693
3b1c2431-a42a-5149-95aa-b8ee64460e22,8,1,0,16,13,0.8125,4,0,0,4,3,0.75
af20102f-cb38-5e56-b827-9b77a9ba5b2d,103,71,9,23,17,0.7391304347826086,99,55,20,14,7,0.5
3c6f05e4-b9a2-50b2-b1ba-3fca9fcd4e19,36,5,3,13,17,1.3076923076923077,8,3,1,6,7,1.1666666666666667
36d6e5b6-0ea5-572f-9b3e-add19170a659,88,23,9,37,28,0.7567567567567568,111,23,27,94,19,0.20212765957446807
ebc61bc9-28b2-57c4-a906-00f03cdfc50e,118,54,16,57,50,0.8771929824561403,28,16,0,11,7,0.6363636363636364
8b8f3643-1f33-5044-82f6-2bdbaada3c24,94,46,28,5,5,1.0,123,29,19,3,4,1.3333333333333333
e6ebcdab-84f0-503f-b94c-30a64a098afa,60,39,10,36,21,0.5833333333333334,6,2,0,5,4,0.8
bd9a753b-f7c2-5f2d-a983-cbf2a15d2c01,23,10,3,5,6,1.2,11,4,2,5,4,0.8
4d7fd8c6-95c6-5c53-84eb-cae8556c93fe,119,60,29,40,28,0.7,15,6,2,24,8,0.3333333333333333
b3ce2687-d2e2-5109-b30f-29bfdb565481,45,37,0,12,4,0.3333333333333333,50,37,0,12,2,0.16666666666666666
20aff9c6-1a43-590d-95f5-5cbcf0b6a388,27,8,5,13,20,1.5384615384615385,21,9,6,3,7,2.3333333333333335
9829b3f2-f571-55d9-8ec4-1fa1dbf8d509,51,26,8,19,14,0.7368421052631579,44,18,18,22,13,0.5909090909090909
ad923dba-b99d-51b4-91db-51c457dcc370,31,14,12,1,6,6.0,51,21,16,4,4,1.0
150b3df7-f2de-5379-bfbc-30273f7618f7,23,8,8,12,8,0.6666666666666666,39,15,21,14,6,0.42857142857142855
a0cf4dfe-d185-54b5-a1a7-416ea71dafad,63,31,12,19,23,1.2105263157894737,42,27,5,14,14,1.0
3c7de8b2-6840-5fec-b871-93584ef53324,54,25,8,25,12,0.48,15,6,0,7,6,0.8571428571428571
df0ee109-63e4-5ebd-93e8-c7a6eceb5197,19,4,1,6,7,1.1666666666666667,31,8,10,24,11,0.4583333333333333
d09a080e-ac65-52be-819d-28e4c63fb389,16,7,0,9,11,1.2222222222222223,30,15,4,1,2,2.0
33af2aaa-804e-58cd-bb83-2cfce5634b93,43,24,12,14,8,0.5714285714285714,81,28,18,28,5,0.17857142857142858
cb52b24a-22e1-5f3f-9177-4e368c14250b,6,4,0,5,5,1.0,3,0,0,1,2,2.0
2c46f273-4167-559c-8144-33e6009732f6,43,26,12,27,16,0.5925925925925926,30,21,13,5,2,0.4
afa6c7db-d58d-5268-a3b0-69cdb30d1787,111,55,58,76,14,0.18421052631578946,67,28,23,56,9,0.16071428571428573
42df760d-fedb-5cdb-8ef2-476856f4b8a5,19,11,0,5,10,2.0,20,10,0,7,6,0.8571428571428571
691ac865-4c46-544a-9f59-6467b2df4dd0,91,49,12,1,4,4.0,133,83,43,3,3,1.0
37603035-14ba-5fc9-947b-269d8e4b3402,11,5,2,5,4,0.8,10,5,2,3,2,0.6666666666666666
98273f65-40eb-5b2a-9fe0-1bfa1feddce5,21,10,2,7,8,1.1428571428571428,41,11,14,12,6,0.5
ce09405f-b73c-54fc-8982-55654bb210e5,13,7,3,6,9,1.5,9,3,3,5,4,0.8
9d51d67b-762d-5bb5-a89b-f2b4b14fa320,22,5,1,16,17,1.0625,22,11,4,4,3,0.75
ab5b13b0-0a71-54c3-bbf4-c6145aa0bfb7,29,8,9,2,5,2.5,33,13,11,4,5,1.25
1d8bef20-4c0b-5e0b-b0de-39e9b6dc95fc,53,20,14,17,14,0.8235294117647058,37,21,13,2,2,1.0
9e7751c1-a035-56f8-bedd-3566c49cb4e4,9,11,0,5,9,1.8,68,44,0,4,4,1.0
71109bdd-69ab-5737-8c81-35b7d253e326,13,4,0,24,16,0.6666666666666666,9,3,0,17,12,0.7058823529411765
c63e0432-b5f7-54ff-b180-2eef49b18602,47,29,16,55,13,0.23636363636363636,67,27,21,82,17,0.2073170731707317
254a92af-9153-56a0-947b-79c07b3a2d6a,49,26,4,32,18,0.5625,52,20,13,30,9,0.3
d14f424f-e2da-51fc-a67d-8e441c1c04c4,69,19,8,62,8,0.12903225806451613,27,20,8,29,5,0.1724137931034483
b9bbcc78-04e0-50df-b2c2-aa87030be4ad,28,16,4,10,5,0.5,33,15,14,8,5,0.625
ba350347-0450-5447-9d38-fc393291dcfb,23,20,3,9,12,1.3333333333333333,40,14,4,11,7,0.6363636363636364
33eb583f-8efa-5650-8e7e-5b04a0a32fb2,50,34,7,1,2,2.0,43,18,9,9,9,1.0
5ca4bc94-a044-54fe-8163-75859c02babc,22,6,2,12,12,1.0,20,6,0,16,13,0.8125
403d2b33-8ae4-5a44-8cc0-1a6594f8b682,164,72,48,33,19,0.5757575757575758,168,76,57,14,11,0.7857142857142857
e662ae99-be7c-5020-ab24-62f5afd5d08e,36,24,9,51,30,0.5882352941176471,35,24,10,45,27,0.6
edc1fe33-4361-5407-af19-48c8dfc10593,25,17,4,4,7,1.75,25,10,7,5,4,0.8
04c5bf83-7ba8-5d4c-bfcb-ee389e668336,26,18,7,1,5,5.0,15,7,6,1,2,2.0
3a6a2929-9306-5bce-9445-fd64a4a84d74,66,61,1,24,22,0.9166666666666666,124,49,21,19,12,0.631578947368421
ddc717c2-3461-5423-a302-1dc9203b9d23,34,16,2,1,7,7.0,33,14,9,8,9,1.125
13ea55a4-d60b-5f34-9a80-a2834adb9122,26,13,2,7,13,1.8571428571428572,71,39,23,32,16,0.5
e7eb74c3-a10e-5e47-8055-b669df8c910b,34,22,2,3,4,1.3333333333333333,87,40,30,12,10,0.8333333333333334
77cdd95e-f86b-5340-bedd-6181baf98c42,13,5,0,16,21,1.3125,16,7,4,15,3,0.2
ba387b33-165c-5860-9769-67f8f17a8e04,12,7,1,1,5,5.0,28,13,7,7,5,0.7142857142857143
f2481f42-1376-5408-a19a-3919eef685c7,21,9,2,18,17,0.9444444444444444,26,11,8,24,13,0.5416666666666666
c6a13d04-f8b0-545d-8750-a6cbfa66d4f1,29,12,2,15,10,0.6666666666666666,65,22,15,23,9,0.391304347826087
3ae19d99-622d-5357-903f-ef78ff40d834,97,43,10,51,33,0.6470588235294118,25,11,2,6,5,0.8333333333333334
759ab3a2-8527-503c-a362-1eac9d292b97,48,30,10,44,42,0.9545454545454546,46,21,15,9,8,0.8888888888888888
96ac42b9-486e-50ef-a344-56a7dccffdd4,54,25,17,22,18,0.8181818181818182,23,10,10,1,2,2.0
b918b027-f373-56f2-9d2c-75ce3358f618,6,3,1,4,8,2.0,4,1,0,2,3,1.5
a747c5aa-a274-5be2-80e9-e80b0c821e82,49,31,4,2,5,2.5,36,15,4,26,6,0.23076923076923078
57bacd14-6983-5a19-80d0-4cd18c3e9bb8,9,5,1,2,3,1.5,14,6,0,6,4,0.6666666666666666
7b0b98d6-dda1-56eb-a217-0a0b41998fad,18,11,8,1,4,4.0,21,8,7,3,3,1.0
e04e1c44-cdb1-5f82-9bb3-d1c539ce3db4,5,4,0,1,2,2.0,13,5,1,5,4,0.8
c59cf0d7-b0e3-599a-a480-bc4493ef91d3,19,11,1,1,9,9.0,31,12,9,2,3,1.5
af01d427-85ad-54a7-bc79-5d9c09b9c0a6,172,78,41,46,36,0.782608695652174,176,90,46,28,23,0.8214285714285714
540232c9-fedf-57ca-aea9-9a4b4c2f1542,10,5,0,5,5,1.0,21,9,3,1,2,2.0
bcbd6aa6-a098-5889-bb0a-9664a65c4bdb,7,3,1,8,8,1.0,5,2,1,6,7,1.1666666666666667
e20e3985-9e05-53f5-9311-fb534621349f,37,26,4,32,22,0.6875,20,6,1,18,5,0.2777777777777778
31fd7bcb-400d-5b36-b33c-6cb5c2d0fa67,40,14,1,8,12,1.5,35,16,5,6,8,1.3333333333333333
b450657c-f9fb-5bfa-9d97-2a689c521b30,21,10,6,33,12,0.36363636363636365,27,11,10,34,5,0.14705882352941177
070c0d6f-0d72-5ea8-bf6a-c06a042e8e05,52,23,10,10,17,1.7,10,4,2,1,4,4.0
02491ecb-f269-5bb3-8437-e323ce4913c2,3,1,0,6,7,1.1666666666666667,13,5,4,6,4,0.6666666666666666
62b6e279-c59c-5d40-9fff-5ad3b97b4dfc,9,2,1,3,3,1.0,14,6,1,5,4,0.8
d2889c11-b893-5dbc-b5ba-0386d9c9f1fd,48,27,8,10,20,2.0,44,12,17,4,5,1.25
ed6427c7-59e4-5126-9feb-06f38f95f7a6,9,4,2,4,8,2.0,21,7,3,2,2,1.0
11d66911-71b8-5e58-8793-845a30b853f6,59,21,8,5,8,1.6,93,56,41,57,7,0.12280701754385964
72feda01-085f-5baf-8f77-c2bd45f55b1d,9,6,6,9,8,0.8888888888888888,20,9,6,3,2,0.6666666666666666
55b8ecf1-98fa-55cd-91d5-82e64aed1cef,52,30,11,21,16,0.7619047619047619,21,8,3,7,5,0.7142857142857143
19a0748d-4ad0-5462-a1a0-e0d12a040319,6,0,0,8,5,0.625,10,1,0,12,5,0.4166666666666667
e5e14291-5ce3-555d-8bfe-4f597709d932,12,6,0,5,6,1.2,14,7,0,4,4,1.0
480deb3e-25e2-5c82-b31d-42aabe620969,35,19,10,25,6,0.24,12,7,4,12,4,0.3333333333333333
34981a97-6ecb-5d9c-8c0a-441e8d89d4d8,6,2,0,4,7,1.75,25,7,7,13,12,0.9230769230769231
38af1f44-b4a5-5461-8013-fa4b0321ff75,34,12,2,18,18,1.0,82,37,27,80,17,0.2125
8b126f34-1fd4-55c4-9a5b-58ceb7bf7db3,37,18,10,17,16,0.9411764705882353,14,7,0,3,3,1.0
84334dbe-e429-5a58-b1b9-aad6de71abc9,9,3,0,11,6,0.5454545454545454,8,3,0,30,5,0.16666666666666666
885efbee-a771-5db7-ac8e-633b14abdd34,63,24,4,23,15,0.6521739130434783,66,29,16,10,9,0.9
f6e701d4-e50a-5bf4-8b65-f0e6cedeb98d,78,67,6,27,15,0.5555555555555556,28,11,9,17,5,0.29411764705882354
92daf189-2fb1-5578-81fd-3d92bdedc14a,49,28,14,5,6,1.2,33,19,8,4,2,0.5
44448d48-1816-5439-95f8-fd399d92b14d,37,20,7,28,14,0.5,71,26,23,53,9,0.16981132075471697
db92218f-2a88-5dd6-8072-28f60fcba193,96,58,12,64,31,0.484375,16,6,1,6,4,0.6666666666666666
78725416-7487-59ae-a80a-11b7d9f5b17d,2,0,0,1,3,3.0,2,0,0,2,2,1.0
77e88976-0132-509d-87e6-b28661ee06e9,93,61,42,19,13,0.6842105263157895,78,42,36,5,3,0.6
0f905113-3e6d-5563-a4f0-3175eeee9cb5,34,17,3,6,9,1.5,32,19,6,8,6,0.75
ec8eb018-4974-535c-8cc9-13ce963008ea,55,28,15,13,12,0.9230769230769231,100,51,16,5,6,1.2
b71fcd2e-ba82-5588-8711-6dccee113e1e,26,11,7,2,16,8.0,36,11,13,2,3,1.5
51d24969-9a70-5de8-8f19-d88d2818f94b,5,1,0,3,6,2.0,4,1,0,2,3,1.5
2736b02b-adae-5e8a-b584-c3eccb1732c1,43,8,0,35,19,0.5428571428571428,24,15,5,4,3,0.75
477e4f46-9eea-56a0-b284-bf041413d132,74,53,14,21,20,0.9523809523809523,263,86,41,133,24,0.18045112781954886
49737f41-e2bd-52ce-8d64-d97749ec31d2,8,5,3,26,11,0.4230769230769231,21,11,7,32,4,0.125
332060a6-a6d0-5e00-9cf7-b39fc217f186,100,64,14,15,18,1.2,67,39,18,32,16,0.5
12d75d25-337e-5194-8de9-4a36384c911b,46,10,4,27,15,0.5555555555555556,28,7,4,16,12,0.75
2579febe-ac02-543b-ab5b-93ef94fd01f9,32,16,8,4,6,1.5,49,21,15,11,4,0.36363636363636365
f85d0e18-aa6d-57d5-b22d-bb6d15f17340,18,12,0,13,15,1.1538461538461537,65,23,18,85,10,0.11764705882352941
15402011-bf43-57ab-81ec-f24444db1bdc,17,2,1,5,6,1.2,9,4,0,2,3,1.5
13476d2f-5ba4-5e2c-bc92-281c22403344,13,6,0,6,6,1.0,7,5,1,5,4,0.8
8d463b84-445d-5645-9811-cef57295d3fa,101,70,22,38,24,0.631578947368421,18,7,8,5,4,0.8
22d239ab-93da-5c54-bc89-d61f14cfbbd7,46,13,3,24,17,0.7083333333333334,20,8,4,13,7,0.5384615384615384
94b0bbc6-dec6-5bb6-a9b7-71c6565dd1ec,10,3,0,2,6,3.0,29,17,4,8,6,0.75
4ed4bcfa-f8b9-5c09-baf3-fce82ce50938,4,0,0,6,10,1.6666666666666667,8,3,3,5,4,0.8
25e574da-badd-56a8-8c26-bb0b742e85a7,112,56,15,51,15,0.29411764705882354,73,43,21,66,17,0.25757575757575757
121126b4-4545-5299-ad80-581d460a37a7,14,2,1,3,4,1.3333333333333333,28,12,6,4,5,1.25
83a9abf4-aced-5108-9ab0-3edde385f4b3,6,5,0,11,13,1.1818181818181819,22,9,3,8,8,1.0
deb0d50b-8f81-5543-ac7e-b45e54cd6461,44,30,19,34,11,0.3235294117647059,79,38,29,24,4,0.16666666666666666
1082bd51-6ae6-5053-8455-9bb3dcbe0669,36,0,0,52,34,0.6538461538461539,3,0,0,2,5,2.5
0b906ae7-489f-55c6-ba1a-f42bebeb8cf9,4,0,0,8,8,1.0,5,1,0,5,4,0.8
a2e908a9-20cf-5e12-a21a-30764bf167fa,49,26,5,23,14,0.6086956521739131,57,17,13,28,6,0.21428571428571427
f549052a-9fc5-52dc-8504-6532156a9bb0,41,22,1,14,13,0.9285714285714286,97,50,17,8,5,0.625
83d6ce20-35b1-5836-bfce-c759b0236f1e,51,17,2,28,24,0.8571428571428571,51,23,8,19,7,0.3684210526315789
da706e7c-05c1-5c71-86f2-afa103a1e019,64,27,5,35,24,0.6857142857142857,32,9,9,9,5,0.5555555555555556
0841245e-801c-5d95-acea-a4cee18fc322,82,31,13,22,21,0.9545454545454546,58,27,16,32,9,0.28125
83fb36ec-e522-58ca-8430-bb8a65807787,64,47,11,26,18,0.6923076923076923,43,23,13,15,6,0.4
751b4fc1-f31d-570c-a618-a47df74a1089,61,32,6,52,31,0.5961538461538461,119,57,17,71,31,0.43661971830985913
14fce066-aae1-5527-8e6e-95453e8297eb,16,6,2,9,13,1.4444444444444444,37,15,10,15,11,0.7333333333333333
11b127b9-640e-5631-ad2f-3d68645ddb39,26,11,3,8,10,1.25,33,16,8,13,9,0.6923076923076923
9608d18a-6d61-5c55-9c4c-7efd5342b545,31,14,2,18,10,0.5555555555555556,2,0,0,2,3,1.5
771baf7b-029f-5a95-a528-f1c50cc9742c,5,1,0,3,5,1.6666666666666667,2,0,0,3,4,1.3333333333333333
bae4a80c-f918-57e6-96d1-6bc2686d6bdd,23,18,4,11,15,1.3636363636363635,53,31,23,19,14,0.7368421052631579
15da2b5f-bbd8-52ed-8503-ec17235adca3,61,55,19,25,18,0.72,77,36,22,120,18,0.15
4e1a996b-6409-5f34-a634-2c2ab460505c,54,39,1,41,32,0.7804878048780488,61,27,18,26,12,0.46153846153846156
a2242792-7cf1-5504-b5cb-07723d91ae8b,43,16,6,7,10,1.4285714285714286,66,33,9,8,3,0.375
55775cb5-34b1-5f9b-a602-e9cc5116a24c,39,14,2,66,10,0.15151515151515152,29,13,6,30,7,0.23333333333333334
c2ce0366-1ec5-5396-b69d-a4c7877b35ae,99,44,17,23,16,0.6956521739130435,7,2,0,1,2,2.0
19e9fe36-2751-5638-93a9-367d2fcf8eb6,129,87,36,24,15,0.625,44,17,6,5,4,0.8
3c016cd9-04de-5ad0-8e57-617e9bfa0ce7,107,38,37,9,5,0.5555555555555556,88,35,36,3,4,1.3333333333333333
b151469f-cedf-5f68-b544-cf04bf8371b0,145,158,56,38,21,0.5526315789473685,23,13,3,7,6,0.8571428571428571
0f70348d-3ea2-5ab2-a98e-e6125c2cb015,32,19,0,1,3,3.0,24,9,0,5,2,0.4
cb7aba06-fc0c-5470-934c-b040f74b6088,79,37,6,28,19,0.6785714285714286,87,43,16,18,10,0.5555555555555556
59941f32-4b5a-54b0-ab1a-2e10cccff51d,42,22,6,26,18,0.6923076923076923,67,16,12,24,6,0.25
bfdd51b8-bb21-5549-b92c-1e00aabeaa94,44,21,2,15,15,1.0,62,23,11,46,11,0.2391304347826087
599ad920-fad1-51d6-b35e-b05e71818bfb,11,7,0,2,3,1.5,25,15,4,4,4,1.0
5a52ea40-272b-5b87-a8ba-246db05cf848,1,0,0,1,3,3.0,8,3,2,3,3,1.0
04d75ac0-4a4b-596d-bb9e-f870da0eb8d2,79,60,26,19,17,0.8947368421052632,25,12,7,2,3,1.5
3e517a35-e9be-5b30-831b-dd21746ef958,20,10,5,4,9,2.25,36,14,12,7,6,0.8571428571428571
53ed7ca7-7d36-5a1b-8477-70cbdac314f6,27,12,5,2,6,3.0,38,13,15,3,4,1.3333333333333333
95ade813-d70b-5fc8-bbe4-72c751bb61de,7,1,0,10,9,0.9,7,7,0,8,5,0.625
bc7f58d0-15ff-5a6c-94ec-1434849373c3,26,13,7,7,15,2.142857142857143,17,10,4,8,5,0.625
19517b6c-2992-57fa-8544-46b1c24f4246,79,48,12,25,21,0.84,74,27,20,4,3,0.75
659419e1-87d2-5b11-8ef1-d8a4b9debe47,24,9,3,6,9,1.5,48,30,20,3,2,0.6666666666666666
ba39d0a3-cc69-5196-8f26-ee6b7c051140,36,24,9,23,15,0.6521739130434783,31,15,5,10,8,0.8
0b0a9aa2-f7e9-5698-b164-fc3219f6db7b,52,26,4,2,7,3.5,64,24,15,31,14,0.45161290322580644
451e04c8-46bf-5512-9f06-7b5d5e7b1a91,15,4,0,7,10,1.4285714285714286,23,9,6,3,3,1.0
c26388a2-8e46-55eb-9294-0cf12d1140c4,27,10,1,8,12,1.5,13,6,1,9,4,0.4444444444444444
06d63d71-674d-539e-b202-41bdeb9c92c8,37,9,4,26,16,0.6153846153846154,78,41,10,25,17,0.68
ed605034-0be4-5220-810d-73e802f02a77,41,20,7,8,9,1.125,60,32,20,16,7,0.4375
54be38c6-8029-5870-b1d3-21725074ebc3,13,6,0,16,17,1.0625,19,9,1,24,7,0.2916666666666667
4ead6d6f-c589-5709-9eaf-da24d5757ddc,26,9,2,6,8,1.3333333333333333,36,13,10,12,12,1.0
8b5bdc3a-9449-547c-a61c-358fccb88d41,61,34,3,34,24,0.7058823529411765,45,31,7,12,10,0.8333333333333334
163bf276-a418-58ed-8158-8b72950fdded,119,67,4,28,13,0.4642857142857143,43,16,16,9,4,0.4444444444444444
2d7896a8-0f90-553c-86f4-301b01c779f5,2,3,0,3,4,1.3333333333333333,10,0,0,10,4,0.4
b51f543e-38c9-58eb-af18-efa7913e53b1,98,42,44,10,4,0.4,39,15,9,9,9,1.0
e850846a-b509-5cac-ac0a-a1a19ccfbe6d,22,11,3,17,18,1.0588235294117647,62,31,19,2,3,1.5
81b8694f-7e54-548c-b460-304edecc2b1d,25,10,5,10,8,0.8,29,14,10,1,3,3.0
f6bee379-37b1-55c1-a414-910e3a98d9cb,33,15,6,40,17,0.425,23,12,6,20,8,0.4
a1db6502-0277-504d-aa5e-fc925663f487,12,4,3,1,3,3.0,44,19,16,31,7,0.22580645161290322
1b7a9328-cb7f-5513-8dee-3af821fa66d0,37,16,1,22,19,0.8636363636363636,29,18,3,17,11,0.6470588235294118
d19c4bbf-295c-5b59-b0e6-5d795960f1f9,3,1,0,1,2,2.0,9,3,3,4,4,1.0
2a84587a-474d-5a51-96ff-a5cb5ee0b52e,22,9,12,20,8,0.4,19,7,7,9,4,0.4444444444444444
93b47c12-c2b5-5aff-86f8-cf5b004d8ff5,63,29,8,14,10,0.7142857142857143,26,14,0,10,6,0.6
e39b5195-0c44-56b9-b779-f496ed6a8f90,29,12,10,9,12,1.3333333333333333,15,6,8,2,2,1.0
b9df9a69-0ee6-5e51-8134-63a35ac981c2,29,13,8,42,15,0.35714285714285715,8,5,0,8,5,0.625
83065352-fc49-55f6-956c-2f82564df1bc,30,10,0,29,12,0.41379310344827586,26,12,0,30,7,0.23333333333333334
e43c8a3b-8a10-5c23-80ad-3e238d0c08b5,72,38,12,50,25,0.5,33,15,9,25,7,0.28
6c494065-1e2e-5397-b640-dbd0b6b2d432,6,2,0,4,5,1.25,2,0,0,1,2,2.0
09c6790c-3df6-5951-963e-79424577e83d,54,37,6,41,29,0.7073170731707317,41,16,10,17,9,0.5294117647058824
1b5196a9-1002-50ac-b65a-e248ef60a56a,50,23,9,75,27,0.36,37,18,10,50,15,0.3
671bc24a-3111-5bb0-aac7-e94d09431d81,19,11,2,4,6,1.5,39,16,15,3,3,1.0
2c63bd83-9b0f-5e3d-b2da-200d41fa3a9f,20,0,0,22,8,0.36363636363636365,1,0,0,2,3,1.5
cb5536de-be71-5010-86bd-734e044c842e,35,12,5,13,12,0.9230769230769231,70,27,21,2,3,1.5
7187bdc5-2a30-5ae3-b3b1-aecfb3f4dc38,28,14,6,5,17,3.4,38,18,10,4,3,0.75
93ba6d5e-67a8-58a8-90ea-a0e3e22f5a3c,15,9,1,32,9,0.28125,25,11,10,59,6,0.1016949152542373
4f0b4ee5-14fb-500b-a913-291cb1d3d20d,39,16,2,24,23,0.9583333333333334,45,17,8,19,13,0.6842105263157895
a2b414f0-055b-5029-9f17-08672d95802b,21,16,4,22,19,0.8636363636363636,41,20,11,23,10,0.43478260869565216
e7488bba-39f4-5df1-ac06-77cd819536cc,10,6,0,2,3,1.5,14,6,0,2,3,1.5
123bf77e-5585-5ef4-9a46-165d6624f576,20,5,1,9,11,1.2222222222222223,16,5,2,3,3,1.0
c75af119-20c0-527a-8588-f25d765a2fa0,28,11,5,15,14,0.9333333333333333,29,15,11,11,5,0.45454545454545453
3cca9874-53e3-53c2-b609-67ac75f534b3,13,7,2,7,9,1.2857142857142858,66,41,2,10,6,0.6
894f7365-39ca-575c-9a4c-4ed12b8fbd91,105,84,9,53,31,0.5849056603773585,67,32,17,70,21,0.3
2244ac97-ef3c-5284-98a7-22135eae295e,31,9,4,12,12,1.0,17,4,0,4,2,0.5
29444221-40f5-5fea-b410-e195acdc160d,45,21,11,174,20,0.11494252873563218,33,14,14,141,8,0.05673758865248227
b49d9cc8-ac07-5fec-89c1-02530cefd6c8,113,70,32,184,44,0.2391304347826087,129,28,52,14,7,0.5
eccc7305-140c-5fb2-b49d-cda2f577f272,36,11,2,15,14,0.9333333333333333,13,5,0,5,6,1.2
d94804fa-2f70-50d4-95ef-402ee11def62,44,28,11,1,4,4.0,94,33,24,4,2,0.5
a5793150-cb59-5502-bf72-5f2890b71d37,53,26,8,9,14,1.5555555555555556,66,34,13,9,7,0.7777777777777778
f42908ed-b5e8-5ed3-98d7-75de4385943b,2,1,0,3,4,1.3333333333333333,2,0,0,3,2,0.6666666666666666
3af1186e-8dc2-5695-b38a-46ee335552f7,87,55,44,23,17,0.7391304347826086,86,52,41,14,3,0.21428571428571427
a3822ff1-93f4-5ca5-920d-8a433dab5896,51,32,11,48,20,0.4166666666666667,50,19,8,29,14,0.4827586206896552
8e2924c1-f387-5264-99b3-be534ad3ae7c,108,53,10,52,25,0.4807692307692308,9,3,1,9,9,1.0
e83bc1b1-3083-5a17-b96e-b69d0f5523cf,114,51,6,77,38,0.4935064935064935,23,6,8,3,3,1.0
11e0a70c-523a-5810-937a-b8308a0a17ed,44,20,25,18,10,0.5555555555555556,34,14,1,15,7,0.4666666666666667
60775333-a897-59b2-8a73-3d21502c5838,115,72,9,92,48,0.5217391304347826,83,47,5,33,20,0.6060606060606061
843941e8-fc4c-5eb3-9bdb-bc93538324b4,44,20,5,13,11,0.8461538461538461,16,9,6,4,3,0.75
33739d86-2a26-5ec1-bc30-05fd577d1bb7,36,16,8,12,13,1.0833333333333333,66,28,14,32,18,0.5625
2af47d6f-d96d-5b93-b440-a511e1ccffd5,25,14,6,14,9,0.6428571428571429,27,13,3,11,7,0.6363636363636364
a476292c-9504-5957-84e1-8334c53a211e,24,13,6,13,9,0.6923076923076923,12,2,1,6,4,0.6666666666666666
18168733-06ac-5285-88a8-2837f9f6d96f,27,16,6,17,9,0.5294117647058824,11,6,1,13,5,0.38461538461538464
