uuid,h_n_lines,h_n_tactics,h_n_have,h_n_premise_refs,h_n_distinct_premises,h_vocab_ratio,a_n_lines,a_n_tactics,a_n_have,a_n_premise_refs,a_n_distinct_premises,a_vocab_ratio
3be40421-1699-52d3-a49c-841fa791d267,67,27,4,38,29,0.7631578947368421,8,3,1,9,6,0.6666666666666666
10a79973-923d-56f1-8c6f-fee00661f644,4,0,0,1,4,4.0,11,3,0,7,3,0.42857142857142855
64e59ca1-824f-5b47-aede-ffe3549a5bea,40,19,6,13,7,0.5384615384615384,51,18,10,20,8,0.4
6c2f39cc-3ebc-566f-9c53-671583befcee,41,26,1,26,28,1.0769230769230769,66,32,22,71,10,0.14084507042253522
140b97a1-0c9a-5209-81cf-8327625edcde,33,17,7,11,10,0.9090909090909091,36,12,9,43,10,0.23255813953488372
c9b221ee-212f-58d0-a1b1-764bc02ef89b,9,7,0,10,10,1.0,9,6,2,9,4,0.4444444444444444
22979a0e-b058-54f9-bf80-1c13a30c61ec,57,23,2,11,11,1.0,79,39,20,6,5,0.8333333333333334
bb42b2d7-369d-5cf1-b20e-97daac762be1,7,4,2,3,8,2.6666666666666665,47,17,14,25,10,0.4
18345a84-9e67-5c0a-8ee6-b52be27eaa24,118,56,23,51,17,0.3333333333333333,73,33,20,104,20,0.19230769230769232
acafa5f0-9083-5b9f-a068-3258e2917829,50,17,1,22,16,0.7272727272727273,28,10,7,3,3,1.0
9e84bff3-411f-50f4-a180-16fb2481e00f,31,15,5,14,12,0.8571428571428571,36,23,11,37,9,0.24324324324324326
5993609f-0f8f-596f-99b2-d805c3f99631,26,13,6,12,5,0.4166666666666667,48,23,20,29,4,0.13793103448275862
a8ddbaf5-afe4-53f0-ac54-3aca7d8d8f77,60,29,10,32,12,0.375,41,24,5,23,9,0.391304347826087
99e5d76f-c7c3-5460-b56b-34c10546805e,38,21,3,23,19,0.8260869565217391,40,21,3,26,13,0.5
10df5193-d90d-5c32-a3e0-d558b1f030e0,44,24,7,19,11,0.5789473684210527,41,17,6,57,14,0.24561403508771928
c5526f61-f724-51aa-b1de-92163949b1db,45,13,8,10,12,1.2,8,3,0,4,3,0.75
2ccda707-dc2f-55e0-a755-904264df86d1,9,6,2,1,4,4.0,2,0,0,2,3,1.5
84099beb-7aae-500d-859a-51485127417e,30,13,2,10,13,1.3,64,19,20,37,12,0.32432432432432434
9eff243f-f227-5e9d-8dae-1c776fb00471,25,4,0,25,8,0.32,32,8,8,99,5,0.050505050505050504
965e479d-7ae5-52d9-9c66-c020b044aab7,56,21,12,5,8,1.6,37,10,11,4,5,1.25
1993a2c7-5d65-5a5a-94c0-71c5371f37ed,42,22,15,6,9,1.5,33,13,10,2,2,1.0
b96a8c2f-3f60-57ab-b129-c19a1f43dd21,66,35,11,26,22,0.8461538461538461,36,12,3,24,8,0.3333333333333333
2bca8b37-87df-55f7-8b02-74dc41c390af,4,1,0,7,11,1.5714285714285714,5,1,0,7,6,0.8571428571428571
f85a44af-a8f5-5231-adc3-55fdea169754,40,23,5,16,17,1.0625,76,42,18,44,10,0.22727272727272727
8c6b1d6b-0ee9-53c4-9448-da3d966c2003,41,23,7,3,8,2.6666666666666665,53,27,14,54,8,0.14814814814814814
f508c4f1-b66e-5c40-82c4-ac9cdc8f369b,24,17,1,7,8,1.1428571428571428,39,24,2,12,8,0.6666666666666666
947e9275-b58e-5e3c-a70c-9252d0969b25,51,27,13,1,3,3.0,57,22,15,2,2,1.0
d7695681-9d0a-553a-a395-3d6bbcd97fc4,48,36,3,21,21,1.0,33,22,4,14,11,0.7857142857142857
842f8a3d-3408-56a1-91d5-866ed7508f3d,66,49,8,11,14,1.2727272727272727,109,45,43,134,15,0.11194029850746269
81dfa8e6-7469-59ef-8803-72bb27400974,39,14,4,24,19,0.7916666666666666,37,18,9,19,7,0.3684210526315789
9b24b68f-95ef-5114-9b47-71581f23f4ef,25,12,0,11,13,1.1818181818181819,31,19,8,12,7,0.5833333333333334
322aaa3d-ff6c-536e-91ca-54f93d028a19,46,21,8,17,11,0.6470588235294118,30,16,10,7,4,0.5714285714285714
7580a01f-ddbf-5556-a2dd-2baa756505d6,97,46,7,7,10,1.4285714285714286,36,17,11,20,10,0.5
a0773184-f895-5f36-8854-28c5f7336cd2,58,32,12,16,17,1.0625,30,18,6,25,14,0.56
e867bee0-525f-57cf-a68e-6017ef4f0401,13,5,2,5,12,2.4,47,18,11,3,4,1.3333333333333333
649ec1cf-dbc6-5520-97b3-459c8966bc43,15,8,1,15,14,0.9333333333333333,10,8,0,14,8,0.5714285714285714
35f4411e-6aa2-5b0f-b5de-e5c8fabbb9f9,47,26,0,30,26,0.8666666666666667,16,4,0,4,4,1.0
6ca646a1-4180-5fe7-bc2d-c7629f765d38,27,20,9,5,19,3.8,20,9,4,1,6,6.0
6e7ea283-a58d-5d07-9087-4b50bf221948,30,12,3,10,12,1.2,33,14,5,4,5,1.25
73f7942c-1845-5fbc-a9a3-eec72bab9378,16,16,2,13,12,0.9230769230769231,31,18,2,10,7,0.7
4140d9cb-ab91-5451-b031-4348feb21579,50,31,0,6,5,0.8333333333333334,21,9,2,2,2,1.0
516b1e91-9b1f-5b42-b722-105df4b9d9c6,23,11,2,7,7,1.0,40,21,5,5,3,0.6
afac4b28-eb3c-5bbf-b098-0f81ad465334,8,3,0,14,15,1.0714285714285714,9,3,0,18,12,0.6666666666666666
14df818a-8e21-568d-9943-c6e3c8d4d5f8,15,4,1,8,13,1.625,46,14,11,11,10,0.9090909090909091
1e75253e-1822-58b9-a1c9-bec906d6b3fe,54,12,8,17,11,0.6470588235294118,49,13,8,6,4,0.6666666666666666
2485e288-fc83-5b04-980d-5a9d2dba83d5,24,9,3,13,17,1.3076923076923077,37,15,9,17,10,0.5882352941176471
fb40dc60-5f97-5164-8820-2dc28dcdf553,21,20,12,26,5,0.19230769230769232,14,5,4,23,10,0.43478260869565216
cb04239d-fd65-5ca7-9cf7-c6e96e485d3c,24,12,3,8,9,1.125,40,16,13,15,12,0.8
e3bb7393-56fd-5c62-b74a-95aedf57da18,55,23,17,49,15,0.30612244897959184,128,48,62,102,7,0.06862745098039216
a0095248-0824-57f7-89f8-3f4f28232a19,29,17,3,2,4,2.0,43,22,14,5,4,0.8
f87b20a4-a78a-5fab-8e2f-686ca32443ae,15,10,1,6,4,0.6666666666666666,23,8,1,12,8,0.6666666666666666
99a6edea-0cb4-510b-92a1-f14af5d022fc,45,34,2,27,19,0.7037037037037037,51,17,13,49,14,0.2857142857142857
e492bd2e-cf15-5003-ad9d-f96169375846,17,10,1,4,6,1.5,30,12,9,5,6,1.2
e6e0a67e-a3b8-597e-897a-8a1c75ff1adb,65,37,14,15,14,0.9333333333333333,25,8,3,3,3,1.0
d59a9513-7264-58c8-89ab-271f89cb1246,23,13,3,10,11,1.1,47,25,19,12,10,0.8333333333333334
c0c7a36e-0edf-59f7-8994-ff4b1a001a83,25,15,0,13,18,1.3846153846153846,39,21,9,24,12,0.5
6de1172d-929e-5076-a456-44fa9257b337,67,31,21,2,4,2.0,99,33,26,39,13,0.3333333333333333
47c28704-506b-5bf9-b5e3-570cf5205497,24,8,3,14,10,0.7142857142857143,43,12,7,8,5,0.625
dfae9f87-57ea-53d5-a29b-54dc297d71d6,65,21,12,32,20,0.625,29,11,2,16,7,0.4375
c6caa552-818a-5840-abdd-9e1d8919e561,41,15,5,18,14,0.7777777777777778,51,24,17,14,8,0.5714285714285714
02f18045-4cb7-5510-8b2e-9ed21aeb3e0d,51,34,12,13,15,1.1538461538461537,32,18,12,4,4,1.0
86914820-081d-539f-868d-6fddc5642c89,23,16,7,22,9,0.4090909090909091,5,3,0,2,2,1.0
fc8ce097-0b28-52c6-95a7-134caf6b35e6,10,5,0,11,9,0.8181818181818182,20,7,6,33,18,0.5454545454545454
89abbe54-4c7f-5d95-98f4-11eb6b6e50ac,35,21,1,15,8,0.5333333333333333,58,24,19,3,3,1.0
1a87e145-3743-5c23-b4a1-d9a3d5903873,9,3,1,5,6,1.2,10,3,1,4,5,1.25
9b1e2bdf-9ddb-56ee-8892-e4f98c64381c,64,31,5,40,16,0.4,24,12,7,2,3,1.5
16b9baf3-5bf2-5599-9f6b-5c5dc6ca566f,64,29,21,19,8,0.42105263157894735,44,22,12,31,8,0.25806451612903225
fba502ed-9674-5101-ab4c-31f3feed5fd6,12,5,0,26,16,0.6153846153846154,9,3,3,10,5,0.5
f6b0c526-9421-5b86-9e04-b168f6ded2db,27,19,7,16,8,0.5,14,9,4,8,3,0.375
9216aca3-7ce4-5ada-9a1a-6095e10a01fb,47,28,4,14,12,0.8571428571428571,50,31,6,17,9,0.5294117647058824
10bd73b4-881c-5812-8476-3cfbdced04a5,22,10,4,1,19,19.0,55,21,24,9,8,0.8888888888888888
dc3efc48-5a50-5d4a-b27b-d3b9041a6016,8,2,0,2,2,1.0,7,2,0,2,2,1.0
1f6f597a-b94f-5205-a5a8-9ce3dd461c62,184,99,40,104,34,0.3269230769230769,60,34,11,13,6,0.46153846153846156
f20f3fbd-5824-5725-b953-7e025332ec19,25,10,4,11,12,1.0909090909090908,21,8,4,8,8,1.0
a3d34b33-9582-50f7-82c3-91d769e6c481,80,43,31,28,11,0.39285714285714285,106,47,19,27,9,0.3333333333333333
a3bb836b-8b77-5c14-aa41-da1f954fb4aa,6,3,0,1,4,4.0,6,3,0,1,2,2.0
26a07f50-74a2-57c6-afd0-b9ef9869c294,39,16,2,10,9,0.9,48,13,18,1,2,2.0
2fadaf57-87f0-5cb5-b81d-984e02b8e7a8,14,6,0,13,11,0.8461538461538461,18,8,0,7,5,0.7142857142857143
c287c8cc-ab8d-5dcc-8043-bc73ab4de2c7,24,13,5,52,7,0.1346153846153846,30,12,7,68,11,0.16176470588235295
56fe714b-23c1-5aa8-abce-31f0df00b3e4,62,49,1,16,12,0.75,17,7,0,14,7,0.5
cf04353a-d16a-532a-9815-73c15128d1d7,25,18,0,10,13,1.3,24,8,9,6,7,1.1666666666666667
210eaba6-c82b-5b46-b920-ca170dff0dc7,28,9,4,3,17,5.666666666666667,20,7,4,5,5,1.0
187c2515-5873-51b6-a07a-50cf8128c5bc,25,21,2,28,23,0.8214285714285714,2,0,0,2,2,1.0
0b319a0b-f546-5a2a-9ace-8685ef9e2c95,34,25,4,19,17,0.8947368421052632,53,31,13,18,14,0.7777777777777778
1d8c3d03-d925-5c09-af22-9799cd2e5e0e,37,26,2,39,27,0.6923076923076923,70,32,13,30,19,0.6333333333333333
b1d6496e-b0b3-5d80-9b7c-b1642aaae059,62,37,19,30,27,0.9,76,38,20,20,15,0.75
7c5427fa-34ab-55de-b983-2aede75221d3,57,29,3,47,18,0.3829787234042553,110,53,40,160,22,0.1375
9104a005-ff18-55d7-9e7f-6a70d13c378e,39,23,5,16,16,1.0,22,9,2,15,7,0.4666666666666667
5df7dd97-ce82-5eab-b0b7-9585ff4405ca,88,42,27,48,13,0.2708333333333333,68,36,20,45,8,0.17777777777777778
e6f73d93-e016-559e-9620-44c373eca67d,82,51,15,15,15,1.0,91,39,19,16,9,0.5625
5d0775c5-9cde-5dcb-a83e-e05635becf20,111,56,47,29,11,0.3793103448275862,121,58,46,29,10,0.3448275862068966
f3f84352-f120-52a8-9f52-510912963117,37,25,3,41,15,0.36585365853658536,69,27,11,36,14,0.3888888888888889
592b30d0-ecbf-5c40-9c7c-4db864f97998,25,16,6,7,7,1.0,23,11,4,7,6,0.8571428571428571
e231138c-5f72-5c50-a292-b9cdaaab2276,69,28,20,19,14,0.7368421052631579,59,20,15,13,8,0.6153846153846154
d8b97176-41cb-5a04-9f1c-30624b92a1f4,8,2,1,3,3,1.0,15,8,5,7,4,0.5714285714285714
45469582-7e4a-570c-af76-81b0b1787e2b,23,11,2,10,8,0.8,21,12,1,14,9,0.6428571428571429
307b4a6c-e293-523d-9de7-cb7b6cbc139c,19,14,1,2,4,2.0,45,22,17,67,12,0.1791044776119403
2dec51aa-36ae-531b-98d8-0f63c9030917,12,8,2,11,17,1.5454545454545454,28,12,7,18,10,0.5555555555555556
1ae1b669-22ff-5d11-8ad3-0fff37bb00d4,22,25,0,8,10,1.25,118,54,38,22,11,0.5
6c83a30c-82a6-5060-ad42-546860b1ced8,34,19,8,60,18,0.3,60,29,24,57,5,0.08771929824561403
a6e402d7-7bd7-5e5f-9199-45cbe62aadb7,158,69,49,62,29,0.46774193548387094,78,25,27,2,2,1.0
936422d1-1b1e-5f17-b511-0b17bbb84d30,13,10,1,12,5,0.4166666666666667,22,8,10,15,4,0.26666666666666666
20da7b4c-36e5-5756-a920-437a98f290e4,5,3,0,13,16,1.2307692307692308,4,2,0,14,5,0.35714285714285715
045087bc-da43-55a6-9c62-035e8b970126,33,20,5,8,9,1.125,85,48,29,6,5,0.8333333333333334
da3e1a21-10ae-52b0-bcde-600cada7dd4d,4,2,0,24,9,0.375,18,8,4,48,7,0.14583333333333334
e84b0e4d-e6ce-5d38-aed0-10ea67a22d86,76,44,20,14,16,1.1428571428571428,74,35,26,57,11,0.19298245614035087
da3b17ea-3703-5b40-a2bf-32ff8b4f0907,136,83,49,47,34,0.723404255319149,81,36,34,8,6,0.75
f28120a2-992b-583b-9d32-85ba9ce03e57,18,14,6,12,16,1.3333333333333333,21,9,5,7,8,1.1428571428571428
c3b332ce-4b46-5546-923c-89bafc8d7691,5,2,0,2,14,7.0,18,6,0,7,4,0.5714285714285714
7a31f4fe-730c-54f3-aca1-b9c1f95f7872,72,36,22,81,36,0.4444444444444444,75,43,14,29,15,0.5172413793103449
8fa72092-f99b-593d-9bdb-427a75afbd6f,8,4,0,2,10,5.0,4,2,2,2,3,1.5
aeea59f5-2c95-52a8-97b5-cae174587bb5,40,40,4,14,11,0.7857142857142857,52,17,5,39,7,0.1794871794871795
5bbcb782-3f08-55ea-895c-cc12e3efb171,91,61,5,80,54,0.675,8,5,1,12,6,0.5
446352d0-48fd-5c3c-984c-3cdf45517048,32,18,12,3,6,2.0,35,20,13,4,7,1.75
08063e2d-5cc0-5981-8d49-c1640fb68406,45,15,6,21,16,0.7619047619047619,50,25,18,22,8,0.36363636363636365
896a11b6-5a91-59bc-ba4a-feb262e6c63d,85,57,7,16,7,0.4375,17,4,0,15,9,0.6
8e8fb87c-d922-5946-8771-a15ce5895952,37,15,3,22,13,0.5909090909090909,61,24,16,64,17,0.265625
4d214390-a124-5dac-b878-2884c49c832b,37,18,5,18,12,0.6666666666666666,33,18,7,16,6,0.375
eddf9635-1296-5501-be81-72157d9ea10a,25,13,5,20,11,0.55,23,10,4,16,7,0.4375
93b3229a-ce6c-53c8-a38c-00312f3dc3a5,68,27,5,24,21,0.875,96,35,38,5,7,1.4
f624aeff-9482-51bb-8c47-69563791b46b,33,16,0,6,11,1.8333333333333333,38,19,9,15,11,0.7333333333333333
f59827f2-22d9-5f10-9187-d646d128c19a,9,5,2,12,15,1.25,18,5,8,2,3,1.5
0ab4e485-bfe0-5d71-baa8-74551952447b,69,54,5,24,7,0.2916666666666667,64,22,14,4,4,1.0
68e92791-6d59-520e-9602-538e9b877fe1,62,26,7,2,6,3.0,49,21,14,14,8,0.5714285714285714
3bce5532-7a80-5591-8163-dac6bbced91e,68,48,26,32,9,0.28125,46,25,10,41,11,0.2682926829268293
421b9bfa-05b8-56fe-804e-050e1d2eac88,49,29,7,28,13,0.4642857142857143,22,8,6,7,5,0.7142857142857143
aaed8f40-1d38-50b5-a165-603aae3a6747,8,4,2,9,9,1.0,5,3,2,3,4,1.3333333333333333
55fe8a19-1810-572f-8c3a-ef44ad4680f2,11,6,0,13,14,1.0769230769230769,6,2,0,5,5,1.0
6feb5e2a-c697-5a49-a47f-1e6cf6347937,26,11,5,15,15,1.0,20,8,7,28,19,0.6785714285714286
1191b828-10d7-5e5c-b032-b385d8c2383f,1,0,0,2,3,1.5,2,0,0,2,3,1.5
6c46a906-572e-5053-988b-9dbee49a954c,125,72,23,61,44,0.7213114754098361,18,8,0,7,4,0.5714285714285714
d759159d-f1ce-5b09-a4e2-672269779587,52,24,13,16,13,0.8125,44,21,14,1,2,2.0
6c2f75f1-531b-556e-bc7a-7421796fc6a0,28,16,2,11,16,1.4545454545454546,47,22,14,12,14,1.1666666666666667
82f26bd9-6f81-5479-961f-08d3d6b03fa1,17,14,0,10,14,1.4,11,7,0,4,4,1.0
8a2bb28e-e910-5978-b296-151a1bf9425a,65,37,9,32,19,0.59375,59,26,25,26,11,0.4230769230769231
8e079cb0-da36-524c-8da2-91dd5ac49406,33,22,6,7,8,1.1428571428571428,85,43,26,19,7,0.3684210526315789
529b865b-6aeb-5e07-9d7f-3d738cc11d35,38,12,9,19,18,0.9473684210526315,85,33,33,11,9,0.8181818181818182
4eae2536-a8b0-5d82-ac32-40d6bddfc801,3,0,0,8,13,1.625,8,2,2,16,6,0.375
eeb3bb08-a9d4-5130-9891-9585c5565bf1,16,9,5,5,9,1.8,62,26,24,10,6,0.6
e0e71d23-0809-5691-91a4-f95fa638095a,119,75,7,48,17,0.3541666666666667,3,2,0,3,3,1.0
fb3a976d-053e-519a-9c88-ff742d199035,81,57,19,44,31,0.7045454545454546,81,43,26,46,13,0.2826086956521739
ece7940a-2773-5b62-94af-82dc4527604d,40,32,13,16,13,0.8125,12,6,1,3,3,1.0
5a186a3d-8967-5f75-9753-e3d796759475,49,33,4,15,10,0.6666666666666666,92,37,29,106,12,0.11320754716981132
734d8678-7142-5293-9181-ababa937832c,42,20,8,19,17,0.8947368421052632,64,34,26,11,7,0.6363636363636364
f599feb3-192b-598f-8852-231090b855d1,4,4,0,2,11,5.5,36,15,12,7,9,1.2857142857142858
08f02264-118f-5c79-8ffe-7d48137fc58f,30,16,4,14,10,0.7142857142857143,14,7,1,5,4,0.8
154a2f43-a5cf-5417-8544-597955b06957,54,24,7,32,18,0.5625,7,2,1,10,5,0.5
83330ae9-5ccf-5e02-bfbd-4ce602f2c35a,28,20,9,18,11,0.6111111111111112,43,20,15,15,12,0.8
e2073f3b-7c07-561f-867f-3a670156b5f9,26,12,4,7,14,2.0,60,24,12,4,3,0.75
5a4d9414-e447-5ed4-bb34-ca6539204ad6,65,59,11,66,47,0.7121212121212122,36,30,7,37,26,0.7027027027027027
9b461a0f-fc38-5cf2-8a00-140d1d3dd551,21,12,2,19,13,0.6842105263157895,15,5,4,21,10,0.47619047619047616
a092441a-3a69-5a04-bc73-3ea1fe14fb56,71,41,5,38,31,0.8157894736842105,86,35,25,10,9,0.9
e51bf01c-69ba-5485-8c47-a3ee2734dc5a,66,36,8,6,3,0.5,34,15,2,14,10,0.7142857142857143
78fd69ee-324c-538d-9ee7-b23a8120956f,13,5,3,7,7,1.0,8,3,3,2,3,1.5
f919f46c-3dba-507c-9877-2e932133ae25,35,20,6,11,12,1.0909090909090908,35,19,3,17,10,0.5882352941176471
a6d3d1d1-dc5b-598d-a9cc-80b5699515b5,47,42,4,20,14,0.7,67,38,11,29,11,0.3793103448275862
fd927e09-7003-5ca0-befe-f035a872be5f,130,65,25,15,7,0.4666666666666667,152,61,53,19,5,0.2631578947368421
66307ab0-1a96-5084-8ae0-2e09ef77e7ef,2,0,0,1,3,3.0,2,0,0,1,3,3.0
e21630bd-33bf-5996-897a-cc057d716328,68,33,10,1,6,6.0,48,17,13,47,13,0.2765957446808511
006994c7-6358-5217-b3fd-b210a668dbb4,37,14,2,11,12,1.0909090909090908,39,18,13,9,5,0.5555555555555556
ebe211fd-210b-534c-a961-623ce187c09e,78,49,5,9,9,1.0,52,32,5,10,9,0.9
406dbedc-d8b2-5e72-bd21-4463865e1f9e,11,9,0,24,17,0.7083333333333334,15,7,6,31,6,0.1935483870967742
71ee0538-d0cb-5f76-ac90-8385a1315902,93,40,24,45,16,0.35555555555555557,82,38,24,36,7,0.19444444444444445
d0941621-e35f-5f2f-b340-b1f5f4e6a7e0,29,15,1,54,14,0.25925925925925924,16,4,3,15,4,0.26666666666666666
0156cf6d-2cf6-55ad-9aa9-3a3bb3fae2ce,32,16,2,9,10,1.1111111111111112,13,7,1,3,3,1.0
4675a93e-ed3b-5516-b432-0bb6996d72df,14,3,5,7,6,0.8571428571428571,15,3,5,6,4,0.6666666666666666
39dac66a-30b0-5c5b-8ff1-1a486e407b9a,26,11,2,10,8,0.8,27,8,13,8,9,1.125
ab0f093e-c2bf-5dd4-acc5-a0aab92d5d4d,29,16,2,34,29,0.8529411764705882,13,4,2,9,7,0.7777777777777778
1f151570-7748-5249-8c48-5d2951b50993,16,6,0,15,17,1.1333333333333333,35,20,8,8,9,1.125
669a1192-881f-55f9-911b-791438beb743,45,20,5,20,20,1.0,68,26,16,16,11,0.6875
ebc1acfa-b6af-5d13-a8e9-088d0942299b,259,99,45,36,4,0.1111111111111111,107,40,15,13,3,0.23076923076923078
c6689f42-0a1f-52fe-b2ee-fd4396a3a463,38,16,7,25,14,0.56,25,12,2,20,10,0.5
7948db81-333d-560c-8ec4-5ca012c87b2f,35,3,1,4,16,4.0,65,30,22,15,16,1.0666666666666667
fdbb3b54-1a23-5c54-bb4a-d81042a1412d,88,23,2,76,36,0.47368421052631576,41,4,1,43,11,0.2558139534883721
eb8281ab-886f-5520-a607-a04314795687,8,6,1,1,3,3.0,17,6,8,1,2,2.0
8316b478-86ae-5839-8dfa-f1e4886fb762,17,10,4,14,12,0.8571428571428571,25,10,0,17,8,0.47058823529411764
d3386314-5e74-5bb0-98c3-91192d55a24c,6,2,0,4,7,1.75,21,9,3,5,5,1.0
093e8d88-7b52-5c3b-a947-590f1e25169b,57,25,5,30,18,0.6,92,38,29,9,8,0.8888888888888888
e1820ffe-59f3-565a-b48f-e327cdf093f6,19,9,0,9,6,0.6666666666666666,35,10,4,6,4,0.6666666666666666
849a0a8a-64c4-5ff4-98cf-3cbec13c33b9,55,35,6,2,8,4.0,62,29,11,35,10,0.2857142857142857
e682d4d3-f44a-5361-9194-1ddb8a213f23,76,29,0,17,13,0.7647058823529411,99,56,22,9,6,0.6666666666666666
98599489-3165-555e-b749-778e992439fa,33,17,7,7,13,1.8571428571428572,22,10,5,3,4,1.3333333333333333
0d17e1c3-cf6e-5204-8297-95f6fd36717d,16,3,0,2,3,1.5,23,12,4,6,6,1.0
e0e159b0-9572-5eca-8833-d4ddfa2a8f8c,31,14,6,22,8,0.36363636363636365,3,0,0,8,3,0.375
c8f98e90-0f99-5e6f-b7cd-0760da798c18,25,19,9,31,12,0.3870967741935484,20,9,4,26,16,0.6153846153846154
f31c3661-4be4-513e-91f1-a8b319bacbf7,8,5,0,7,8,1.1428571428571428,3,1,0,6,4,0.6666666666666666
e0f26d7b-0c8a-5dd8-9a37-01d70d721892,95,50,13,52,23,0.4423076923076923,40,16,11,41,6,0.14634146341463414
b042f469-2c60-5d26-865c-fea5bbe9b5e9,70,25,3,21,17,0.8095238095238095,61,25,17,12,9,0.75
47fc5e13-f54a-55e4-85b7-af3dd92660a4,98,39,27,84,33,0.39285714285714285,48,26,18,41,12,0.2926829268292683
9a445e92-7566-5386-8027-2fe62843df17,15,6,4,15,16,1.0666666666666667,48,28,18,14,13,0.9285714285714286
162dda01-0d74-5fb3-a4b8-2eb5abc518b4,11,5,3,4,7,1.75,58,24,27,15,4,0.26666666666666666
180050f6-8bd2-50a0-a9d6-0213b3fe7e49,41,21,6,3,5,1.6666666666666667,19,8,4,3,3,1.0
9a50fe82-d9fe-5cf3-93ff-11d1dcafb209,107,65,11,15,16,1.0666666666666667,54,24,4,12,7,0.5833333333333334
902e2a57-73a8-5021-995c-1e11af9b5a57,9,2,1,5,7,1.4,13,5,3,3,3,1.0
ce9aff5a-6716-586e-9017-f6697dacd46a,66,37,18,84,15,0.17857142857142858,49,21,19,74,17,0.22972972972972974
751b1be4-5849-5ad9-b936-44115a43b5c6,65,36,8,42,33,0.7857142857142857,37,12,3,5,3,0.6
4027aca3-7000-557e-a4f2-62626a090941,18,8,5,6,6,1.0,31,10,9,17,7,0.4117647058823529
4debfe05-d174-5ed1-b8d0-9512ab8c8fed,33,17,12,26,20,0.7692307692307693,47,14,23,6,10,1.6666666666666667
1356d3a6-113b-53dc-bd11-461fe7923419,76,51,13,18,14,0.7777777777777778,67,30,17,22,8,0.36363636363636365
7b176d5c-a696-556d-8bdb-40b6f9f3c224,69,40,9,8,11,1.375,76,29,23,5,3,0.6
8c8a90e0-ea24-5b61-84ee-32ab13167c21,125,46,30,111,32,0.2882882882882883,106,54,31,87,25,0.28735632183908044
88721c33-2052-50ba-b4eb-84f7458532cb,144,75,58,55,12,0.21818181818181817,33,19,3,1,3,3.0
1184f5be-f45e-5dc5-b281-c61eb43afba2,55,30,7,26,13,0.5,63,29,20,11,5,0.45454545454545453
6425fc67-a2f7-57b8-8ac4-de4c44f415b0,30,13,4,18,18,1.0,32,18,15,12,8,0.6666666666666666
ab1eccb3-e1a4-5f94-a199-d3d1e65d2b01,104,47,4,24,15,0.625,32,11,1,7,9,1.2857142857142858
8d2bcfbf-aeb6-5cc9-add2-14dbc7f6c7c5,68,46,9,10,9,0.9,28,5,4,5,3,0.6
7c8c6436-b620-5683-98bc-7421318c6553,56,27,9,4,6,1.5,22,9,4,3,3,1.0
720fc86a-793a-5812-a0da-18eaa29247ca,62,28,5,38,18,0.47368421052631576,75,38,32,52,11,0.21153846153846154
3a87aeb7-343e-57af-9f30-b16aa5d7ef2a,48,20,1,9,9,1.0,37,17,8,4,3,0.75
8016ed30-3a92-51da-87b8-0f753c3dfad1,54,19,7,13,12,0.9230769230769231,32,15,8,5,5,1.0
e74dbedc-088b-5bac-9f92-78c649b00eb3,143,62,38,34,23,0.6764705882352942,125,52,45,8,3,0.375
bc3e9c75-d1bf-55f5-b7ed-9608c63922a0,13,6,2,3,5,1.6666666666666667,62,27,18,9,4,0.4444444444444444
468d362b-50eb-5584-abdb-872f4366a3f0,14,6,4,4,7,1.75,5,1,0,1,2,2.0
a21de4da-2476-5503-8f27-ccb7d8b7895e,48,27,3,9,13,1.4444444444444444,70,35,22,24,7,0.2916666666666667
26838677-79f9-522d-aa75-7b613beedbd0,47,29,10,20,11,0.55,61,31,15,16,14,0.875
99eea8ae-ef0d-5735-8bc3-1ab236f59af4,6,3,1,5,8,1.6,6,1,1,3,4,1.3333333333333333
2f3c178b-f095-5e8c-ada6-88c7d27094c8,145,76,14,11,5,0.45454545454545453,30,11,7,6,6,1.0
b7ca8364-b957-50ea-b3e0-39555d2c5851,11,4,3,5,12,2.4,15,7,4,14,7,0.5
f26ec3c3-0d04-5578-bebb-12b1b4c1e029,12,8,0,2,3,1.5,11,5,1,5,4,0.8
45d4ea87-ea3f-59bc-adc3-bfb73f7721a3,4,1,0,5,5,1.0,4,1,0,5,5,1.0
2365d5ee-baf7-5848-a279-26d30dc76aa5,11,3,0,26,12,0.46153846153846156,6,3,1,12,7,0.5833333333333334
44c80762-fa80-5d98-90e6-c9e3d26547ef,9,4,1,6,3,0.5,8,3,1,5,4,0.8
2e9313e6-3454-5448-9d07-af02fa4924f1,31,13,11,10,5,0.5,40,19,12,15,7,0.4666666666666667
9ea28b25-e45d-5996-bdce-757941189521,22,9,3,17,12,0.7058823529411765,27,17,7,36,13,0.3611111111111111
587bb54c-6ca2-5e00-9f36-ad503760485e,8,5,0,4,9,2.25,18,9,9,3,4,1.3333333333333333
41dc1a27-c293-5319-9279-edddf43947f2,25,14,4,13,17,1.3076923076923077,58,27,18,3,4,1.3333333333333333
84cbeacd-eb58-5269-b4be-ae82406612a6,70,31,33,16,12,0.75,57,27,21,18,8,0.4444444444444444
36288ba9-acbd-56a9-8237-d82a7b1c1f94,6,3,0,4,8,2.0,3,0,0,1,2,2.0
5cbaff2d-6ac2-513f-b718-7d5939a42753,31,18,4,3,5,1.6666666666666667,40,18,7,7,7,1.0
