uuid,source,h_n_lines,h_n_tactics,h_n_have,h_n_premise_refs,h_premises_loose,h_premises_strict,a_n_lines,a_n_tactics,a_n_have,a_n_premise_refs,a_premises_loose,a_premises_strict
e7488bba-39f4-5df1-ac06-77cd819536cc,olympiads,10,6,0,2,3,2,14,6,0,2,3,2
123bf77e-5585-5ef4-9a46-165d6624f576,number_theory,16,7,1,5,6,5,16,5,2,3,3,2
c75af119-20c0-527a-8588-f25d765a2fa0,olympiads_ref,19,11,5,6,4,3,29,15,11,11,5,4
3cca9874-53e3-53c2-b609-67ac75f534b3,math_train,12,6,2,6,4,3,66,40,2,8,5,4
894f7365-39ca-575c-9a4c-4ed12b8fbd91,olympiads_ref,96,84,9,43,25,13,64,32,17,57,16,10
29444221-40f5-5fea-b410-e195acdc160d,olympiads,32,21,11,157,8,2,33,14,14,141,8,3
b49d9cc8-ac07-5fec-89c1-02530cefd6c8,amc_aime,95,58,27,123,17,1,129,28,52,14,7,4
eccc7305-140c-5fb2-b49d-cda2f577f272,olympiads_ref,27,9,2,1,2,0,13,3,0,1,2,0
d94804fa-2f70-50d4-95ef-402ee11def62,math_train,38,26,11,1,2,1,94,33,24,4,2,1
f42908ed-b5e8-5ed3-98d7-75de4385943b,math_test,2,1,0,3,2,1,2,0,0,3,2,1
3af1186e-8dc2-5695-b38a-46ee335552f7,olympiads,82,53,44,16,5,2,86,52,41,14,3,0
a3822ff1-93f4-5ca5-920d-8a433dab5896,math_test,44,30,11,38,14,11,50,18,8,27,13,10
8e2924c1-f387-5264-99b3-be534ad3ae7c,olympiads_ref,107,53,10,51,23,11,9,3,1,9,9,4
e83bc1b1-3083-5a17-b96e-b69d0f5523cf,olympiads_ref,92,46,6,56,24,20,23,6,8,1,2,0
11e0a70c-523a-5810-937a-b8308a0a17ed,olympiads,44,18,25,16,8,6,34,13,1,6,6,4
60775333-a897-59b2-8a73-3d21502c5838,amc_aime,108,70,9,80,38,37,83,47,5,33,20,19
843941e8-fc4c-5eb3-9bdb-bc93538324b4,olympiads,38,19,4,5,4,3,16,9,6,4,3,2
33739d86-2a26-5ec1-bc30-05fd577d1bb7,aops_forum,36,17,8,8,6,4,61,24,14,26,13,11
2af47d6f-d96d-5b93-b440-a511e1ccffd5,olympiads,25,14,6,12,7,5,27,14,3,7,6,4
a476292c-9504-5957-84e1-8334c53a211e,math_test,21,12,6,12,7,4,12,2,1,6,4,1
18168733-06ac-5285-88a8-2837f9f6d96f,olympiads,25,15,6,13,5,1,11,6,1,13,5,1
60e97ffa-a6de-53bd-9973-07ae9b26eb1d,math_test,13,5,1,9,5,3,29,10,10,13,5,4
b9118bc5-e434-5062-be02-b800420f492c,cn_contest,60,32,23,36,7,5,57,23,17,40,6,4
c97139ad-f923-560a-b18d-86d398ff4a49,math_test,3,1,0,7,7,6,2,0,0,4,4,3
d0640974-f5a2-5e02-989e-e6be1c86184d,cn_k12,26,24,0,7,8,6,83,36,21,9,4,2
da17b2ca-7ff9-5650-b7dd-517aeb8fc84c,math_test,4,1,0,3,2,0,4,1,0,3,2,0
10650c37-e536-5810-962a-05fa1a5587a8,math_train,13,8,1,3,5,3,57,25,21,5,4,2
5dffb97b-78a5-53f7-a8a9-df4419c474cb,olympiads,6,3,1,5,6,4,7,3,1,4,5,3
32d5762e-0df0-5ad9-98df-964326d3ff0c,aops_forum,14,7,7,18,6,5,22,1,2,11,4,3
3f5b1fb7-aa76-5904-9df2-b77d843efa71,olympiads,68,31,25,1,3,1,98,44,36,1,3,1
2349ac1c-300c-5c13-990d-2ac7b17d29b4,cn_contest,43,19,18,6,8,4,71,37,26,38,16,12
1565703f-1366-5b92-a1b1-4b48e5be7a8a,cn_k12,10,4,2,20,8,1,5,2,0,13,7,1
cd8c746f-11ee-5edb-bcc7-2432dc350a34,olympiads_ref,16,13,0,1,2,1,49,12,11,1,2,1
6e147c70-bbad-585b-844f-0b9ca1ddadc5,cn_contest,16,5,3,4,4,2,19,9,7,7,3,1
52f16799-a7aa-5d03-84bb-fd4932e4508b,cn_k12,34,14,3,1,2,1,42,20,10,2,3,2
7b4e92f2-e55d-5922-b8c4-8b55b569ce06,math_train,48,23,10,6,6,4,39,19,5,6,5,3
b7f41f9e-d676-5de9-8d0d-1855c18afde9,aops_forum,4,1,0,2,3,2,5,2,1,2,3,2
da514e4c-d375-5cc5-b5e3-f6409bcd6619,olympiads,15,9,2,2,4,0,39,18,12,17,11,7
dc9cb78f-fd03-5778-aaca-132218b533d2,cn_contest,34,19,15,11,8,6,15,9,5,26,7,5
3719e144-df13-5f3e-bbb4-7abab9406cb6,amc_aime,16,11,6,15,5,4,48,17,15,22,5,3
5aa70a6a-9937-5a70-b238-b6bfd37bd8b2,cn_k12,47,23,9,16,14,10,105,54,30,9,8,5
3b516e7e-a69d-5716-b674-eb9c3fefe447,math_test,2,0,0,1,2,1,2,0,0,1,2,1
d5b0a5dc-26ed-5c76-8e7f-e2d2c116cf75,olympiads_ref,57,56,8,41,23,21,149,67,28,18,6,5
5252d17a-4b5b-5a8e-8ca9-0b636ee7a894,olympiads,49,18,15,2,2,1,49,17,13,2,2,1
bfc71e7a-7d00-56c1-9f8a-f910bab7c159,cn_k12,29,14,5,3,7,3,46,25,14,11,11,6
9b98a189-7e9b-52d8-a1ca-d09fe055f97a,amc_aime,56,33,3,15,9,8,12,4,1,12,6,5
dc4ec2f7-d2bd-5971-a718-52df0de51056,olympiads,26,21,0,54,13,10,44,15,7,19,7,4
0bd33b17-db20-5c09-bbf2-b8fb2711e76c,olympiads,48,25,20,2,3,2,16,6,6,6,4,3
ab87c22d-989c-5f18-a2a8-3aef56040a8b,cn_k12,14,19,0,9,7,3,34,14,9,23,7,3
ab6f39d6-c009-58d6-be6f-0ad7f1035415,math_test,12,6,3,4,4,2,39,20,13,9,4,2
c85dc2aa-bbdd-5c41-b5a6-7e5ae85fc1e1,olympiads,19,9,7,32,4,3,19,10,7,34,4,3
f404a8e6-2e64-5381-ad88-1b0282705360,olympiads,55,32,5,18,14,12,103,57,35,20,3,2
f9c16136-d167-5494-bd98-5139ba5c7673,cn_k12,33,15,5,17,17,8,13,9,8,9,13,6
3b301d3b-fba3-5c8b-9f9b-369bf6600a25,olympiads,25,10,6,7,7,1,118,50,20,15,9,3
cc0abb49-9edf-54e7-82d7-46ad37859cfc,olympiads,3,0,0,4,4,3,3,0,0,3,3,2
f03967ce-7b12-57d9-99c7-cd0434d59863,number_theory,9,2,0,2,3,1,41,13,14,9,4,2
8a7b7be2-74a1-526d-a11a-04a32a12ad4d,olympiads,25,11,6,7,8,2,56,28,1,7,8,2
784704ad-a154-5b3a-b543-3c56c66a95e5,olympiads,28,11,2,7,2,0,17,9,6,4,3,2
e5a470d2-171e-5728-931a-fd345f824476,number_theory,13,12,2,14,10,6,4,1,0,6,7,4
7dd99596-e82e-5ebc-9606-1a8168c3e0fd,number_theory,4,1,1,8,8,5,8,2,2,10,7,4
665b9998-5521-596a-8b41-d250c8159c87,olympiads,59,34,1,22,22,18,37,14,0,10,5,2
64bde4b6-1e6e-58be-9e02-68235d704111,math_test,39,25,10,4,4,1,32,12,6,1,3,0
e6a3d274-b331-571e-8ee3-ecc4383d5c30,number_theory,19,8,0,4,5,2,51,28,11,17,4,2
cce77b30-082e-5baa-8532-03052732f388,olympiads,33,10,2,2,2,0,32,22,14,10,4,3
333398d6-6078-577d-a450-98805966748e,math_train,44,30,16,14,8,6,17,7,1,3,4,2
690438fd-22ad-56cc-a21b-91961fc1e714,math_test,18,11,3,2,3,1,17,11,0,5,5,3
2d283418-efbf-5ebb-a989-310c1a6f6386,olympiads,7,5,0,1,5,1,9,5,0,1,5,1
4b332858-3fe3-504c-9ba4-4cd3ff3e84b0,math_train,16,8,4,1,2,0,11,4,1,1,2,0
fb69cacb-450f-5c0a-920e-f52ab3eaa10b,number_theory,12,7,3,13,11,9,16,7,4,13,10,8
539478a6-3e3a-5a49-b534-461ca77de90b,olympiads,20,8,7,2,6,2,27,10,9,4,7,3
3c635c38-f0df-5873-80f3-d95c03c008fe,number_theory,5,2,0,7,6,3,9,3,1,8,8,5
c4fe0db7-72ba-51e1-ad75-9cc860a3d178,olympiads,15,11,7,1,2,1,49,18,12,6,2,1
10d34b44-3ded-5e5a-9821-c99fef2f233d,amc_aime,19,24,1,20,9,7,31,14,7,5,4,2
0e31e6cf-a00d-55b3-a1ea-e9ad1e67263b,math_test,19,8,2,4,3,2,5,1,0,3,3,2
28dc9b96-05c1-5f47-8b17-263e1612f5da,olympiads_ref,54,23,14,4,5,3,65,30,26,3,5,3
8793031c-3b32-57ef-affd-4a790849abbb,olympiads,90,45,20,16,6,4,85,41,15,19,6,4
c7edfa59-d3e5-5d96-bef8-a31a95fa0b06,olympiads,5,2,0,2,3,2,6,2,0,2,3,2
1cdb63d0-d28c-548f-ae9d-fd5e4d473639,amc_aime,11,10,1,15,10,6,20,9,5,15,10,6
9bcbf30e-e4b3-5487-ae32-4989ff9a1701,math_test,20,7,1,3,3,0,18,6,2,14,5,3
6a6f5102-3af0-51d0-ae46-32dc162e7cc1,cn_k12,20,14,2,6,6,0,31,12,6,12,10,5
62c57e3d-31b2-5a43-b3f8-dc50e902f846,olympiads,18,8,1,4,4,2,22,10,3,4,5,3
06c31283-ec79-58bc-bda0-8b0e4c1a1ccd,aops_forum,9,0,0,5,3,2,13,1,0,4,4,3
2cc3b9bb-6083-546a-80e7-5d4cb9b6c734,olympiads_ref,12,4,0,18,18,16,29,8,0,9,9,7
de65a5fd-5013-5229-aeff-423b1d7803e0,olympiads,34,19,6,2,4,2,34,19,11,2,4,2
c394f877-b60b-5520-91fd-43768d460fcf,amc_aime,20,5,2,5,6,5,26,12,6,3,4,3
d60302a3-ef47-53ef-bb01-8a0914c0ba69,math_train,37,21,3,9,7,5,47,25,14,23,7,5
f3bd68db-0494-5991-93bb-680e20ceea4d,cn_k12,20,13,8,3,5,2,40,17,14,6,8,5
369d2c1d-748a-5e6f-951b-b1d86f7d58d8,math_test,42,29,12,1,2,1,47,21,16,2,2,1
3b1e549b-b33d-5e4a-a1a6-6ad80d027094,olympiads,35,20,10,9,3,2,36,15,10,9,3,2
30929670-59e0-5d04-9b11-65554d163300,amc_aime,9,5,0,4,4,2,12,6,1,1,2,0
0a5fb768-9080-5a0a-a7bd-2248ebf9e23a,math_train,91,57,8,1,5,1,46,22,9,3,7,3
4a8632ea-4804-55e0-9f8a-78ba4aecdcd4,math_test,50,28,14,6,5,3,38,22,0,25,6,4
6e7855e2-5d2f-56e8-be5e-36806cdc4163,math_train,22,11,3,5,4,1,35,15,11,1,2,0
931e08d8-c317-5837-99fc-7878404c81a9,math_train,7,4,3,9,4,0,17,7,6,12,4,0
a49bd290-9cab-599b-b402-52b503b3f781,olympiads,24,14,3,9,4,3,86,55,11,49,5,4
47d24c12-98c5-50d5-8d6b-dd15ad581c50,olympiads_ref,14,5,0,5,4,1,15,6,1,5,4,2
1de68176-68a2-5d1c-ad2d-5eba3f0ba0bd,math_test,8,4,3,3,3,2,10,0,0,10,4,3
5498eb8e-0959-5bf2-9f76-17a5c6597150,olympiads_ref,2,0,0,1,2,1,2,0,0,1,2,1
7ba8821f-1628-5718-8b99-fec8459f201c,olympiads,29,21,9,8,7,5,5,2,0,1,2,0
cc52901e-c0ca-578a-8c01-8ed391b4bae6,olympiads,171,59,9,89,20,16,24,15,10,7,4,2
f8ca8b1c-c2ec-5e51-8d1f-c17ad4955fbb,math_test,47,42,8,28,18,15,41,21,8,14,9,6
09fe542e-9fcb-5911-9011-88c8ea32efba,math_train,61,29,18,9,9,5,90,38,25,18,7,3
cc42ba16-b533-5044-8dd4-178e6ec029c1,math_test,9,5,0,14,10,9,28,14,7,27,9,8
17725d76-f0a4-5dc1-86a6-1fdd0cf94ef9,amc_aime,79,45,23,27,6,1,7,1,1,8,5,0
99b89cb7-b3e7-5e6b-96d1-f066cb31c5c0,olympiads,13,8,2,8,8,6,15,6,2,5,4,3
66b87803-405e-5c53-9294-e611ceab4ea4,cn_k12,54,30,12,8,7,2,63,28,5,22,10,7
4b52f8b1-09ef-58ab-991e-e26c398d1736,olympiads,48,21,9,9,4,3,50,23,15,7,4,3
fbf8be88-827c-556f-aa89-7b577e37e799,math_test,83,57,15,59,35,33,27,7,7,5,3,1
8ac1dd26-94ba-5634-97b7-ed2963dacac4,math_test,3,0,0,10,2,0,3,0,0,10,2,0
f6f6a22a-d51c-59a5-a298-416488229f83,olympiads,63,29,9,3,2,1,58,26,9,3,2,1
aad72a11-afc6-5fc3-8d34-96afe59b728b,olympiads_ref,36,19,4,3,4,2,79,30,13,34,7,5
8451da5f-41b6-5703-b16d-2a3f57a3a36a,olympiads,2,0,0,1,2,1,2,0,0,1,2,1
250f12a2-1ac5-5bde-88f4-c266228d6e38,cn_k12,60,39,6,25,16,9,104,44,30,78,12,6
de450765-0077-58f7-bd31-ae85c91ffc28,math_train,8,6,2,5,7,0,26,18,5,3,6,0
e04a9da9-4674-5625-8083-b7649c46bbc4,olympiads_ref,22,14,3,4,5,2,41,20,10,11,6,4
50792340-404d-5875-869e-10d2ba3afa67,olympiads,61,37,7,5,4,3,137,71,32,10,4,3
c81c873a-ee91-50f1-b6a4-c2b0e5faaef6,amc_aime,36,14,1,12,8,5,21,9,0,1,3,0
0c27c9ce-1dae-5517-8b7a-f7d35eb83184,math_test,6,2,0,13,12,9,5,2,0,10,9,6
c6d53734-58b2-54e6-886d-2797457dfb81,cn_k12,5,1,0,2,3,2,12,3,2,2,3,2
13027763-160e-5d06-86d5-d59f00174ba2,olympiads,91,48,27,55,23,20,47,22,11,30,5,3
99ea5bb6-c6a7-5f34-b810-6ee8211251f1,math_train,35,20,6,7,7,5,42,19,10,1,2,0
4fec34ed-2289-5911-8109-e0e9d8f93515,olympiads_ref,48,16,1,4,2,0,57,27,15,3,3,2
27dfdba3-2fae-5bc9-a556-3aaa16237858,math_train,53,32,7,13,8,7,75,37,17,13,6,5
e056ae60-6a50-5ba3-90be-3554850a8f6d,cn_k12,12,5,4,8,6,4,5,1,0,2,3,2
acf0ea64-4949-5d56-9aa9-6137247b48eb,olympiads,20,12,2,8,7,5,33,14,10,3,4,2
7b88bf15-8d37-513f-aa03-3986cb49e2b7,olympiads,32,29,12,5,4,3,54,26,19,3,3,2
ca2ed0ca-51b6-5739-bd67-1dccdba1944c,olympiads,47,28,3,10,8,4,78,40,22,1,4,0
d19c4998-2415-5656-9e7d-add8680efb33,math_test,28,9,2,21,4,3,51,16,13,66,6,5
4c7ab903-d067-5c2d-9deb-217c9f69bcaa,cn_k12,30,18,5,2,5,1,29,10,7,2,5,2
67c890a5-bb06-5772-9b96-c7a0180bdf0c,secondary_math,30,21,19,38,6,3,39,23,23,40,6,3
bb608080-dd6f-5eb9-b9db-fed5a738625d,aops_forum,9,3,0,4,4,2,14,5,0,4,3,1
1d6ed093-b983-525b-b4f3-7ea9d48d1eb5,olympiads,10,7,2,9,9,7,4,1,0,1,2,1
a732a901-52db-5c50-ab16-a6c00fa40ed7,amc_aime,31,20,7,6,5,4,62,27,21,2,2,1
b5f029c9-b543-5c42-b6c8-4df73522f163,math_train,43,27,6,19,15,13,66,36,10,6,4,2
9aafd3b4-560b-59dd-b7a1-e484db180a1c,math_test,7,4,0,1,2,0,20,9,5,1,2,0
007c64c7-fa77-5f6d-aa7b-e1f2ca56d174,aops_forum,33,11,17,6,4,2,11,0,0,12,4,2
64aa7d91-062c-5a96-9102-6f1c30ac8bee,olympiads,19,12,6,8,5,2,38,16,12,1,2,0
e32dc9a2-dede-5c26-ba6a-321ca0169e25,cn_k12,12,9,0,7,8,2,39,22,12,12,11,5
28c94c33-a016-5f64-8ebb-a9a61a6ffa95,olympiads,8,2,0,14,7,3,12,5,2,19,7,3
7ae312c7-ad06-50bf-8e73-fecab5440cf4,math_test,42,25,9,62,30,28,48,17,14,11,6,4
f8e24a30-a8f3-5039-9f0b-29991d1f9241,math_train,24,10,4,13,8,2,23,11,2,7,4,2
5c0a77f0-0657-5d16-8c9d-bc7aec0962f0,cn_k12,21,6,4,1,3,1,30,11,6,2,4,2
fb81c638-f391-52c7-8254-35b2b7c19626,cn_k12,25,16,7,14,9,8,45,27,15,37,13,12
b788f531-37c2-5b2b-8341-2d40cb52778f,olympiads_ref,36,20,2,11,7,3,78,39,27,50,7,3
389d9331-e12b-57d8-bbea-efc41460e6de,olympiads,11,7,2,8,7,6,15,7,6,4,4,3
7536351c-8c86-5805-8a9d-4ec4a5dfcedb,amc_aime,22,10,1,19,4,1,33,14,1,19,4,1
f441e309-bb55-5cd3-903c-62c834d02fdb,math_train,114,65,24,54,37,33,53,29,15,11,6,4
f03693d7-e546-5617-a580-23d59d85bb1b,cn_k12,15,9,0,4,5,0,57,23,13,32,9,5
33b83cd5-e12e-5e98-a42d-a7b64d5872be,cn_k12,53,26,23,4,5,1,56,30,19,5,5,1
d3c86379-7854-5978-895e-0514a8f4d74b,olympiads_ref,26,13,2,2,3,1,18,6,0,13,5,3
b35100f5-12c4-597c-aaf9-28f29d77af44,olympiads_ref,27,9,3,8,9,8,37,15,16,6,7,6
9d3572bb-2ac2-55b2-95d2-91c54e9ae2f1,amc_aime,3,0,0,1,3,1,10,4,2,1,3,1
ec81e530-abc7-5bc5-9576-18e3ed899114,olympiads,13,5,0,15,4,0,7,2,1,9,4,0
a243cec8-ac2d-554d-9d15-3e0f0fc879ec,olympiads_ref,34,17,2,9,7,4,39,24,5,7,7,6
ecd95c6f-8961-599d-942f-db018ac1805a,olympiads,21,12,10,2,2,1,83,39,22,1,2,1
31f08342-06b0-5ae4-9315-d25cca120e91,amc_aime,5,1,0,6,2,0,5,1,0,6,2,0
386498e5-7f79-51e3-a482-3d011a6f6436,olympiads,61,36,21,34,5,4,62,27,23,24,4,3
81596b10-328f-5244-aa07-4622cfa2e2ce,math_train,30,20,2,9,7,4,9,5,0,1,2,0
88c15796-5d86-5230-8319-d5b9e083baa8,cn_k12,7,6,0,2,4,1,30,8,6,4,6,3
33626920-ea45-51ea-95ae-10e9f5c4a6af,olympiads_ref,31,16,4,13,5,3,2,0,0,2,3,1
9db0a755-3319-56ae-ba1b-ed60bf401c52,olympiads,58,32,1,8,6,4,45,19,18,4,4,2
234131ae-ee8e-5e2c-869f-bdf34ddad8f4,math_train,26,15,3,14,10,7,31,12,12,12,8,6
05e87a03-b7db-57dd-9233-9284c35f7feb,olympiads_ref,29,13,1,2,5,1,49,18,10,4,7,3
a8dc3b47-772e-59db-90b9-5640a6be0ced,cn_k12,19,19,3,11,8,7,60,38,20,63,13,12
a38fd99e-3e71-5ae4-b60d-606d83b56d18,aops_forum,12,0,0,1,3,0,36,15,15,31,5,2
23b36b28-7d94-5735-92a1-035d12722e77,amc_aime,4,1,0,3,4,2,10,1,1,2,3,1
76a1697c-2074-53b0-a564-f62839061581,olympiads_ref,11,1,0,11,7,1,11,1,0,10,6,0
35d37fcc-a9dc-5b8c-997e-d7fbc3e81ba6,math_train,76,67,10,60,27,25,19,8,0,7,4,2
fa69a0f4-0c3f-50c9-8726-006a979e6a45,olympiads,24,8,6,9,3,2,30,15,13,7,4,3
c3e36722-1dc2-56de-a538-0c89a033c626,cn_k12,12,6,2,1,2,0,15,5,1,1,2,0
006b5904-fa12-51d3-9554-96db63601486,olympiads,9,2,2,5,4,2,8,2,2,5,3,1
064daf4b-f9f1-5360-8a32-3aef7f0e6a30,olympiads,7,2,1,3,3,1,8,2,2,5,3,1
8a465ac4-75c8-586a-92bc-a0bd3fbc8e7b,olympiads,5,1,0,9,14,5,14,2,5,18,15,5
8b7b4721-108f-5947-ade5-1b581a29ed4f,cn_k12,48,24,17,10,11,5,64,37,16,70,11,5
385b5403-3748-5b53-9651-86f74d028303,cn_contest,12,4,5,4,5,2,12,5,6,4,5,2
12673f39-4e96-5d2f-a618-c720bcedbcdf,amc_aime,50,29,13,2,3,2,61,23,21,1,2,1
9b743b7d-cb77-57d8-b653-c6fd09208db0,math_test,38,23,0,14,5,3,26,12,1,1,2,0
84aec0d7-43b7-5fdb-8971-7e676133881e,math_test,100,61,28,8,8,7,72,33,19,50,6,5
98bd6c9e-5e7e-5984-a6d4-a533b676b271,cn_k12,12,7,0,7,7,2,64,30,18,40,12,7
77383006-c4ad-5088-884d-ecbcc9880c7b,cn_contest,189,121,70,196,25,21,183,117,68,185,24,20
745791df-6e04-5a4b-9316-c28ebe59440c,amc_aime,113,82,7,81,27,22,32,7,13,22,15,13
8427f2ea-2d5b-5921-b45f-bf9ca751c045,math_test,3,1,0,2,3,2,9,4,2,2,3,2
13a7fc5c-5700-5fc2-874f-f1e207c328a1,cn_k12,17,9,0,3,4,3,32,17,8,9,9,8
68455911-ca48-5fb8-bdd0-130921e9d559,amc_aime,46,21,6,4,7,4,30,12,4,3,6,3
811f5179-11ae-5fe3-ae63-0d75744785e9,math_train,15,12,4,2,3,2,29,11,5,4,3,2
fddef328-c882-50bb-a9a1-98aecde085d7,cn_k12,14,8,1,3,4,1,49,19,14,9,7,4
273e3ff4-3d9f-5718-b73d-4ed64eb7df95,olympiads,9,3,0,1,2,1,35,11,13,8,3,2
55640786-a6b6-5e96-82ff-529816289754,olympiads_ref,86,50,2,10,7,3,100,37,41,10,5,2
8ed7f1fe-90d9-5726-972e-6e4e0b328f19,cn_k12,10,8,3,4,5,3,55,31,24,49,10,8
4611e5a2-6355-5bbe-88ca-33e1e9fc3bab,math_test,66,38,19,8,9,8,41,11,10,6,6,5
30869115-24ff-589a-b517-2afd1bf88698,olympiads,3,0,0,6,3,0,3,0,0,6,3,0
7146d743-a72f-5276-9fa7-6627222a3447,aops_forum,9,2,1,1,2,1,9,2,1,1,2,1
9baa660d-9133-599a-a55a-ff389b708b40,cn_k12,19,14,1,7,7,5,18,7,1,7,8,6
9ad2b87c-f4cc-518f-b728-4ae57739d7ac,amc_aime,139,83,23,79,20,17,14,6,6,12,3,1
f2598319-af70-53b2-984b-845adfe2ae14,math_test,3,0,0,15,4,0,4,0,0,15,4,0
8adde65e-278b-5a77-b54e-3ff4f3c17b9b,olympiads_ref,24,13,3,1,2,0,13,5,1,1,2,0
d91e2dc7-81d7-5e7a-87ba-8bae6f05b473,amc_aime,170,88,26,41,28,24,187,88,26,41,28,24
7f850b66-511d-5960-b525-f54fa2c0dc56,cn_k12,15,7,1,6,5,4,45,19,11,20,5,4
3be40421-1699-52d3-a49c-841fa791d267,olympiads_ref,51,25,4,20,14,11,8,3,1,9,6,5
10a79973-923d-56f1-8c6f-fee00661f644,aops_forum,4,0,0,1,2,0,11,3,0,7,3,1
64e59ca1-824f-5b47-aede-ffe3549a5bea,cn_k12,35,19,6,13,5,4,51,20,10,18,7,6
6c2f39cc-3ebc-566f-9c53-671583befcee,amc_aime,32,24,1,18,8,3,66,32,22,71,10,5
140b97a1-0c9a-5209-81cf-8327625edcde,olympiads,29,13,7,11,8,5,33,15,9,40,7,5
c9b221ee-212f-58d0-a1b1-764bc02ef89b,amc_aime,6,6,0,9,4,2,9,6,2,9,4,2
bb42b2d7-369d-5cf1-b20e-97daac762be1,aops_forum,7,4,2,3,6,3,47,17,14,21,7,4
18345a84-9e67-5c0a-8ee6-b52be27eaa24,cn_k12,110,55,22,44,12,10,73,35,20,100,18,16
acafa5f0-9083-5b9f-a068-3258e2917829,math_train,41,17,1,11,7,4,28,10,7,1,2,0
9e84bff3-411f-50f4-a180-16fb2481e00f,cn_k12,25,14,5,2,4,1,36,22,11,32,7,4
5993609f-0f8f-596f-99b2-d805c3f99631,olympiads,26,13,6,12,5,4,48,23,20,29,4,3
a8ddbaf5-afe4-53f0-ac54-3aca7d8d8f77,math_test,54,27,10,32,9,6,41,24,5,15,7,6
99e5d76f-c7c3-5460-b56b-34c10546805e,olympiads_ref,35,20,3,20,10,9,37,20,3,21,9,8
10df5193-d90d-5c32-a3e0-d558b1f030e0,cn_k12,41,24,7,19,9,7,41,19,6,51,13,11
c5526f61-f724-51aa-b1de-92163949b1db,olympiads,37,10,8,2,3,2,8,3,0,4,3,2
2ccda707-dc2f-55e0-a755-904264df86d1,math_test,6,5,2,1,2,1,2,0,0,2,3,2
84099beb-7aae-500d-859a-51485127417e,olympiads,22,10,1,7,8,6,64,19,20,35,11,9
9eff243f-f227-5e9d-8dae-1c776fb00471,amc_aime,20,4,0,20,2,1,32,8,8,99,5,4
965e479d-7ae5-52d9-9c66-c020b044aab7,olympiads_ref,42,20,11,4,5,4,36,10,11,3,4,3
b96a8c2f-3f60-57ab-b129-c19a1f43dd21,math_train,62,35,11,18,12,6,36,15,3,18,7,3
2bca8b37-87df-55f7-8b02-74dc41c390af,olympiads_ref,4,1,0,7,6,3,5,1,0,7,6,3
f85a44af-a8f5-5231-adc3-55fdea169754,cn_k12,30,26,5,7,6,2,76,42,18,36,8,4
f508c4f1-b66e-5c40-82c4-ac9cdc8f369b,cn_k12,7,7,0,2,2,0,20,17,1,1,2,0
947e9275-b58e-5e3c-a70c-9252d0969b25,olympiads,50,24,13,1,2,1,57,22,15,2,2,1
d7695681-9d0a-553a-a395-3d6bbcd97fc4,cn_k12,44,34,3,15,15,4,33,24,4,8,10,2
842f8a3d-3408-56a1-91d5-866ed7508f3d,math_train,65,48,8,4,4,2,109,44,43,132,14,11
81dfa8e6-7469-59ef-8803-72bb27400974,aops_forum,29,13,4,8,7,5,37,18,9,19,7,5
9b24b68f-95ef-5114-9b47-71581f23f4ef,math_train,17,9,0,1,2,0,31,20,8,10,6,4
322aaa3d-ff6c-536e-91ca-54f93d028a19,cn_k12,42,20,8,16,9,8,30,16,10,7,4,3
7580a01f-ddbf-5556-a2dd-2baa756505d6,olympiads,88,44,7,7,9,5,36,19,11,16,8,4
a0773184-f895-5f36-8854-28c5f7336cd2,cn_k12,49,28,12,5,9,5,30,20,6,23,13,9
e867bee0-525f-57cf-a68e-6017ef4f0401,amc_aime,10,5,2,3,4,2,47,18,11,3,4,2
649ec1cf-dbc6-5520-97b3-459c8966bc43,math_test,12,6,1,10,6,1,10,8,0,14,8,3
35f4411e-6aa2-5b0f-b5de-e5c8fabbb9f9,aops_forum,23,14,0,4,5,3,16,4,0,2,3,1
6ca646a1-4180-5fe7-bc2d-c7629f765d38,cn_k12,24,17,9,5,5,4,20,9,4,1,2,1
6e7ea283-a58d-5d07-9087-4b50bf221948,olympiads,21,8,3,1,3,1,30,14,5,1,3,1
73f7942c-1845-5fbc-a9a3-eec72bab9378,olympiads_ref,13,15,2,8,7,3,31,18,2,7,6,2
516b1e91-9b1f-5b42-b722-105df4b9d9c6,cn_k12,20,11,1,1,2,1,40,21,5,1,2,1
afac4b28-eb3c-5bbf-b098-0f81ad465334,amc_aime,5,2,0,4,4,1,6,2,0,4,4,1
14df818a-8e21-568d-9943-c6e3c8d4d5f8,math_test,13,2,1,6,5,4,35,15,11,3,3,2
1e75253e-1822-58b9-a1c9-bec906d6b3fe,aops_forum,41,14,8,6,4,3,49,13,8,6,4,3
2485e288-fc83-5b04-980d-5a9d2dba83d5,math_train,21,7,2,7,8,6,35,14,8,11,5,3
fb40dc60-5f97-5164-8820-2dc28dcdf553,cn_k12,17,13,11,25,2,1,14,5,4,23,10,9
cb04239d-fd65-5ca7-9cf7-c6e96e485d3c,math_test,19,10,1,6,6,4,40,18,13,11,8,6
e3bb7393-56fd-5c62-b74a-95aedf57da18,olympiads,39,18,17,33,5,4,127,47,62,101,6,5
a0095248-0824-57f7-89f8-3f4f28232a19,math_test,23,14,3,2,2,0,43,22,14,1,2,0
f87b20a4-a78a-5fab-8e2f-686ca32443ae,olympiads,15,10,1,6,4,3,23,9,1,10,7,6
99a6edea-0cb4-510b-92a1-f14af5d022fc,secondary_math,38,28,2,14,5,4,48,22,13,38,8,7
