uuid,source,h_n_lines,h_n_tactics,h_n_have,h_n_premise_refs,h_premises_loose,h_premises_strict,a_n_lines,a_n_tactics,a_n_have,a_n_premise_refs,a_premises_loose,a_premises_strict
f698e7cc-be4d-51c4-9e4c-a97eead7690a,aops_forum,1,0,0,1,3,1,2,0,0,1,3,1
f17e5d3f-151c-57fc-a5ad-f0e7b82272fa,amc_aime,52,37,8,17,12,10,51,37,8,17,12,10
8d6d2aa2-fea8-547e-b64a-678bc4f68b5e,olympiads_ref,84,27,9,7,3,2,27,20,1,16,9,8
3ea47a65-9a92-5695-aa58-d116c0308bcc,cn_k12,2,0,0,2,3,2,6,3,1,8,6,5
cd912773-27d4-52d8-b60d-ac9fe6c26178,cn_k12,3,1,1,2,3,1,19,12,0,3,4,3
8c881e19-d0ae-5c4e-95b2-df78930bb2fe,math_train,5,1,0,2,3,1,5,1,0,3,4,2
a4ad52ae-27ec-55e9-a981-2c4231a8a387,cn_k12,38,19,9,1,2,1,11,5,2,3,4,3
d38db9ee-6f2b-5af4-911e-23d64eb4feb9,cn_k12,7,2,1,2,3,2,14,6,4,4,3,2
26191aed-c3ee-532f-886b-6c5433fa21c2,math_test,4,0,0,6,2,1,4,0,0,6,2,1
ec539625-a159-5c65-a057-87fd2cb4e18d,math_test,54,30,21,15,9,7,6,1,0,2,2,1
d47d2a35-de0e-5e3d-b723-82c043780997,math_test,17,6,1,5,2,0,47,19,14,2,2,1
40ab4619-99c0-5331-8030-8dd8e217d5f6,cn_k12,7,3,0,9,8,7,8,2,0,9,6,5
42730bdd-73c2-5906-88a4-6d1d23b60086,amc_aime,2,0,0,2,2,1,2,0,0,2,2,1
71a09455-3215-5e88-bea4-3d4f2c06e068,math_test,11,2,0,5,4,1,13,7,3,9,4,1
5c640246-cf44-5a63-9eb3-76005e1608a0,olympiads_ref,95,52,10,32,14,11,2,0,0,2,3,1
99e4460d-36d2-5df2-82fb-7bdf8d08fd43,math_train,16,3,1,60,3,0,5,2,0,6,3,0
31d47f07-774c-5061-b433-4fa42a1d8a33,math_train,8,2,2,1,2,1,15,5,3,1,2,1
201cf86e-6dce-5573-baa9-f20beb2ac92f,math_test,4,2,0,1,2,0,9,5,0,2,3,1
cc98e98a-db07-56f1-b372-5cf925ee87a3,math_train,38,25,12,56,9,4,22,9,8,34,5,0
189d035f-3e14-5267-b791-b93c5ab1a67c,math_train,6,1,0,12,10,6,6,1,0,12,10,6
44418174-c1b7-548e-87dd-2868fd01367f,math_train,7,4,3,6,3,0,6,3,2,6,3,0
701e83de-b17a-5786-af0b-6675d02895ea,math_train,5,1,0,3,3,1,7,2,1,3,3,1
a302a9d8-bc40-50e4-8683-1687fd2107ec,math_train,6,2,0,1,2,0,18,7,1,1,2,0
555f1ee8-a518-5114-8abe-556ba653c059,math_train,2,0,0,2,3,1,2,0,0,2,3,1
2af76d85-e8a2-546c-b1db-4f838cebe6f4,unknown,88,53,5,2,3,1,92,55,11,20,7,5
c7a11f6b-780f-598a-aaf5-f17a57957bc0,math_train,6,5,0,2,2,1,6,3,0,3,3,2
242e0eae-6b52-5711-83d2-3623a38445a0,math_train,9,2,0,3,4,1,16,6,0,3,3,1
55a2ab10-81f6-5bba-ab22-5d4e76bcc0b3,amc_aime,19,10,5,29,4,0,3,0,0,14,4,0
32cefb9b-6e44-521f-aeac-0c4fe0ef4e1c,math_test,14,10,7,18,4,0,26,10,9,22,5,1
ccafea64-72e4-58ca-9434-825bb5e5508a,math_test,16,8,2,8,8,5,51,21,11,20,9,5
3db79af4-0ee5-5831-995a-f8c84d9884b7,cn_contest,28,18,6,1,2,0,42,20,6,1,2,0
744ff6d3-e36a-5ee2-b44e-240cc5006c7a,math_test,21,5,1,25,4,3,21,7,10,24,4,3
4cc9ed62-1aad-5d7a-a941-d3b786c905bd,olympiads_ref,82,47,21,2,4,2,46,18,18,1,3,1
ab295da2-2f17-54b0-a195-8d346f33d051,math_test,10,3,1,3,4,3,31,22,3,8,8,5
5335bf33-265d-5012-b03b-2d50b172518b,math_test,16,10,4,14,9,5,25,13,8,24,7,4
d77228a4-1d67-58a5-9f96-a778eeda57e7,olympiads_ref,9,3,2,16,8,5,8,5,1,9,6,4
9a76593a-5e84-5dd8-bb77-725d3e25b9be,math_test,15,6,4,3,5,3,49,24,21,4,4,2
1db3cf23-4aec-5c59-8178-3e366aa63a0c,math_test,33,16,3,9,6,3,31,24,6,1,2,1
adb0000f-a5b7-57a4-a7ee-8cf971416489,olympiads_ref,12,3,0,5,4,1,21,8,0,6,5,2
b97018ae-9dd1-5f78-8fef-7d136653f106,math_test,86,53,24,57,12,9,7,3,1,7,4,1
44450537-c236-58d7-9a40-a1afa0c032d2,math_test,21,8,4,75,5,0,31,14,11,63,5,0
127f6c92-fcbe-5fa2-aec2-bc9a196cf37c,math_test,50,45,9,6,9,5,140,66,50,14,7,3
56d93d1a-a1ca-5208-8d4e-08c01d9938a6,math_test,2,0,0,1,2,1,2,0,0,1,2,1
38902e28-3cc8-5f40-a032-89bdea866710,number_theory,17,14,12,17,7,6,18,14,10,17,9,8
866046fd-6e96-5d8b-b325-0a5d1ab81d75,olympiads_ref,32,11,1,9,6,2,32,11,1,9,6,2
688e1b9d-dcde-5d34-8d4e-a73f6864b3ce,cn_contest,2,0,0,3,4,2,2,0,0,3,4,2
46ad9487-ce13-5719-9bd1-dd54dea849f9,olympiads_ref,3,0,0,2,5,2,8,2,1,6,5,2
b65d7ee7-b007-5baa-8008-b1524c8eb154,olympiads_ref,5,0,0,6,7,4,22,4,6,18,7,4
bcfab26d-ba1c-5edf-9967-f41ba03ef21f,olympiads_ref,7,1,0,20,10,7,7,1,0,17,9,6
fd008cdf-ddb9-5a5b-85ca-787ac12a9d6c,olympiads,65,37,18,34,19,12,45,15,13,11,11,4
53dc3078-90e9-5694-844c-060e0f8603dc,olympiads,69,27,10,44,28,25,47,21,5,26,20,17
53de3d0b-a67a-51e7-bad2-fb1f79e80dd1,olympiads,57,28,25,36,25,21,132,58,51,24,13,12
dfef6f7e-ffb6-576b-bade-1fff956fff8c,cn_contest,47,22,7,5,6,3,81,32,30,8,6,3
d23bc2b7-9891-57a8-8d99-a81c5fbb2467,olympiads,99,47,8,8,4,3,16,9,0,3,4,3
12664de2-6cd8-5639-b6da-39df96e0876f,number_theory,16,15,3,3,4,3,6,3,1,4,4,3
790cfa6a-3a6a-5f83-8596-55bafb5869be,unknown,6,0,0,3,4,1,7,1,0,5,5,2
93c07e39-d155-5b05-9ec5-ab15d2e4b67e,cn_contest,25,9,6,5,6,4,30,14,11,9,9,7
838494bd-9149-52c1-8fb3-1060493d47d9,olympiads_ref,52,37,5,2,3,2,52,38,6,2,3,2
53c93f80-934a-5fb7-a103-6f8260f5edf3,number_theory,8,5,0,12,10,7,11,3,1,10,5,4
f3da2dcd-75fc-5815-a885-50b688424864,olympiads,14,8,2,3,4,3,28,9,10,2,3,2
5b59bc50-d4a2-5679-8adc-74d1e5e5152c,olympiads_ref,57,48,27,13,7,4,23,10,4,1,3,1
e411bdaf-c709-5bb6-8e18-589ac9573c28,number_theory,56,34,7,35,20,18,47,32,2,31,21,19
2ece0bd0-7b91-5bea-8e9a-6a1f1617fb57,cn_k12,20,12,6,1,2,1,51,20,14,1,2,1
10a4b6cd-cf7e-55c8-ac4c-c9785045c01c,amc_aime,14,6,3,3,3,0,20,6,4,4,3,0
06fcc9a3-b6cc-5e46-9c77-99e3a9ff1d58,olympiads_ref,17,9,0,4,3,1,36,24,7,3,2,0
62c0890c-9f9e-55da-abc8-7c960c703411,olympiads_ref,47,22,12,2,4,2,49,20,19,16,9,7
e42dcbc5-02b5-5edb-8015-d033916be896,olympiads_ref,12,7,1,5,5,1,9,4,1,10,7,5
84b213ef-7762-51b2-94a9-3a77c66b1cee,cn_k12,27,15,10,20,17,13,59,27,15,10,10,6
a6628816-f7eb-5f1f-a598-a5fe8063948d,olympiads,31,15,3,3,3,2,33,16,8,1,2,1
6d1978c5-debc-52a3-8663-e9d9ded14b60,amc_aime,3,0,0,9,3,0,3,0,0,9,3,0
f139ea4b-3105-5e64-b239-2fc2844e7998,olympiads,23,21,1,5,5,3,92,49,23,5,5,4
e5328112-bdca-51e1-b91a-bb04d8f7315c,math_train,7,3,0,1,2,0,13,6,1,1,2,0
d82e470e-e509-5f67-8da4-19a05ffc0c91,olympiads_ref,5,0,0,2,3,2,12,4,1,9,4,3
ae38c045-978a-51e5-941b-20c48bcc20cc,math_train,4,2,0,6,3,0,5,2,1,7,3,0
5ed4c742-12cf-52a4-9a4e-636e5febbf85,math_train,74,46,35,146,28,20,22,10,6,34,8,5
d4dc0de7-d481-535e-8f65-b2306ed9f14e,olympiads,29,15,9,9,6,2,29,12,5,1,2,1
6d5587a1-0dc6-5a65-947f-ad42bf9e6ff2,amc_aime,46,27,12,54,16,5,111,53,30,54,7,1
6af4bb92-256c-5784-98b5-3b3d38ff7241,olympiads_ref,34,18,6,9,5,4,64,25,12,6,2,1
f827a253-92ee-5190-b74d-627f3f6276a3,amc_aime,64,46,14,4,4,2,96,42,44,12,6,4
baf84fc2-3f49-5542-8d7a-f7cb3296ec4b,olympiads_ref,27,14,6,3,4,1,22,9,8,11,7,4
369c6536-4614-56ea-baae-fc3a50f54577,olympiads,15,9,9,13,13,3,2,0,0,1,2,1
b1a1594e-24ec-5a9a-b591-9b707b74a960,cn_contest,54,24,1,10,5,2,47,27,6,10,5,2
9a5127af-fd09-5290-9e7a-0cdaea2f9ba2,olympiads,19,6,1,4,4,2,21,9,3,1,2,0
b025cc8b-a992-5f12-858f-2dfd70a7af9e,amc_aime,37,18,6,11,11,7,27,13,6,9,9,5
f894f36b-163c-5782-96d3-3adf75e52e9e,olympiads_ref,2,0,0,9,6,2,3,0,0,9,6,2
221506da-a00f-5a55-af3b-fa870719105b,amc_aime,20,18,4,9,10,8,9,3,1,4,5,4
3be0b9ef-47f2-55fe-a80d-1eddc77f96bf,math_train,23,23,11,10,6,4,25,15,9,2,3,1
4f463b88-293a-5055-a858-cd00c9eb77f4,math_train,42,17,11,39,6,1,27,8,3,18,5,0
863a2592-3d76-5606-9e45-77f414b5096e,amc_aime,18,4,2,3,2,0,4,1,1,3,2,0
e5f59f18-4415-5d15-9a14-43c2adac9294,cn_contest,54,24,5,7,5,2,65,31,13,6,4,1
5aaa488b-4dd7-5908-ae3b-b48e63900169,amc_aime,2,1,0,1,3,1,2,1,0,1,3,1
241e1a29-29a3-5fbd-89e6-e5250cef7d0b,amc_aime,48,18,8,15,10,9,65,20,22,18,11,10
7bfb79d1-a9a6-545c-b4c1-5c13061ea859,olympiads_ref,91,48,24,49,20,11,56,29,14,45,17,8
b7db4fff-b14d-5c5c-bf34-9d3cc3c15cc6,olympiads_ref,36,22,5,2,3,1,60,25,12,2,2,1
eed06da8-86ea-52b1-aa3d-0fa69dcc87d2,olympiads,37,16,1,2,4,0,31,8,6,10,8,4
7deb9cc9-21a2-5705-8f59-7b3d7de62c1e,olympiads_ref,43,19,5,27,12,11,49,29,12,17,10,9
d7559556-8a0f-5219-a389-58b86bdc0a9b,olympiads_ref,3,0,0,4,5,4,10,4,1,15,6,5
2d3b184b-82f5-5e5b-b341-54023bfeb9c9,olympiads_ref,19,8,2,3,3,2,3,1,0,1,2,1
7faba3f1-a870-5d48-aa20-1d65d498cfff,amc_aime,4,1,0,3,4,2,8,2,2,3,4,2
e3dfe832-3d26-561e-adc8-43a22fe95bb5,olympiads_ref,54,21,18,4,6,0,70,22,15,4,6,0
70482d7d-b071-5b11-803d-945e657ce984,amc_aime,64,34,13,88,8,4,88,51,16,45,5,1
9d27788d-fd99-5a8d-b126-293d217a55b9,olympiads_ref,17,8,0,5,5,2,45,19,20,22,4,2
230b0c47-45f1-50fb-b609-5f7694da17e2,olympiads,68,37,34,42,7,4,49,22,20,7,4,3
fc017bd5-039f-5a5c-ac34-31a02616be89,olympiads_ref,56,30,7,1,2,0,81,32,20,63,6,4
2dafbfa8-1618-51cb-a071-1123c892e9ca,olympiads,20,8,5,2,2,1,23,7,11,14,4,3
c4537555-15e5-5219-a428-981bae856bf1,math_test,70,34,20,42,8,5,47,21,20,61,9,6
30944b94-79ea-564d-98d2-452f0dc4dff2,olympiads,15,11,0,1,4,0,23,13,6,15,11,7
e16eeffb-96cd-56a1-94d2-d6440b009e0e,cn_contest,57,35,6,24,7,4,69,25,37,3,4,2
9a76e23c-4202-5c4a-a5da-0d3f17501eed,cn_contest,65,34,21,4,2,1,73,39,31,4,2,1
7e7c02f3-96a1-517c-84be-d8f728d8bbf8,cn_contest,22,10,7,2,2,0,34,17,18,3,2,0
4729d978-3a80-578a-9a3c-620b5e289261,cn_contest,49,21,16,19,5,2,36,16,7,17,7,4
5a64a04e-2128-5abd-8d29-20a180e8dd93,olympiads,34,17,5,13,6,4,92,44,22,20,4,3
3a0c48ab-09ef-5e77-b347-bc59f3d97072,olympiads,91,53,15,16,15,12,12,7,5,1,2,1
8a60ff2a-2cbb-5a71-8088-25a4d01b1673,cn_contest,52,33,4,41,21,19,31,15,4,6,5,3
788625c0-e865-5159-b711-bda8e0edcfdb,olympiads,118,65,18,43,20,18,52,22,18,22,9,7
36bb6af2-fb18-5279-918f-d4ff6ad177be,cn_contest,43,19,18,1,2,1,51,20,17,1,2,1
d72cfd93-56ee-562f-b38a-f72921acce81,olympiads,16,6,0,3,3,1,42,26,23,3,3,1
ae1d2495-c660-5c94-bfb8-8e448e5fcb33,olympiads,26,19,6,20,11,7,31,22,6,21,12,8
ecbfeacd-3acf-5f64-a30b-be05e36e7f42,cn_contest,19,9,3,5,6,3,37,15,9,2,4,2
1414cef2-a767-533f-a099-1de6b7104c49,cn_contest,104,49,31,26,7,5,90,43,32,29,8,6
3b35a861-aa93-5b68-b4f3-2d883c4c644d,olympiads,41,25,8,47,15,7,57,22,14,28,13,8
b7e62b95-c08c-5ab4-934a-d6fd83a531b1,olympiads_ref,31,14,1,1,2,1,73,28,18,3,4,3
3ad4b3c6-40b6-5310-95d8-49182d1f3dad,olympiads,102,55,19,6,5,4,25,5,5,4,3,2
780392a9-25c8-520e-a65b-adf0af9dedca,olympiads,5,1,0,3,3,2,9,5,1,7,6,5
4399cf76-6b93-58a2-97ac-ef57eb88b098,olympiads,62,29,9,53,12,7,34,17,11,8,4,0
3ec30f20-a0c3-5ef2-98b1-bf1a215eed17,cn_contest,44,22,9,3,3,2,51,23,9,11,4,3
25bb0f39-b48a-56ee-8145-8eff2ea560d6,olympiads,4,0,0,4,2,0,9,3,2,6,4,2
b6c77f59-5d20-5e74-9cec-54b01c5280e0,olympiads,29,31,1,31,12,7,69,30,12,29,7,4
8a45bd25-ae39-5254-a4c7-965462adfa8a,cn_contest,98,49,42,110,15,14,49,25,14,61,13,12
ac526486-e161-5418-96d5-5562fb976223,olympiads_ref,11,8,1,9,7,6,3,0,0,2,2,1
93f334f8-17a1-5f56-9e62-027284fba865,cn_contest,25,13,8,7,8,2,22,10,4,7,10,4
55285261-a18b-5990-9a85-455cd306c779,olympiads,27,15,14,116,16,0,24,8,15,69,9,0
816811df-3bb0-59e3-95f8-9c6cf250aeae,olympiads,38,35,2,9,8,5,24,9,4,1,3,0
e37987ec-64a6-5344-a72a-c86216d0d52a,olympiads_ref,49,32,6,1,2,0,44,21,5,12,9,7
10ee3386-00f8-5158-90bf-40dd199fbe9e,olympiads,61,29,17,17,17,14,25,12,7,2,3,2
036e6d88-24e5-537d-9232-e58483ff3464,olympiads,90,38,3,26,3,1,124,52,20,56,8,6
ea506f64-d77b-5edd-be1b-c4437d1a35f8,cn_contest,1,0,0,1,2,1,2,0,0,1,2,1
e654bce8-eb0d-5c19-93f4-be41eab6f850,olympiads,41,21,3,5,5,3,81,41,23,17,7,5
bab55aa6-302b-538e-ae3a-b5ea4c64b5a8,olympiads,49,30,9,1,2,1,48,30,9,1,2,1
78cc3bca-d8b6-5291-b16b-7f7f8665c196,cn_contest,21,12,7,15,14,13,54,22,14,24,8,7
9f725006-f7a8-541b-aafe-0ace13122ef4,olympiads,93,44,20,6,3,2,106,46,31,2,2,1
b9a4078e-5cca-5478-a091-2e884912c511,olympiads,12,2,0,1,3,0,23,6,5,1,3,0
75884571-5957-5272-a161-653af2a1e9f9,olympiads,48,27,11,22,12,8,45,21,17,14,9,5
49366beb-df38-5cd5-ba6e-adea1558dec0,cn_contest,10,0,0,6,5,0,11,1,1,6,5,0
51aae4ed-1791-5b64-912a-96a3d575ad2c,aops_forum,43,21,5,26,9,7,47,21,18,20,7,5
769a0ebc-2635-5ae8-af49-fbc5bd56f1db,olympiads,67,40,23,10,11,8,81,36,24,16,9,7
e7575bee-87f6-59b5-bd1d-ba46da38ec9b,olympiads,31,13,4,12,3,1,54,22,18,8,2,0
d64b87ab-201f-5e01-a606-649393d27b95,cn_contest,5,1,1,4,7,2,3,0,0,2,7,2
3d6ee832-3cfa-5bd4-b914-f8f5368469cf,aops_forum,103,47,19,14,9,5,24,10,4,3,2,0
500c46e9-35d3-573a-87b1-5fe067a6aaf7,cn_contest,22,13,0,15,7,5,115,63,42,18,4,3
2cdc8ae3-e67c-54ec-9bf1-4ee1d5e58b1b,olympiads,17,6,0,7,3,2,23,17,8,13,6,5
d51aa77f-1868-5aa1-833f-f1f3da8dee56,cn_contest,58,31,3,7,5,4,58,26,16,10,8,7
4bc9f98a-1804-5bc1-9726-e66f5a426c8e,cn_contest,65,36,10,14,5,4,91,33,45,9,3,2
19a6de8d-a5ae-51a4-a241-bfc1b53d6d3c,olympiads,16,11,0,2,2,1,18,9,0,1,2,1
e836b428-fe93-56bc-8497-0071799cb7bb,cn_contest,16,9,1,3,6,0,32,17,2,3,6,0
2d831db5-b375-5aef-a743-36b133e9b871,cn_contest,3,0,0,4,5,2,3,0,0,4,5,2
0f710546-4a1a-591a-8bab-a747ffca65ed,olympiads,94,51,28,16,13,11,146,67,6,15,11,9
42659f89-ab5a-5dd5-86dd-621f984c42fe,olympiads,26,12,9,7,5,3,79,38,25,27,7,5
a5ad8eeb-c460-5dfd-9f6f-41e61e8dc7ec,olympiads,93,54,6,6,3,2,41,21,8,3,4,3
f015dd52-a4eb-51a8-ab99-7b9bc6637313,cn_contest,2,0,0,1,2,1,2,0,0,1,2,1
29fe72f3-d54a-544a-ae57-9d374193adc8,olympiads,39,28,3,5,5,3,59,27,22,13,10,8
bada1faa-8ce8-5f2e-957d-a22641d117e1,cn_contest,9,2,1,4,5,3,61,22,23,3,3,2
ad4ad267-bba5-5d15-961a-656d69d64ffe,olympiads,62,32,19,33,21,6,83,35,24,7,6,5
d828c57b-fe5a-5817-ad0c-80f00a07373f,cn_contest,27,11,1,13,11,8,119,54,34,8,7,5
24adbfdc-769c-56fd-bc66-49c8324255a1,cn_contest,2,0,0,1,2,1,2,0,0,1,2,1
503577ff-4541-5826-b2ca-54c0d39f9d3c,cn_contest,78,33,11,4,5,3,66,29,11,5,6,5
04aeef30-0464-5705-909b-a618782d057c,cn_contest,33,17,4,43,8,2,12,13,10,53,16,10
d84df30f-b543-5e8a-937a-56117f59349b,olympiads,4,1,0,2,3,2,16,5,4,14,5,4
f27d99ba-0a02-53ad-9b13-ef03a28e3f35,olympiads,53,34,0,6,4,1,49,20,12,2,3,0
18a21115-1b2d-5980-9243-08595bffa79c,cn_contest,1,0,0,2,2,1,2,0,0,2,2,1
39df2403-1aaa-560b-ab22-f84b3fa04be0,cn_contest,15,5,0,1,2,0,15,6,2,1,2,0
0a891d0e-b741-58f3-9d9d-bafbaa29d9cb,cn_contest,8,2,1,1,2,1,13,3,2,1,2,1
40875815-89ae-5372-87b2-ad615daca738,olympiads,17,11,4,1,2,1,28,13,9,1,2,1
b3e30ae6-329a-5425-b7a9-e161e23aaacc,olympiads,9,4,0,2,3,1,17,5,1,3,3,1
4b794509-4d49-5f1e-8ce7-6cebf16a51be,olympiads,96,57,33,10,8,6,34,20,14,7,4,3
dd77b7c3-1d93-5a3d-9703-b2dc6817ab56,olympiads,3,0,0,8,5,4,3,0,0,8,5,4
7fba6209-af5e-5bb0-a197-cd009a2d306e,olympiads,108,47,4,25,6,2,31,21,5,3,4,3
06e244fd-2e52-5fbf-801b-7402ec67c0a9,olympiads,74,45,15,1,4,0,75,41,13,1,4,0
f8c2f987-d607-51bb-b62d-1c0e7e11c9e1,olympiads,34,19,5,13,11,7,44,17,19,21,10,6
e63783ae-224c-5245-ac8c-d1aefa47c720,olympiads,4,1,0,1,2,0,8,3,0,1,2,0
6f1ee239-b36a-5196-87ab-2c327d4b6704,olympiads,10,3,2,2,3,2,14,5,4,4,3,2
534d0f42-9254-5fa5-ae04-f7cedcddbfab,olympiads,20,15,7,7,3,2,22,6,6,3,2,1
5bea964a-72fa-5215-b44f-a62ec9922291,olympiads,96,36,14,3,4,3,95,48,16,6,7,6
af918e56-cef0-5874-a930-58533edec005,olympiads,94,50,0,39,7,2,89,46,5,27,7,2
81b1126c-7620-500a-b65d-23d7ddb7eff2,olympiads,81,38,3,5,3,2,59,33,14,11,8,7
938a30e4-e8aa-5206-bdda-18c570091b36,olympiads,33,17,4,13,7,5,55,27,20,25,7,5
95974c55-3727-5c41-a0c4-818ff22ad4f7,aops_forum,35,14,4,4,3,2,48,18,17,6,5,4
f77032d5-c410-54b2-8584-dfc55dcec800,olympiads,37,16,6,17,8,6,62,27,11,8,4,2
31ed26b4-f003-5af7-a6ba-b606ce191ce2,olympiads,17,18,2,5,5,2,73,30,19,4,4,2
d50973f5-0f75-572c-acad-a2474ec05dd0,olympiads,86,39,17,1,2,1,104,48,37,21,8,7
bc3c7b15-ba79-5445-8909-9a8fb226e983,olympiads,2,1,0,2,3,2,7,3,2,3,3,2
2347fae1-f5c4-5022-bb73-b7d0f0fc2060,olympiads,40,30,9,12,4,0,23,10,10,9,5,3
2e51b927-9d65-5076-84f4-4312ff1bc097,olympiads,48,29,2,8,6,3,88,37,21,23,14,11
887ceaa9-7371-59ea-bfe4-a980a5f2ff1d,olympiads,27,14,3,3,3,1,24,10,8,3,3,1
7100ff31-90a8-5d09-9f51-ba699b25585d,olympiads,24,8,1,9,7,5,25,10,0,8,6,4
d3f04a54-d76c-54ca-af68-cffb23fd9402,olympiads,97,45,41,40,20,14,66,32,23,39,14,9
11ee8f2b-1a69-52d7-a9e7-420388da33f2,olympiads,53,55,6,8,7,4,239,118,59,41,16,13
7ff07600-e55c-58f6-a90d-1e7da4466e42,olympiads,186,75,54,40,17,13,122,58,50,6,3,1
d7118ee1-88f6-569b-a950-9d3b1207a42c,olympiads,222,120,47,142,43,38,27,11,5,1,2,1
78180ddf-b449-527b-ab1f-06b4a6e4d399,aops_forum,95,54,32,15,8,4,47,20,18,2,5,1
0be6507c-31e8-5f01-a412-a7d7b9d17dcc,olympiads,112,69,31,36,24,22,14,7,5,11,4,3
20f6251a-84d0-5bfe-9894-c111eed1647a,olympiads,22,7,2,6,5,3,40,15,8,17,9,7
8e41022b-daa7-576e-9e34-0b93ec6ac5f6,olympiads,10,9,0,11,7,6,12,5,1,18,10,9
60b591bf-6303-5f42-813d-bcf682a1bda7,amc_aime,89,54,27,61,35,27,70,45,21,53,36,27
aea864d0-1204-5050-a334-547dfe21a066,secondary_math,140,67,9,10,6,4,156,72,43,12,9,7
373afca0-a2b1-5efe-bbf8-78877965bf02,olympiads_ref,28,19,15,46,5,0,26,14,9,76,6,1
9cb44684-15f5-59e3-8c4c-d40d54717fbb,secondary_math,63,27,22,4,5,4,61,33,22,1,2,1
00f6f69b-72cf-535d-a302-512f47648dca,inequalities,82,47,32,59,15,12,221,82,53,83,15,12
bbe59a8d-2d8c-5d21-9c23-3fd0b92c50df,olympiads,12,6,4,8,6,2,57,28,21,7,7,6
60b6e95b-649d-54bc-9dfa-aee947c6e108,aops_forum,35,20,7,37,8,3,61,33,21,55,8,4
afd93506-b1e3-571d-821b-96bcb7baf197,secondary_math,42,10,0,9,3,1,44,18,16,5,2,0
1708a5f0-9da6-53e5-aa73-20a292d4d4ef,olympiads,33,20,6,5,4,2,52,22,14,6,5,3
af0b76ff-55e2-5749-adc0-53b5b08b6c44,olympiads,49,27,18,33,7,5,53,30,17,24,6,4
cd81e053-625a-5c48-9f9d-490999294799,secondary_math,48,48,4,20,18,16,19,7,2,2,3,1
a2545544-1c54-57c6-8f0f-dcf9c07681b3,olympiads,4,1,0,9,4,1,4,1,0,9,4,1
21eb8339-9e6b-5eb5-919c-057b4043a047,secondary_math,34,14,10,4,3,0,22,9,5,4,3,0
7289ddc6-743f-59a7-8b20-b33db07dd7e6,secondary_math,3,1,0,1,2,1,3,1,0,2,3,2
c7d0193c-ad53-51f1-9240-42eef636bd07,secondary_math,56,29,11,3,3,1,36,13,6,1,2,0
aec04599-52f6-5b38-8e79-a84d760c7fd6,olympiads,3,0,0,3,3,2,3,0,0,2,2,1
f1dca99e-2ebd-5550-b331-f9e00950b59e,olympiads,15,7,1,3,3,2,45,20,16,3,4,3
bbf38730-9ee5-50ad-b3ec-e2135f4fe635,olympiads,44,27,16,11,2,0,73,34,30,4,4,3
0593f7aa-5182-564b-b5e1-161cdf7d3d28,secondary_math,19,9,1,3,5,3,47,26,20,12,8,6
e91c48ee-e8d7-57eb-bcd8-1ee2c52e4e83,secondary_math,58,32,3,5,6,5,49,25,9,8,9,8
71dcce19-80ca-51db-99dd-0183898192c0,olympiads,70,34,8,19,9,5,36,14,11,10,7,4
6c09f387-0106-5da6-b042-b09de930f110,secondary_math,50,25,5,4,5,4,73,27,30,2,3,2
c3d92e3e-8f93-5a2f-911a-2297665ac83c,olympiads,84,67,32,51,7,4,8,3,0,7,6,3
b1947faf-1c05-518a-9de0-f54697637ee0,secondary_math,32,13,7,9,8,4,38,12,15,22,5,1
c5e74a2a-63a6-52f9-9de3-7feaa2073499,olympiads,65,26,14,23,5,4,29,12,8,19,9,8
2341777f-9b89-5bb6-a321-60d6e33d9dff,aops_forum,50,27,5,1,2,1,64,29,13,1,2,1
95d85190-bb4d-53fd-8475-23030207d2a8,olympiads,20,15,2,17,11,10,40,16,9,9,5,4
c75b3426-d9c3-5302-89f1-db4a6de4a2c0,olympiads,20,10,1,5,6,2,24,16,0,17,11,7
c00c8fff-4270-5561-80f2-876366c0bda2,secondary_math,91,65,14,13,10,9,144,85,28,13,8,7
0490c5e2-22d7-58d0-85c9-e3d695810d49,olympiads,12,3,0,5,4,1,17,7,0,6,5,2
4be7b59f-2fbe-5d86-9149-9678b74f239d,olympiads,15,6,2,5,5,3,66,31,24,11,7,5
97d1bc37-be52-5922-89eb-457a1a08d06c,olympiads,34,15,8,6,5,1,38,18,8,15,8,4
80cfd283-05d0-5cbd-9255-b643c6ad1f52,olympiads,105,45,8,9,9,7,167,68,42,15,9,7
c2aaa2a2-4ba9-5f1d-a7eb-dfee2ff652da,inequalities,51,24,7,5,4,3,86,40,25,7,6,5
0d2ed039-79e8-557b-8fc3-1f56775d79dc,olympiads,138,81,42,43,28,23,72,41,17,24,18,13
3b2bb959-2a39-584c-8882-3cd6abcdf094,olympiads,103,59,33,45,24,19,95,54,28,41,23,18
51eda66a-ce66-5f62-9562-313f221a7c09,amc_aime,33,21,4,23,13,10,6,3,0,11,6,3
63189cbe-5d4e-5a58-beb6-c574eb214680,olympiads,24,9,5,3,4,3,23,10,3,2,3,2
b73373d1-3778-5b34-9682-189a90e8d9ed,olympiads,25,18,4,24,14,10,8,3,1,19,6,3
2590c3a7-f14d-5a63-b9b2-dadc8089c5db,olympiads,34,18,3,5,4,3,32,16,3,5,4,3
2c87b33e-8f31-530e-800a-213ea3e6045d,olympiads,143,68,17,20,13,9,80,38,9,13,11,7
ec8d7bcc-a778-5811-b212-d60d661b06dd,olympiads,143,79,22,40,16,13,143,79,22,40,16,13
