src,dst,cls,sub,load,capacity
4090,4064,machine,SimpleRewrites,2,3912
1662,2462,machine,VampireProven,0,146856
3590,3793,machine,VampireProven,4,32576
432,1066,machine,VampireProven,0,100416
1819,1817,machine,SimpleRewrites,0,7022224
3048,3037,machine,SimpleRewrites,6,7022224
1010,1009,machine,TrivialBruteforce,0,7022224
3580,3578,machine,SimpleRewrites,5,2979740
4526,4571,machine,VampireProven,9,87390
2636,2634,machine,SimpleRewrites,2,7022224
4210,4207,machine,SimpleRewrites,110,2979740
2248,204,machine,VampireProven,1,14464
124,72,machine,VampireProven,0,4491
1311,1222,machine,SimpleRewrites,0,3440
4008,40,machine,MagmaEgg,0,2979740
1554,1516,machine,SimpleRewrites,0,7022224
2516,2686,machine,VampireProven,0,11004
586,584,machine,SimpleRewrites,1,7022224
3615,3554,machine,SimpleRewrites,0,5745
3657,3614,machine,SimpleRewrites,0,2979740
1016,1015,machine,TrivialBruteforce,0,7022224
534,533,machine,TrivialBruteforce,0,7022224
1100,2709,machine,VampireProven,0,4551
538,1,machine,MagmaEgg,0,7022224
747,781,machine,VampireProven,0,570121
1445,1837,machine,VampireProven,0,5049
1147,1366,machine,VampireProven,4,7022224
4242,4174,machine,SimpleRewrites,3,13818
1600,1590,machine,SimpleRewrites,1,7022224
3797,4558,machine,VampireProven,1,56700
4681,4601,machine,SimpleRewrites,4,16723
3226,3084,machine,SimpleRewrites,0,9546
4235,4168,machine,SimpleRewrites,8,2979740
4078,4074,machine,SimpleRewrites,1,23760
3093,4655,machine,VampireProven,0,5337
3152,305,machine,TrivialBruteforce,283,7022224
2775,2659,machine,SimpleRewrites,1,4524
1973,1970,machine,SimpleRewrites,0,7022224
4338,4267,machine,SimpleRewrites,2,7281
1170,1982,machine,MagmaEgg,10,27632
1777,1,machine,GeneratedOther,40,7022224
826,824,machine,SimpleRewrites,0,4728
1381,1378,machine,SimpleRewrites,2,7022224
1878,1862,machine,SimpleRewrites,2,11190
417,1427,machine,VampireProven,0,4776
4462,4389,machine,SimpleRewrites,0,31088
1403,1297,machine,SimpleRewrites,1,7022224
1675,1663,machine,SimpleRewrites,1,11190
4669,4655,machine,SimpleRewrites,3,6000
1176,1175,machine,TrivialBruteforce,0,7022224
330,328,machine,SimpleRewrites,59,96432
4402,4398,machine,SimpleRewrites,0,6159
1710,1,machine,MagmaEgg,0,7022224
100,1030,machine,TrivialBruteforce,1,26850
4562,4527,machine,SimpleRewrites,0,249486
800,747,machine,SimpleRewrites,0,570121
678,613,machine,SimpleRewrites,0,3290
1764,2990,machine,VampireProven,1,7022224
1200,1094,machine,SimpleRewrites,3,7022224
4033,4021,machine,SimpleRewrites,73,2979740
3900,3879,machine,SimpleRewrites,2,6918
1769,1759,machine,SimpleRewrites,9,7022224
2255,2237,machine,SimpleRewrites,2,3676
2334,710,machine,MagmaEgg,3,450408
2119,2093,machine,SimpleRewrites,40,7022224
1870,1630,machine,VampireProven,1,5628
3287,3267,machine,SimpleRewrites,3,6657
1171,1169,machine,TrivialBruteforce,0,7022224
4447,4390,machine,VampireProven,2,67749
2897,2892,machine,SimpleRewrites,3,570121
2455,202,machine,MagmaEgg,1,3620
1347,1320,machine,SimpleRewrites,0,7022224
4477,4475,machine,SimpleRewrites,3,24540
1221,1210,machine,SimpleRewrites,0,7022224
2363,217,machine,MagmaEgg,2,25456
3809,4022,machine,TrivialBruteforce,2,11610
2686,2671,machine,SimpleRewrites,3,5193
2028,1969,machine,SimpleRewrites,0,965425
853,1230,machine,VampireProven,0,17270
3296,3260,machine,SimpleRewrites,0,5850
4429,4424,machine,SimpleRewrites,0,31040
710,616,machine,SimpleRewrites,0,16852
2877,2874,machine,SimpleRewrites,0,5157
3214,3105,machine,SimpleRewrites,1,4488
4563,4528,machine,SimpleRewrites,4,24492
2325,2320,machine,SimpleRewrites,0,7022224
1495,480,machine,MagmaEgg,12,36336
2788,1266,machine,VampireProven,0,76602
3158,1883,machine,MagmaEgg,0,15910
4332,4374,machine,TrivialBruteforce,0,223853
4502,4391,machine,SimpleRewrites,0,31088
774,638,machine,SimpleRewrites,1,4542
664,647,machine,SimpleRewrites,9,1902338
1806,1772,machine,SimpleRewrites,1,7022224
3266,3256,machine,SimpleRewrites,6,16121
2814,2812,machine,SimpleRewrites,0,7022224
1971,2174,machine,EquationSearch,4,7022224
3331,3329,machine,SimpleRewrites,52,50512
3043,3018,machine,SimpleRewrites,5,1902338
253,236,machine,SimpleRewrites,87,7022224
2163,2161,machine,SimpleRewrites,1,16489
4644,4614,machine,TrivialBruteforce,8,16989
4131,4134,machine,TrivialBruteforce,8,12972
1381,1372,machine,SimpleRewrites,5,7022224
1258,1238,machine,SimpleRewrites,0,4725
3177,1,machine,MagmaEgg,0,7022224
3181,2713,machine,MagmaEgg,15,245804
3107,4283,machine,VampireProven,0,3138
3906,3891,machine,VampireProven,4,127512
4464,4452,machine,SimpleRewrites,2,336864
2414,2309,machine,SimpleRewrites,0,40794
1082,1019,machine,SimpleRewrites,0,2994
4364,4312,machine,TrivialBruteforce,12,223853
3023,2989,machine,SimpleRewrites,5,19092
3597,3593,machine,SimpleRewrites,9,2979740
4503,4498,machine,SimpleRewrites,20,31056
2034,0,machine,GeneratedOther,3,2059
4105,4093,machine,SimpleRewrites,12,36936
2125,2035,machine,SimpleRewrites,0,4500
2633,2631,machine,TrivialBruteforce,0,7022224
1683,1628,machine,SimpleRewrites,0,3510
40,3394,machine,TrivialBruteforce,49,2979740
3349,4228,machine,MagmaEgg,0,102343
45,357,machine,TrivialBruteforce,204,2979740
427,2252,machine,VampireProven,0,6276
2531,45,machine,TrivialBruteforce,0,2327776
1394,1390,machine,SimpleRewrites,0,965425
49,46,machine,SimpleRewrites,0,3188
2425,2423,machine,TrivialBruteforce,2,7022224
4589,0,machine,GeneratedOther,1,2661
3735,380,machine,MagmaEgg,0,89670
2385,236,machine,TrivialBruteforce,12,7022224
2775,3184,machine,MagmaEgg,3,107068
3276,3266,machine,VampireProven,2,38400
119,1103,machine,TrivialBruteforce,0,965425
157,1869,machine,TrivialBruteforce,2,965425
3526,3523,machine,SimpleRewrites,8,13920
3333,3318,machine,SimpleRewrites,1,7929
365,362,machine,EquationSearch,0,149526
2454,2444,machine,SimpleRewrites,3,965425
116,2099,machine,VampireProven,0,8445
4353,4303,machine,TrivialBruteforce,3,16639
4436,4435,machine,SimpleRewrites,0,6153
3714,3658,machine,SimpleRewrites,1,4422
1629,22,machine,MagmaEgg,3,15453
192,191,machine,SimpleRewrites,0,7022224
1709,694,machine,MagmaEgg,0,107352
45,4581,human,Subgraph,197,819620
1476,1472,machine,SimpleRewrites,11,45333
4414,4384,machine,SimpleRewrites,0,9760
2644,37,machine,VampireProven,104,289168
3154,4,machine,MagmaEgg,40,1902338
313,318,machine,EquationSearch,29,180198
2200,2137,machine,SimpleRewrites,0,7022224
4574,4505,machine,SimpleRewrites,0,64284
3519,3518,machine,SimpleRewrites,0,6966
4491,4470,machine,SimpleRewrites,0,19340
2039,2034,machine,SimpleRewrites,0,3670
4562,4503,machine,EquationSearch,2,65756
386,3714,machine,TrivialBruteforce,0,32606
3,2,human,Subgraph,2,62680
797,796,machine,TrivialBruteforce,0,7022224
2780,2737,machine,SimpleRewrites,0,7022224
1070,1053,machine,SimpleRewrites,2,1902338
3498,3470,machine,SimpleRewrites,7,34765
3509,3507,machine,SimpleRewrites,0,404096
764,4145,machine,VampireProven,0,9912
2565,2560,machine,SimpleRewrites,4,7022224
953,870,machine,SimpleRewrites,1,7022224
565,478,machine,SimpleRewrites,1,388968
1850,1831,machine,SimpleRewrites,1,3384
2482,2470,machine,SimpleRewrites,0,965425
3082,3074,machine,SimpleRewrites,2,5337
713,1119,machine,MagmaEgg,4,23190
4437,4431,machine,SimpleRewrites,0,10900
1609,1608,machine,TrivialBruteforce,0,7022224
318,3503,machine,TrivialBruteforce,13,74802
4553,4437,machine,SimpleRewrites,0,20470
591,539,machine,SimpleRewrites,3,7022224
2674,2668,machine,SimpleRewrites,0,5157
2028,1952,machine,SimpleRewrites,1,965425
3370,3445,machine,TrivialBruteforce,1,490884
3122,684,machine,VampireProven,42,7022224
1180,2348,machine,MagmaEgg,220,450408
2242,202,machine,MagmaEgg,1,3646
4187,4183,machine,SimpleRewrites,5,2979740
3454,3449,machine,SimpleRewrites,91,2979740
1758,1926,machine,VampireProven,12,965425
1252,107,machine,VampireProven,0,4743
3743,3669,machine,SimpleRewrites,1,12792
1,4512,human,Subgraph,12,41888
4193,4192,machine,SimpleRewrites,4,2979740
1840,1831,machine,SimpleRewrites,0,3362
2740,4108,machine,MagmaEgg,0,33242
1657,2469,machine,MagmaEgg,1,8815
195,1956,machine,TrivialBruteforce,133,7022224
1988,1987,machine,TrivialBruteforce,1,7022224
216,206,machine,SimpleRewrites,13,965425
512,410,machine,SimpleRewrites,0,3598
4616,4613,machine,SimpleRewrites,3,49525
1871,1873,machine,MagmaEgg,0,146856
4417,4386,machine,SimpleRewrites,106,249486
3599,4005,machine,VampireProven,3,12150
2488,2462,machine,SimpleRewrites,0,146856
415,410,machine,SimpleRewrites,0,3616
555,2981,machine,MagmaEgg,5,118092
1272,1267,machine,SimpleRewrites,0,1902338
97,975,machine,TrivialBruteforce,9,7022224
707,1975,machine,VampireProven,3,7022224
2972,2861,machine,SimpleRewrites,0,6368
927,1875,machine,MagmaEgg,2,9048
2027,2024,machine,SimpleRewrites,5,7022224
3470,3455,machine,SimpleRewrites,0,4102
2582,2577,machine,SimpleRewrites,2,7022224
4287,4267,machine,TrivialBruteforce,0,7182
3972,3867,machine,SimpleRewrites,1,5802
4264,4202,machine,SimpleRewrites,4,2979740
4133,4130,machine,SimpleRewrites,5,7677
4632,4583,machine,TrivialBruteforce,4,7140
322,306,machine,SimpleRewrites,2,7338
1876,156,machine,VampireProven,2,965425
4609,4659,machine,TrivialBruteforce,0,27776
2570,2455,machine,SimpleRewrites,0,6288
2682,2648,machine,SimpleRewrites,0,6876
3668,3659,machine,SimpleRewrites,2,6105
4501,4489,machine,SimpleRewrites,2,24540
1301,1299,machine,SimpleRewrites,2,7022224
4276,4275,machine,SimpleRewrites,1,4000
1476,1439,machine,SimpleRewrites,8,965425
4391,4385,machine,SimpleRewrites,0,9815
3282,3302,machine,VampireProven,3,98328
2054,307,machine,VampireProven,0,16450
1210,1207,machine,SimpleRewrites,0,7022224
1789,948,machine,MagmaEgg,0,107068
1704,2168,machine,VampireProven,0,28611
1095,1201,machine,VampireProven,0,146856
4013,44,machine,EquationSearch,0,404096
4161,3354,machine,TrivialBruteforce,2,15672
2067,2879,machine,MagmaEgg,4,33100
4209,3616,machine,TrivialBruteforce,0,30960
4102,4113,machine,VampireProven,10,117120
2979,2977,machine,SimpleRewrites,7,7022224
1408,1406,machine,SimpleRewrites,0,7022224
3096,3084,machine,SimpleRewrites,0,10680
3719,3718,machine,SimpleRewrites,42,807177
780,779,machine,SimpleRewrites,1,7022224
1271,1267,machine,SimpleRewrites,0,1902338
2744,45,machine,TrivialBruteforce,0,2327776
3007,2899,machine,SimpleRewrites,0,4536
3287,3257,machine,SimpleRewrites,2,6657
370,364,machine,SimpleRewrites,4,21098
4076,4073,machine,SimpleRewrites,0,6489
1787,1786,machine,SimpleRewrites,0,7022224
1338,1336,machine,SimpleRewrites,1,7022224
413,3658,machine,VampireProven,0,3312
1442,1440,machine,SimpleRewrites,0,5040
3516,3509,machine,SimpleRewrites,8,404096
4388,4379,machine,SimpleRewrites,1,3984
1789,1728,machine,SimpleRewrites,1,7540
1055,443,machine,VampireProven,0,67596
4161,4153,machine,SimpleRewrites,5,15672
1078,1,machine,MagmaEgg,0,7022224
1136,1027,machine,SimpleRewrites,1,5106
3023,2972,machine,SimpleRewrites,1,84323
366,4095,machine,TrivialBruteforce,2,23420
1825,1783,machine,SimpleRewrites,15,965425
1476,1471,machine,SimpleRewrites,3,965425
4297,4312,machine,TrivialBruteforce,77,223853
2206,2092,machine,SimpleRewrites,2,13432
689,618,machine,SimpleRewrites,1,4932
4347,4277,machine,TrivialBruteforce,4,66556
2680,2647,machine,VampireProven,1,570121
1194,1184,machine,SimpleRewrites,2,7022224
1854,1850,machine,SimpleRewrites,2,5046
3364,3343,machine,SimpleRewrites,29,2979740
1948,1183,machine,VampireProven,13,19261
1605,1934,machine,EquationSearch,3,7022224
346,3841,machine,TrivialBruteforce,8,807177
1472,1456,machine,SimpleRewrites,4,10968
298,2971,machine,TrivialBruteforce,94,7022224
4128,4135,machine,TrivialBruteforce,0,47564
1815,4039,machine,VampireProven,0,27008
3337,3321,machine,SimpleRewrites,3,15252
28,3993,machine,TrivialBruteforce,2,9276
1700,1690,machine,SimpleRewrites,3,5142
1724,1,machine,MagmaEgg,40,7022224
2783,2771,machine,SimpleRewrites,0,7022224
3728,3720,machine,SimpleRewrites,3,6276
1183,1948,machine,VampireProven,0,19261
1867,1847,machine,SimpleRewrites,0,5049
2093,1,machine,MagmaEgg,40,7022224
2134,1491,machine,MagmaEgg,0,17094
1525,1425,machine,SimpleRewrites,0,3026
1640,1434,machine,VampireProven,0,5040
2975,2937,machine,SimpleRewrites,41,7022224
4215,4181,machine,TrivialBruteforce,60,129690
3094,3058,machine,SimpleRewrites,1,11942
2672,2063,machine,MagmaEgg,0,11648
2371,2289,machine,SimpleRewrites,0,6312
1211,1136,machine,SimpleRewrites,2,18469
4181,4166,machine,SimpleRewrites,3,5895
3619,3587,machine,TrivialBruteforce,3,11580
730,1542,machine,MagmaEgg,4,33100
4629,4628,machine,SimpleRewrites,0,4792
3218,3216,machine,TrivialBruteforce,6,7022224
2897,2888,machine,SimpleRewrites,7,570121
555,1116,machine,MagmaEgg,3,9084
3043,2984,machine,SimpleRewrites,1,1902338
588,483,machine,SimpleRewrites,0,7022224
1570,2684,machine,MagmaEgg,13,96128
3074,3049,machine,SimpleRewrites,0,3760
3412,3427,machine,TrivialBruteforce,41,2979740
30,2604,machine,TrivialBruteforce,13,69574
3311,3337,machine,TrivialBruteforce,1,55924
3329,3321,machine,TrivialBruteforce,4,15252
2033,2032,machine,SimpleRewrites,2,7022224
4060,4035,machine,SimpleRewrites,6,2979740
958,949,machine,SimpleRewrites,0,7022224
1253,1224,machine,SimpleRewrites,1,7116
3908,3882,machine,SimpleRewrites,6,13818
634,615,machine,SimpleRewrites,0,6876
2786,2583,machine,VampireProven,2,96075
288,284,machine,SimpleRewrites,14,7022224
4134,4130,machine,SimpleRewrites,2,6741
46,0,machine,GeneratedOther,1,1831
3694,3706,machine,VampireProven,0,78925
1768,1756,machine,SimpleRewrites,0,7022224
3624,3558,machine,SimpleRewrites,0,807177
230,202,machine,SimpleRewrites,0,3168
3669,3660,machine,SimpleRewrites,1,6441
1011,1010,machine,TrivialBruteforce,0,7022224
1437,1435,machine,VampireProven,63,965425
1306,1302,machine,SimpleRewrites,1,965425
4677,4636,machine,SimpleRewrites,1,27776
1486,1429,machine,SimpleRewrites,1,14990
726,963,machine,VampireProven,6,36212
2051,3512,machine,VampireProven,0,9882
33,30,machine,SimpleRewrites,21,67381
1206,1058,machine,SimpleRewrites,18,107456
3606,3525,machine,MagmaEgg,0,11604
1654,1628,machine,SimpleRewrites,0,3382
1019,0,machine,GeneratedOther,4,2051
915,641,machine,VampireProven,0,4938
3859,3847,machine,SimpleRewrites,5,2979740
14,755,machine,TrivialBruteforce,2,7022224
3602,3860,machine,TrivialBruteforce,43,2979740
3437,3418,machine,SimpleRewrites,75,2979740
2286,2249,machine,SimpleRewrites,0,965425
294,288,machine,TrivialBruteforce,16,7022224
2450,2449,machine,SimpleRewrites,3,28543
4569,4428,machine,TrivialBruteforce,0,65824
2065,2059,machine,SimpleRewrites,0,5487
3200,3067,machine,SimpleRewrites,0,4743
3504,3476,machine,SimpleRewrites,0,44206
3115,3049,machine,SimpleRewrites,0,3094
2075,2052,machine,SimpleRewrites,2,6608
3259,3253,machine,SimpleRewrites,0,9224
4563,4545,machine,SimpleRewrites,12,24492
843,10,machine,MagmaEgg,0,67940
531,523,machine,SimpleRewrites,8,388968
2269,2263,machine,SimpleRewrites,1,5064
1381,1376,machine,SimpleRewrites,5,7022224
4577,4535,machine,SimpleRewrites,14,335646
28,2575,machine,TrivialBruteforce,13,20098
2617,2549,machine,SimpleRewrites,2,203046
4517,4437,machine,SimpleRewrites,0,20530
1052,1044,machine,SimpleRewrites,0,4755
733,731,machine,SimpleRewrites,0,7022224
4112,4096,machine,SimpleRewrites,7,98073
2368,1,machine,MagmaEgg,0,7022224
1870,1656,machine,VampireProven,2,5628
3481,3455,machine,SimpleRewrites,0,3860
205,22,machine,VampireProven,1,15120
228,98,machine,VampireProven,0,2996
728,1,machine,GeneratedOther,0,7022224
440,3,machine,VampireProven,40,1902338
913,454,machine,MagmaEgg,0,74039
1131,1110,machine,SimpleRewrites,1,7022224
2068,2689,machine,VampireProven,20,570121
3563,3562,machine,SimpleRewrites,0,2979740
3222,3214,machine,SimpleRewrites,0,7022224
26,4135,machine,TrivialBruteforce,3,36938
1139,1137,machine,SimpleRewrites,1,7022224
1948,1920,machine,SimpleRewrites,2,5253
4461,4445,machine,SimpleRewrites,1,9815
3725,3723,machine,SimpleRewrites,2,6117
422,1021,machine,VampireProven,0,6364
563,562,machine,TrivialBruteforce,78,7022224
4462,4433,machine,SimpleRewrites,0,19430
342,3836,machine,TrivialBruteforce,12,32448
1653,1628,machine,SimpleRewrites,0,3892
976,93,machine,VampireProven,10,570121
810,660,machine,SimpleRewrites,29,65720
3789,3751,machine,SimpleRewrites,0,6078
293,272,machine,SimpleRewrites,0,7835
2590,2588,machine,SimpleRewrites,2,7022224
4424,4276,machine,TrivialBruteforce,5,19590
1679,1678,machine,SimpleRewrites,7,965425
3107,3758,machine,VampireProven,0,4707
2815,2748,machine,SimpleRewrites,1,1902338
1536,1383,machine,MagmaEgg,1,450892
1349,3108,machine,VampireProven,1,7022224
1407,1,machine,GeneratedOther,0,7022224
1414,1390,machine,SimpleRewrites,3,965425
4122,4116,machine,SimpleRewrites,0,490884
3571,3570,machine,SimpleRewrites,0,2979740
2906,1521,machine,VampireProven,6,7022224
904,903,machine,SimpleRewrites,38,7022224
1882,1879,machine,SimpleRewrites,1,965425
730,715,machine,SimpleRewrites,1,11585
3706,3694,machine,SimpleRewrites,1,78925
4364,4360,machine,TrivialBruteforce,10,55468
1714,919,machine,EquationSearch,5,7022224
3792,4245,machine,TrivialBruteforce,92,2979740
3472,3501,machine,VampireProven,37,127512
3467,3464,machine,SimpleRewrites,0,6918
3727,3721,machine,SimpleRewrites,0,6417
2738,2735,machine,SimpleRewrites,0,4728
3283,3254,machine,SimpleRewrites,0,6492
2424,2350,machine,SimpleRewrites,3,17281
1827,1826,machine,TrivialBruteforce,2,7022224
1358,1,machine,MagmaEgg,0,7022224
4113,4101,machine,SimpleRewrites,0,117242
1720,1628,machine,SimpleRewrites,0,3384
3665,3659,machine,SimpleRewrites,0,6111
634,631,machine,SimpleRewrites,0,5157
414,412,machine,SimpleRewrites,0,4791
1456,1450,machine,SimpleRewrites,0,5508
2,22,human,Subgraph,7,15345
3129,2632,machine,VampireProven,0,1902338
3606,4134,machine,MagmaEgg,1,11604
3893,3863,machine,SimpleRewrites,0,5787
846,107,machine,VampireProven,0,4737
1403,1385,machine,SimpleRewrites,2,7022224
1321,1222,machine,SimpleRewrites,1,3360
1216,1206,machine,SimpleRewrites,167,965425
4498,4482,machine,SimpleRewrites,4,9800
4524,4479,machine,SimpleRewrites,0,6168
1973,1968,machine,SimpleRewrites,76,7022224
1536,694,machine,MagmaEgg,11,107068
2971,2958,machine,SimpleRewrites,2,7022224
552,549,machine,SimpleRewrites,2,7022224
4242,4137,machine,SimpleRewrites,0,13818
40,3403,machine,TrivialBruteforce,14,423215
105,840,machine,TrivialBruteforce,0,168311
4554,4537,machine,TrivialBruteforce,0,336516
3979,44,machine,EquationSearch,0,404096
1003,929,machine,SimpleRewrites,5,570121
427,834,machine,VampireProven,0,4707
1858,1832,machine,SimpleRewrites,0,5037
1040,1034,machine,SimpleRewrites,0,5313
3313,3306,machine,SimpleRewrites,3,404096
10,857,machine,TrivialBruteforce,6,69574
4531,4559,machine,VampireProven,2,336864
4604,0,machine,GeneratedOther,0,2024
3144,2738,machine,VampireProven,1,108261
4228,3942,machine,MagmaEgg,4,11586
4672,4597,machine,SimpleRewrites,7,4806
843,106,machine,VampireProven,0,4740
4111,4075,machine,SimpleRewrites,0,13818
3676,3658,machine,SimpleRewrites,0,4448
2206,2139,machine,SimpleRewrites,1,965425
4508,4396,machine,SimpleRewrites,0,20450
723,2364,machine,VampireProven,4,7022224
54,358,machine,VampireProven,0,5178
4226,4224,machine,TrivialBruteforce,2,2979740
525,1,machine,GeneratedOther,40,7022224
1252,1223,machine,SimpleRewrites,0,6324
3984,4061,machine,TrivialBruteforce,7,2979740
237,2617,machine,TrivialBruteforce,0,239248
3195,3193,machine,SimpleRewrites,8,7022224
24,1649,machine,TrivialBruteforce,6,14152
3554,3455,machine,SimpleRewrites,0,3832
3415,3414,machine,SimpleRewrites,0,2979740
101,3458,machine,VampireProven,0,4749
1551,1520,machine,VampireProven,0,570121
1053,1046,machine,SimpleRewrites,1,1902338
3900,3866,machine,SimpleRewrites,0,6918
2429,2835,machine,VampireProven,0,115194
3122,506,machine,VampireProven,1,7022224
1814,1811,machine,SimpleRewrites,5,7022224
1144,1141,machine,SimpleRewrites,1,7022224
336,3372,machine,TrivialBruteforce,23,2979740
927,2537,machine,MagmaEgg,0,9048
933,905,machine,SimpleRewrites,0,4965
2967,2951,machine,SimpleRewrites,0,1902338
3281,3285,machine,MagmaEgg,7,37848
1999,15,machine,MagmaEgg,3,69290
2897,2663,machine,VampireProven,53,570121
4061,3999,machine,SimpleRewrites,0,2979740
2556,2555,machine,SimpleRewrites,2,7022224
2409,2342,machine,SimpleRewrites,37,1902338
4017,4013,machine,SimpleRewrites,3,404096
3063,3053,machine,SimpleRewrites,1,388968
2935,22,machine,MagmaEgg,3,14697
1570,42,human,Subgraph,1,21028
445,441,machine,VampireProven,0,23140
354,350,machine,SimpleRewrites,78,807177
4582,4596,machine,TrivialBruteforce,0,7434
3650,3581,machine,SimpleRewrites,1,2979740
663,646,machine,SimpleRewrites,5,75216
1806,1701,machine,SimpleRewrites,2,7022224
3654,3639,machine,SimpleRewrites,1,2979740
1977,83,machine,EquationSearch,16,7022224
2167,2165,machine,SimpleRewrites,0,7022224
1550,1547,machine,SimpleRewrites,1,7022224
1249,1248,machine,SimpleRewrites,0,4755
250,248,machine,TrivialBruteforce,0,7022224
4631,4628,machine,SimpleRewrites,0,4754
555,42,machine,VampireProven,8,21196
2033,2030,machine,SimpleRewrites,1,7022224
2,202,machine,TrivialBruteforce,2,3410
1878,161,machine,VampireProven,19,85790
1800,181,machine,VampireProven,3,965425
4654,4598,machine,TrivialBruteforce,7,5612
1545,1543,machine,SimpleRewrites,0,7022224
80,73,machine,SimpleRewrites,0,7022224
4533,4555,machine,TrivialBruteforce,6,825612
4262,4186,machine,SimpleRewrites,79,404096
611,1,machine,GeneratedOther,0,7022224
4190,4155,machine,TrivialBruteforce,6,2979740
234,2345,machine,TrivialBruteforce,82,7022224
2842,2841,machine,TrivialBruteforce,0,7022224
2880,2878,machine,SimpleRewrites,4,570121
3755,3747,machine,SimpleRewrites,0,5808
2790,2429,machine,VampireProven,6,115194
3998,3997,machine,SimpleRewrites,2,2979740
2804,2743,machine,SimpleRewrites,1,4515
2018,1903,machine,SimpleRewrites,20,117530
38,4339,machine,TrivialBruteforce,20,16072
1256,1254,machine,SimpleRewrites,0,17358
2604,2495,machine,SimpleRewrites,3,4854
1238,1222,machine,SimpleRewrites,0,3202
836,106,machine,VampireProven,0,4722
2443,2440,machine,SimpleRewrites,0,3432
591,590,machine,SimpleRewrites,132,7022224
854,852,machine,SimpleRewrites,0,1902338
2416,2365,machine,SimpleRewrites,3,7022224
2165,875,machine,VampireProven,0,7022224
1041,1038,machine,SimpleRewrites,0,4716
652,618,machine,SimpleRewrites,0,5163
2248,2242,machine,SimpleRewrites,4,7232
2033,2031,machine,SimpleRewrites,0,7022224
3891,3862,machine,SimpleRewrites,0,32844
1995,1933,machine,SimpleRewrites,2,8510
2216,2110,machine,SimpleRewrites,3,965425
830,2451,machine,VampireProven,0,20462
977,916,machine,SimpleRewrites,0,4551
4131,4133,machine,TrivialBruteforce,9,12972
2134,1518,machine,MagmaEgg,1,4662
3033,2997,machine,SimpleRewrites,3,79917
2980,2938,machine,SimpleRewrites,0,4701
1711,1695,machine,SimpleRewrites,0,7022224
4403,4396,machine,SimpleRewrites,0,20450
1783,1775,machine,SimpleRewrites,0,965425
799,797,machine,SimpleRewrites,0,7022224
1589,1480,machine,SimpleRewrites,0,8275
401,4240,machine,TrivialBruteforce,6,2979740
710,724,machine,MagmaEgg,0,450408
4375,4357,machine,SimpleRewrites,1,5952
3251,3249,machine,SimpleRewrites,21,7022224
4420,4408,machine,SimpleRewrites,2,9930
3013,3012,machine,SimpleRewrites,0,7022224
1659,1870,machine,MagmaEgg,0,24388
909,1628,machine,VampireProven,0,3036
2337,4379,machine,VampireProven,0,3094
4519,4515,machine,SimpleRewrites,12,25812
3411,3398,machine,SimpleRewrites,4,2979740
896,868,machine,SimpleRewrites,29,570121
3043,3001,machine,SimpleRewrites,3,1902338
4175,4363,machine,MagmaEgg,7,9635
1244,1241,machine,SimpleRewrites,1,4725
2424,2371,machine,SimpleRewrites,1,14139
65,280,machine,VampireProven,2,12000
1903,1836,machine,SimpleRewrites,0,5043
521,2398,machine,MagmaEgg,7,450408
2962,2961,machine,SimpleRewrites,0,7022224
1005,888,machine,SimpleRewrites,3,519112
1300,1277,machine,SimpleRewrites,1,4542
1413,1412,machine,SimpleRewrites,1,7022224
1287,1222,machine,SimpleRewrites,0,3378
2840,2825,machine,SimpleRewrites,6,1902338
1400,1349,machine,SimpleRewrites,0,7022224
1130,555,machine,MagmaEgg,0,118092
2419,2401,machine,SimpleRewrites,9,79968
3794,4245,machine,TrivialBruteforce,45,2979740
1987,1985,machine,TrivialBruteforce,37,7022224
1411,1,machine,GeneratedOther,0,7022224
1595,1528,machine,SimpleRewrites,142,7022224
2136,1324,machine,MagmaEgg,0,8660
3283,3287,machine,VampireProven,0,17312
4505,4468,machine,SimpleRewrites,0,10370
1628,0,machine,GeneratedOther,4,2207
2,2846,machine,TrivialBruteforce,4,3410
1956,1939,machine,SimpleRewrites,3,7022224
799,729,machine,SimpleRewrites,5,7022224
521,4215,machine,MagmaEgg,14,101112
3616,3555,machine,SimpleRewrites,2,8184
1174,1124,machine,SimpleRewrites,2,965425
3885,3899,machine,VampireProven,0,197760
2048,2046,machine,SimpleRewrites,0,570121
4546,4570,machine,TrivialBruteforce,4,825612
3844,3791,machine,SimpleRewrites,0,2979740
2271,2264,machine,SimpleRewrites,0,965425
173,2175,machine,TrivialBruteforce,3,7022224
3325,3257,machine,SimpleRewrites,8,7677
2964,2936,machine,SimpleRewrites,1,4488
4438,4432,machine,SimpleRewrites,0,6153
2736,2643,machine,SimpleRewrites,0,3036
370,4106,machine,TrivialBruteforce,0,116998
3231,3125,machine,SimpleRewrites,2,1902338
1288,410,machine,VampireProven,0,3094
2760,30,machine,MagmaEgg,0,69574
2023,1999,machine,SimpleRewrites,8,84400
308,3466,machine,TrivialBruteforce,5,14514
4125,4078,machine,EquationSearch,8,38754
4139,4152,machine,EquationSearch,0,490884
4,33,machine,TrivialBruteforce,572,1902338
3767,40,machine,MagmaEgg,115,2979740
2007,2002,machine,SimpleRewrites,23,7022224
370,3909,machine,TrivialBruteforce,16,74802
1002,1001,machine,SimpleRewrites,119,7022224
4436,4380,machine,SimpleRewrites,0,10255
1965,18,machine,MagmaEgg,64,965425
