src,dst,cls,sub,load,capacity
611,460,machine,SimpleRewrites,2,1816144
4515,4398,machine,SimpleRewrites,3,6477
73,508,machine,TrivialBruteforce,16,7022224
3776,3856,machine,TrivialBruteforce,0,807177
1258,1227,machine,SimpleRewrites,0,6300
3496,3473,machine,SimpleRewrites,0,5829
2456,2440,machine,SimpleRewrites,0,3544
2694,2667,machine,SimpleRewrites,3,570121
1919,1910,machine,SimpleRewrites,1,7022224
1748,1747,machine,SimpleRewrites,2,7022224
2463,1843,machine,VampireProven,4,965425
4457,4445,machine,SimpleRewrites,0,10030
3735,3714,machine,SimpleRewrites,2,36295
4465,4437,machine,SimpleRewrites,0,19460
1829,182,machine,TrivialBruteforce,0,7022224
2159,2158,machine,SimpleRewrites,1,7022224
1237,1222,machine,SimpleRewrites,0,3636
860,824,machine,SimpleRewrites,0,4722
362,359,machine,SimpleRewrites,0,30390
3928,3862,machine,SimpleRewrites,2,34425
3697,3676,machine,SimpleRewrites,1,6105
3084,3064,machine,SimpleRewrites,0,5415
4017,4009,machine,SimpleRewrites,6,404096
1868,1447,machine,VampireProven,0,67240
314,3277,machine,VampireProven,0,6084
862,861,machine,SimpleRewrites,0,1902338
3134,3227,machine,VampireProven,7,7022224
3910,3906,machine,SimpleRewrites,5,126852
3769,3525,machine,TrivialBruteforce,0,11610
3599,384,machine,VampireProven,2,14175
1574,1573,machine,TrivialBruteforce,0,7022224
427,4285,machine,VampireProven,0,10983
383,306,machine,TrivialBruteforce,0,5748
324,3517,machine,TrivialBruteforce,4,6918
3542,3515,machine,SimpleRewrites,7,404096
4495,4483,machine,SimpleRewrites,6,65756
1976,1847,machine,SimpleRewrites,1,4662
433,1854,machine,VampireProven,2,34518
750,692,machine,VampireProven,3,7022224
4518,4438,machine,SimpleRewrites,2,24504
1594,1592,machine,TrivialBruteforce,0,7022224
373,379,machine,TrivialBruteforce,129,807177
3487,3481,machine,SimpleRewrites,2,5787
1767,1759,machine,SimpleRewrites,0,7022224
3672,3665,machine,SimpleRewrites,0,12192
50,8,machine,EquationSearch,0,187738
222,1902,machine,TrivialBruteforce,42,7022224
1068,1064,machine,SimpleRewrites,0,1902338
1352,158,machine,VampireProven,0,5061
1116,1108,machine,SimpleRewrites,1,4581
2393,2385,machine,SimpleRewrites,0,7022224
2045,2042,machine,SimpleRewrites,0,5487
301,293,machine,SimpleRewrites,7,1902338
2085,2084,machine,SimpleRewrites,1,570121
1261,1240,machine,SimpleRewrites,1,5322
1216,1191,machine,SimpleRewrites,3,965425
3859,3799,machine,SimpleRewrites,2,2979740
1627,1567,machine,SimpleRewrites,0,7022224
1260,1245,machine,VampireProven,3,168311
2238,4152,machine,MagmaEgg,62,382812
3070,322,machine,VampireProven,3,9010
4236,4232,machine,SimpleRewrites,41,2979740
662,654,machine,SimpleRewrites,1,79917
58,52,machine,SimpleRewrites,1,7835
4216,44,machine,EquationSearch,0,404096
1151,1035,machine,SimpleRewrites,1,4674
8,99,machine,EquationSearch,3,25456
4490,4479,machine,SimpleRewrites,0,5886
3135,3131,machine,SimpleRewrites,0,7022224
3841,3823,machine,SimpleRewrites,0,807177
2713,1170,machine,MagmaEgg,3,24128
4602,4596,machine,TrivialBruteforce,10,7143
874,868,machine,SimpleRewrites,23,570121
2838,2837,machine,TrivialBruteforce,3,7022224
23,4123,machine,TrivialBruteforce,4,36938
2371,2265,machine,VampireProven,0,4734
1247,1222,machine,SimpleRewrites,0,3674
2390,2389,machine,TrivialBruteforce,0,7022224
973,1,machine,GeneratedOther,0,7022224
2929,2913,machine,SimpleRewrites,0,7022224
1603,1784,machine,EquationSearch,9,7022224
30,3166,machine,TrivialBruteforce,14,69574
1839,1831,machine,SimpleRewrites,0,3892
3652,3632,machine,SimpleRewrites,12,2979740
1627,1625,machine,SimpleRewrites,1,7022224
466,410,machine,SimpleRewrites,0,2994
2684,2661,machine,SimpleRewrites,0,4956
3893,3905,machine,EquationSearch,0,36651
2113,2111,machine,SimpleRewrites,0,7022224
2761,2759,machine,TrivialBruteforce,83,7022224
2238,26,machine,MagmaEgg,95,965425
427,4598,machine,VampireProven,0,3138
4569,4574,machine,TrivialBruteforce,0,249744
3710,4152,machine,MagmaEgg,25,461244
894,2981,machine,MagmaEgg,18,117156
3575,3574,machine,SimpleRewrites,5,2979740
552,551,machine,SimpleRewrites,1,7022224
1825,1712,machine,SimpleRewrites,1,965425
3138,3049,machine,SimpleRewrites,0,3312
424,420,machine,SimpleRewrites,2,187738
2044,2043,machine,SimpleRewrites,1,4932
3765,3859,machine,TrivialBruteforce,64,2979740
4204,3857,machine,TrivialBruteforce,4,2979740
1784,1776,machine,SimpleRewrites,4,7022224
4014,4050,machine,TrivialBruteforce,1,2979740
2246,2237,machine,SimpleRewrites,0,3360
2538,2335,machine,EquationSearch,16,7022224
4304,4282,machine,SimpleRewrites,2,4052
3597,3595,machine,SimpleRewrites,10,2979740
3902,3867,machine,SimpleRewrites,0,5829
3669,3666,machine,SimpleRewrites,0,6441
1477,1425,machine,SimpleRewrites,0,3366
3321,3318,machine,SimpleRewrites,0,7707
937,925,machine,SimpleRewrites,12,570121
2834,2814,machine,SimpleRewrites,0,7022224
393,383,machine,SimpleRewrites,4,22980
4078,4076,machine,SimpleRewrites,3,23760
915,46,machine,VampireProven,0,3292
815,812,machine,SimpleRewrites,1,7022224
3733,3730,machine,SimpleRewrites,0,807177
2083,2046,machine,SimpleRewrites,38,570121
40,380,human,Subgraph,32,80430
1361,1353,machine,SimpleRewrites,0,7022224
4403,4383,machine,SimpleRewrites,0,67485
1860,1831,machine,SimpleRewrites,1,3614
4482,4379,machine,SimpleRewrites,3,4174
4629,4671,machine,TrivialBruteforce,6,16772
4208,4164,machine,SimpleRewrites,0,6912
254,0,machine,GeneratedOther,0,1831
3605,3604,machine,SimpleRewrites,3,2979740
1347,1342,machine,SimpleRewrites,2,7022224
3580,3579,machine,SimpleRewrites,4,2979740
278,274,machine,SimpleRewrites,0,7022224
1973,1964,machine,SimpleRewrites,9,7022224
3873,3659,machine,VampireProven,4,6099
3901,3905,machine,EquationSearch,0,36651
2467,2441,machine,SimpleRewrites,0,965425
1691,1628,machine,SimpleRewrites,0,2994
4304,4274,machine,TrivialBruteforce,2,6078
4107,366,machine,TrivialBruteforce,5,23070
2237,0,machine,GeneratedOther,5,1995
3809,3822,machine,MagmaEgg,3,38700
1815,2023,machine,VampireProven,17,146856
3665,3663,machine,SimpleRewrites,0,6111
2058,2056,machine,SimpleRewrites,4,570121
321,3310,machine,TrivialBruteforce,0,404096
3873,3863,machine,SimpleRewrites,1,6099
3580,3553,machine,SimpleRewrites,2,2979740
1221,1219,machine,SimpleRewrites,0,7022224
4225,4164,machine,SimpleRewrites,7,7119
1306,1280,machine,SimpleRewrites,0,965425
308,4315,machine,TrivialBruteforce,4,7257
3035,3034,machine,TrivialBruteforce,0,7022224
3750,3748,machine,MagmaEgg,0,5748
2590,2589,machine,SimpleRewrites,0,7022224
4512,4473,machine,SimpleRewrites,7,24492
4623,4620,machine,TrivialBruteforce,28,223853
3460,3455,machine,SimpleRewrites,0,4940
3462,3460,machine,SimpleRewrites,0,6927
3835,3801,machine,SimpleRewrites,0,2979740
789,776,machine,SimpleRewrites,0,7022224
922,1,machine,GeneratedOther,0,7022224
742,84,machine,EquationSearch,0,7022224
1542,1514,machine,SimpleRewrites,2,4965
3340,3266,machine,SimpleRewrites,43,45920
3955,4266,machine,TrivialBruteforce,2,2979740
3775,3619,machine,MagmaEgg,0,98430
4383,4380,machine,SimpleRewrites,0,10310
1854,4068,machine,VampireProven,0,13456
815,799,machine,SimpleRewrites,8,7022224
3158,2566,machine,VampireProven,0,187738
15,3333,machine,TrivialBruteforce,1,10494
3490,3460,machine,SimpleRewrites,0,6102
2262,22,machine,MagmaEgg,0,16344
40,3381,machine,TrivialBruteforce,27,2979740
2125,2123,machine,SimpleRewrites,0,4500
3839,3838,machine,SimpleRewrites,12,2979740
3369,3525,machine,MagmaEgg,4,11790
427,1026,machine,VampireProven,9,189849
608,606,machine,TrivialBruteforce,0,7022224
1192,1184,machine,SimpleRewrites,0,7022224
2978,2901,machine,SimpleRewrites,2,4662
3987,3990,machine,TrivialBruteforce,41,2979740
2101,1,machine,MagmaEgg,0,7022224
2092,2089,machine,SimpleRewrites,0,8400
4333,4295,machine,TrivialBruteforce,4,16639
3299,3273,machine,SimpleRewrites,0,23760
1229,1223,machine,SimpleRewrites,0,6316
1018,904,machine,SimpleRewrites,0,7022224
2635,2610,machine,SimpleRewrites,88,7022224
1474,1466,machine,SimpleRewrites,27,132641
969,96,machine,TrivialBruteforce,41,7022224
2367,2302,machine,VampireProven,1,4725
1974,1893,machine,SimpleRewrites,0,5040
3121,2881,machine,VampireProven,3,12736
1116,1112,machine,SimpleRewrites,0,4581
4354,4342,machine,TrivialBruteforce,5,4076
3623,3626,machine,TrivialBruteforce,0,2979740
4640,4652,machine,TrivialBruteforce,5,223853
480,476,machine,SimpleRewrites,2,4545
722,908,machine,VampireProven,1,26336
3310,3304,machine,SimpleRewrites,40,404096
3939,3330,machine,MagmaEgg,3,22396
1489,873,machine,VampireProven,4,7022224
3630,3562,machine,SimpleRewrites,0,2979740
4279,4275,machine,SimpleRewrites,3,4076
2763,2761,machine,SimpleRewrites,0,7022224
3928,325,machine,VampireProven,2,14175
3775,3760,machine,SimpleRewrites,0,5790
3905,39,machine,EquationSearch,0,27636
4656,4602,machine,TrivialBruteforce,21,16639
14,188,machine,TrivialBruteforce,6,7022224
1672,1657,machine,SimpleRewrites,2,8510
725,723,machine,SimpleRewrites,0,7022224
211,202,machine,SimpleRewrites,0,3376
40,4016,machine,TrivialBruteforce,45,2979740
1324,1222,machine,SimpleRewrites,0,3464
4052,4048,machine,SimpleRewrites,0,2979740
3328,37,machine,MagmaEgg,0,404096
93,1622,machine,TrivialBruteforce,25,570121
4025,4181,machine,MagmaEgg,0,129690
1345,1,machine,GeneratedOther,0,7022224
1704,2086,machine,VampireProven,0,5049
1627,1601,machine,SimpleRewrites,12,7022224
2861,254,machine,VampireProven,1,3510
1946,1,machine,GeneratedOther,78,7022224
1151,1112,machine,SimpleRewrites,0,4674
4142,4119,machine,SimpleRewrites,1,6501
1133,1,machine,GeneratedOther,0,7022224
2384,2302,machine,SimpleRewrites,1,4737
2695,2643,machine,SimpleRewrites,0,3246
4153,3252,machine,VampireProven,0,3936
4347,4377,machine,TrivialBruteforce,4,66556
560,559,machine,SimpleRewrites,0,7022224
3484,39,machine,TrivialBruteforce,7,27636
1884,410,machine,MagmaEgg,0,3050
308,3254,machine,TrivialBruteforce,4,7257
42,4543,machine,TrivialBruteforce,13,11928
958,957,machine,SimpleRewrites,2,7022224
1788,1331,machine,VampireProven,1,965425
1896,1831,machine,SimpleRewrites,0,3382
442,439,machine,SimpleRewrites,0,4710
3743,380,human,Subgraph,12,89544
1999,1034,machine,VampireProven,0,5070
4423,4387,machine,SimpleRewrites,1,10335
3894,3864,machine,SimpleRewrites,0,5844
980,871,machine,SimpleRewrites,0,4965
612,608,machine,SimpleRewrites,1,7022224
4147,4146,machine,SimpleRewrites,109,490884
3912,3885,machine,SimpleRewrites,10,197760
1419,1360,machine,SimpleRewrites,0,965425
3931,3728,machine,MagmaEgg,5,12276
847,844,machine,SimpleRewrites,0,5193
4383,4382,machine,SimpleRewrites,0,10310
3072,3068,machine,SimpleRewrites,1,5118
3474,3455,machine,SimpleRewrites,0,3860
1173,1171,machine,SimpleRewrites,0,7022224
3700,3697,machine,SimpleRewrites,6,13468
2944,2940,machine,SimpleRewrites,0,7022224
3141,22,machine,MagmaEgg,0,14148
2847,2689,machine,VampireProven,98,570121
1025,410,machine,MagmaEgg,0,3220
3857,3852,machine,SimpleRewrites,5,2979740
4209,3793,machine,MagmaEgg,0,30960
1709,2145,machine,MagmaEgg,2,60480
2309,2289,machine,SimpleRewrites,0,6316
3350,3343,machine,SimpleRewrites,0,2979740
1129,1,machine,MagmaEgg,0,7022224
2845,2844,machine,SimpleRewrites,1,7022224
2974,2975,machine,VampireProven,0,7022224
1159,1155,machine,SimpleRewrites,0,7022224
4571,4505,machine,SimpleRewrites,11,64086
4158,4155,machine,EquationSearch,2,2979740
4376,4371,machine,TrivialBruteforce,13,223853
2315,2303,machine,SimpleRewrites,0,9030
3678,3700,machine,VampireProven,31,73112
3840,3860,machine,TrivialBruteforce,6,2979740
4099,4089,machine,SimpleRewrites,1,7035
2852,2846,machine,SimpleRewrites,0,3366
3107,2299,machine,VampireProven,2,4707
313,316,machine,EquationSearch,10,164862
4228,4269,machine,TrivialBruteforce,0,5793
847,834,machine,VampireProven,1,5193
4627,4595,machine,SimpleRewrites,19,223853
4578,4511,human,Subgraph,2,12234
3335,3332,machine,SimpleRewrites,0,404096
3928,378,machine,VampireProven,7,85050
4,4563,human,Subgraph,3,43876
1741,1815,machine,MagmaEgg,0,146856
3903,3900,machine,SimpleRewrites,0,11532
4498,4468,machine,SimpleRewrites,3,9800
3584,3651,machine,TrivialBruteforce,6,2979740
4268,0,machine,GeneratedOther,1,2868
1449,1448,machine,SimpleRewrites,3,965425
1161,1159,machine,SimpleRewrites,0,7022224
4,22,human,Subgraph,0,14103
1618,1573,machine,SimpleRewrites,1,7022224
2109,3126,machine,VampireProven,6,7022224
654,631,machine,SimpleRewrites,2,4740
150,0,machine,GeneratedOther,1,1982
2637,2595,machine,SimpleRewrites,3,1902338
1000,999,machine,TrivialBruteforce,0,7022224
3589,3645,machine,TrivialBruteforce,3,2979740
1602,1568,machine,SimpleRewrites,1,570121
2498,2321,machine,VampireProven,10,167776
2498,3802,machine,VampireProven,2,9408
1329,1,machine,GeneratedOther,0,7022224
2214,2145,machine,SimpleRewrites,5,59840
3246,3236,machine,SimpleRewrites,9,1902338
1265,9,machine,MagmaEgg,0,113216
1171,1082,machine,SimpleRewrites,4,4488
3130,758,machine,MagmaEgg,40,450408
2021,2020,machine,TrivialBruteforce,0,7022224
3958,4457,machine,MagmaEgg,2,19300
3703,39,machine,TrivialBruteforce,11,27664
1025,1019,machine,SimpleRewrites,0,3220
2464,2460,machine,SimpleRewrites,2,965425
4652,4649,machine,SimpleRewrites,7,223853
4024,4023,machine,SimpleRewrites,112,2979740
227,1044,machine,VampireProven,0,4749
800,81,machine,VampireProven,3,570121
894,961,machine,MagmaEgg,6,106642
2889,2861,machine,SimpleRewrites,0,6876
3834,3829,machine,SimpleRewrites,3,2979740
3710,3730,machine,TrivialBruteforce,39,807177
1319,710,machine,MagmaEgg,0,450408
3293,3281,machine,SimpleRewrites,0,36936
2917,2536,machine,VampireProven,1,7022224
1830,1716,machine,SimpleRewrites,1,7022224
2285,2259,machine,SimpleRewrites,3,13488
1364,1361,machine,SimpleRewrites,0,7022224
3643,3590,machine,SimpleRewrites,4,151725
913,15,machine,MagmaEgg,3,61951
775,713,machine,SimpleRewrites,4,22440
167,166,machine,SimpleRewrites,1,4497
3497,3496,machine,SimpleRewrites,0,42284
3413,3305,machine,SimpleRewrites,0,6741
2446,1628,machine,VampireProven,0,3456
321,3538,machine,TrivialBruteforce,3,404096
1843,1668,machine,VampireProven,4,965425
1458,1428,machine,SimpleRewrites,0,5082
1467,1841,machine,VampireProven,55,965425
1175,1171,machine,SimpleRewrites,5,7022224
3482,3486,machine,VampireProven,9,44206
4307,4281,machine,SimpleRewrites,1,6000
2670,2869,machine,VampireProven,1,570121
2365,45,machine,TrivialBruteforce,0,2327776
395,4040,machine,TrivialBruteforce,21,2979740
3136,3109,machine,SimpleRewrites,0,7022224
2337,1222,machine,VampireProven,0,3094
3119,758,machine,MagmaEgg,0,450408
627,625,machine,SimpleRewrites,8,19092
1080,1076,machine,SimpleRewrites,4,7022224
2396,2393,machine,SimpleRewrites,0,7022224
1802,1801,machine,TrivialBruteforce,9,7022224
451,416,machine,SimpleRewrites,0,4743
1770,1689,machine,SimpleRewrites,2,7022224
1139,1138,machine,SimpleRewrites,1,7022224
1466,1431,machine,SimpleRewrites,0,18887
411,2,machine,VampireProven,41,63920
4025,3916,machine,SimpleRewrites,0,5895
165,150,machine,SimpleRewrites,1,3438
4443,4464,machine,VampireProven,0,336864
1491,2134,machine,MagmaEgg,14,17094
2759,2757,machine,SimpleRewrites,3,7022224
4063,4042,machine,SimpleRewrites,0,2979740
3535,3507,machine,SimpleRewrites,2,404096
899,883,machine,SimpleRewrites,0,7022224
3147,3145,machine,SimpleRewrites,0,7022224
3387,3333,machine,TrivialBruteforce,0,13002
3279,3256,machine,VampireProven,0,13461
1662,1655,machine,SimpleRewrites,0,146856
528,1,machine,GeneratedOther,0,7022224
4181,4153,machine,SimpleRewrites,4,15720
2186,2137,machine,SimpleRewrites,0,7022224
3939,3525,machine,MagmaEgg,9,12216
2261,2254,machine,SimpleRewrites,1,965425
3524,3521,machine,SimpleRewrites,4,7371
2367,220,machine,MagmaEgg,1,4725
136,134,machine,SimpleRewrites,3,7022224
1533,1532,machine,SimpleRewrites,4,7022224
3743,4511,human,Subgraph,9,12792
1232,1023,machine,VampireProven,0,185260
606,605,machine,SimpleRewrites,0,7022224
1466,1443,machine,SimpleRewrites,0,6868
1036,1236,machine,VampireProven,17,254016
2641,2635,machine,SimpleRewrites,91,7022224
2919,2728,machine,VampireProven,4,7022224
2036,2034,machine,SimpleRewrites,0,3670
2882,2872,machine,SimpleRewrites,2,4932
1036,2461,machine,VampireProven,1,20384
2259,158,machine,VampireProven,1,5061
4507,4359,machine,TrivialBruteforce,3,15141
3500,3465,machine,VampireProven,2,11592
2685,2683,machine,SimpleRewrites,4,570121
4534,4551,machine,VampireProven,0,206938
3232,3225,machine,TrivialBruteforce,29,7022224
3522,3520,machine,SimpleRewrites,3,6978
4505,4394,machine,SimpleRewrites,0,10370
2257,2238,machine,SimpleRewrites,0,965425
713,510,machine,MagmaEgg,1,4638
2998,2949,machine,SimpleRewrites,0,7022224
1848,1832,machine,SimpleRewrites,1,5049
1828,1827,machine,TrivialBruteforce,2,7022224
159,211,machine,VampireProven,0,8440
550,546,machine,SimpleRewrites,0,7022224
164,1882,machine,TrivialBruteforce,32,965425
51,628,machine,VampireProven,0,5169
1702,1691,machine,SimpleRewrites,1,4488
2340,1,machine,GeneratedOther,0,7022224
2673,2897,machine,VampireProven,48,570121
266,2691,machine,TrivialBruteforce,40,570121
3697,3663,machine,SimpleRewrites,1,6105
4296,4269,machine,SimpleRewrites,0,6024
1412,1,machine,GeneratedOther,0,7022224
4530,4481,machine,SimpleRewrites,1,6024
1806,1789,machine,SimpleRewrites,2,106216
3692,3688,machine,SimpleRewrites,2,47424
383,3658,machine,VampireProven,0,3832
2729,2725,machine,SimpleRewrites,0,7022224
1770,1768,machine,SimpleRewrites,0,7022224
3363,3352,machine,SimpleRewrites,0,5895
810,768,machine,SimpleRewrites,26,570121
1461,26,machine,MagmaEgg,0,965425
733,732,machine,SimpleRewrites,0,7022224
3939,4476,machine,VampireProven,4,20360
3227,3159,machine,SimpleRewrites,5,7022224
4521,4516,machine,SimpleRewrites,63,218173
3953,3861,machine,SimpleRewrites,0,3832
23,3056,machine,TrivialBruteforce,26,382812
2515,2494,machine,SimpleRewrites,0,7022224
2567,1,machine,MagmaEgg,0,7022224
3925,3923,machine,SimpleRewrites,0,8100
518,516,machine,SimpleRewrites,3,7022224
2669,2643,machine,SimpleRewrites,0,3294
2226,2077,machine,SimpleRewrites,0,10116
2963,30,machine,MagmaEgg,2,67682
1693,1628,machine,SimpleRewrites,0,3368
2600,2820,machine,VampireProven,5,239248
1255,1251,machine,SimpleRewrites,0,4779
3656,3630,machine,SimpleRewrites,8,2979740
2835,2790,machine,SimpleRewrites,7,115194
3597,3596,machine,SimpleRewrites,0,2979740
2205,2203,machine,SimpleRewrites,0,7022224
2300,2237,machine,SimpleRewrites,0,2994
3783,3766,machine,SimpleRewrites,25,2979740
2981,2899,machine,SimpleRewrites,2,4542
1713,1697,machine,SimpleRewrites,1,7022224
2607,2606,machine,SimpleRewrites,40,7022224
1427,1425,machine,SimpleRewrites,1,3754
838,832,machine,SimpleRewrites,0,4725
2163,167,machine,VampireProven,0,68954
2015,1997,machine,SimpleRewrites,0,7022224
1246,3726,machine,VampireProven,0,14157
1399,1294,machine,SimpleRewrites,1,965425
2691,2895,machine,VampireProven,13,570121
888,1612,machine,VampireProven,0,570121
4146,4147,machine,TrivialBruteforce,0,490884
361,3658,machine,TrivialBruteforce,0,4056
371,4626,machine,EquationSearch,4,47950
22,1628,machine,TrivialBruteforce,6,3948
4691,4643,machine,SimpleRewrites,0,223853
1874,1859,machine,SimpleRewrites,5,5628
8,3920,machine,TrivialBruteforce,2,9546
3868,3867,machine,SimpleRewrites,0,6099
4466,4461,machine,SimpleRewrites,0,31088
2179,13,machine,MagmaEgg,72,182428
4576,4500,machine,SimpleRewrites,11,87030
3918,3512,machine,VampireProven,3,12144
3971,3961,machine,SimpleRewrites,2,6963
4369,4291,machine,SimpleRewrites,0,223853
1641,1858,machine,VampireProven,64,965425
454,426,machine,SimpleRewrites,0,6332
303,291,machine,SimpleRewrites,40,7022224
6,122,machine,TrivialBruteforce,325,7022224
4420,4397,machine,SimpleRewrites,1,5958
2528,2519,machine,SimpleRewrites,178,7022224
291,1122,machine,EquationSearch,74,7022224
2337,410,machine,VampireProven,0,3094
2484,2448,machine,SimpleRewrites,1,5253
10,1063,machine,TrivialBruteforce,5,69574
4427,4390,machine,SimpleRewrites,3,67485
3448,3446,machine,SimpleRewrites,0,2979740
3085,3075,machine,SimpleRewrites,1,5118
2160,2123,machine,SimpleRewrites,2,5157
4622,4607,machine,TrivialBruteforce,2,4076
268,2085,machine,TrivialBruteforce,96,570121
3994,3991,machine,SimpleRewrites,39,2979740
3083,3076,machine,SimpleRewrites,7,388968
3233,3232,machine,TrivialBruteforce,0,7022224
30,2760,machine,TrivialBruteforce,7,69574
10,1864,machine,TrivialBruteforce,5,12944
3947,3943,machine,SimpleRewrites,0,807177
1571,1570,machine,SimpleRewrites,6,991848
3477,3503,machine,VampireProven,0,75036
3798,3794,machine,SimpleRewrites,2,2979740
4610,4589,machine,TrivialBruteforce,0,7188
2629,2610,machine,SimpleRewrites,0,7022224
1814,1813,machine,SimpleRewrites,0,7022224
4278,4275,machine,SimpleRewrites,1,4008
4377,4366,machine,SimpleRewrites,7,66556
805,739,machine,SimpleRewrites,1,570121
4175,3809,machine,MagmaEgg,24,123328
132,131,machine,SimpleRewrites,62,7022224
4693,4682,machine,SimpleRewrites,23,223853
4692,4624,machine,SimpleRewrites,9,66892
4496,4481,machine,SimpleRewrites,2,5937
1386,1277,machine,SimpleRewrites,0,5082
697,1534,machine,VampireProven,9,570121
653,437,machine,VampireProven,20,1902338
3179,24,machine,MagmaEgg,0,100416
4000,3920,machine,SimpleRewrites,0,13788
1059,1024,machine,SimpleRewrites,0,15740
4220,4216,machine,SimpleRewrites,1,404096
